Gene_Name	Beg	End	Region	Nuc	Mean_Cov
Region_0069	    627294	    627651	 1	       358	    9.000
Region_0070	    631067	    642286	 1	     11220	    7.573
Region_0071	    642667	    644918	 1	      2252	    9.727
Region_0072	    646240	    662468	 1	     16229	   10.179
Region_0073	    675091	    696347	 1	     21257	    7.789
Region_0074	    696720	    708719	 1	     12000	    8.929
Region_0075	    709395	    730172	 1	     20778	   10.209
Region_0076	    731573	    732923	 1	      1351	   10.229
Region_0077	    734101	    757208	 1	     23108	    6.923
Region_0078	    769519	    772637	 1	      3119	    9.208
Region_0079	    776990	    779392	 1	      2403	   10.926
Region_0080	    780155	    783287	 1	      3133	   10.748
Region_0081	    785515	    790013	 1	      4499	   13.447
Region_0082	    790822	    797820	 1	      6999	    9.884
Region_0083	    798718	    799578	 1	       861	    9.000
Region_0084	    801691	    801859	 1	       169	    9.000
Region_0085	    802444	    802530	 1	        87	    9.000
Region_0086	    803349	    805031	 1	      1683	    7.018
Region_0087	    805790	    806023	 1	       234	    8.000
Region_0088	    806526	    806769	 1	       244	    8.000
Region_0089	    807225	    811604	 1	      4380	    8.889
Region_0090	    813458	    815198	 1	      1741	   10.122
Region_0091	    817365	    818114	 1	       750	   11.000
Region_0092	    818638	    818892	 1	       255	   11.000
Region_0093	    819687	    821018	 1	      1332	    9.952
Region_0094	    823002	    826125	 1	      3124	    7.915
Region_0095	    827304	    827398	 1	        95	    7.000
Region_0096	    828009	    830547	 1	      2539	    7.225
Region_0097	    833301	    836334	 1	      3034	    5.256
Region_0098	    837339	    838609	 1	      1271	    7.000
Region_0099	    843735	    846389	 1	      2655	    7.000
Region_0100	    847190	    847605	 1	       416	    7.721
Region_0101	    848997	    849562	 1	       566	    7.823
Region_0102	    850358	    851053	 1	       696	    6.690
Region_0103	    852495	    854918	 1	      2424	    6.528
Region_0104	    858598	    876236	 1	     17639	    6.253
Region_0105	    877516	    877961	 1	       446	    4.121
Region_0106	    878965	    903345	 1	     24381	    5.460
Region_0107	    906525	    907190	 1	       666	    7.261
Region_0108	    909118	    912763	 1	      3646	    7.807
Region_0109	    915466	    916612	 1	      1147	    7.000
Region_0110	    917238	    917708	 1	       471	    6.108
Region_0111	    918645	    923222	 1	      4578	    5.516
Region_0112	    955270	    966911	 1	     11642	    6.114
Region_0113	    968487	    970083	 1	      1597	    9.068
Region_0114	    971359	    971628	 1	       270	    9.000
Region_0115	    972079	    972313	 1	       235	    9.000
Region_0116	    972661	    977234	 1	      4574	    8.375
Region_0117	    982417	    994261	 1	     11845	    5.123
Region_0118	    998443	   1022959	 1	     24517	    5.866
Region_0119	   1027024	   1043715	 1	     16692	   12.998
Region_0120	   1046291	   1046709	 1	       419	   10.098
Region_0121	   1046845	   1047593	 1	       749	   10.000
Region_0122	   1051371	   1052038	 1	       668	   11.000
Region_0123	   1053586	   1053735	 1	       150	    9.000
Region_0124	   1055071	   1057892	 1	      2822	    9.208
Region_0125	   1059374	   1076363	 1	     16990	   10.282
Region_0126	   1087720	   1093444	 1	      5725	    6.939
Region_0127	   1094558	   1096208	 1	      1651	   10.798
Region_0128	   1134769	   1146561	 1	     11793	    4.313
Region_0129	   1148080	   1148399	 1	       320	    1.000
Region_0130	   1149161	   1151147	 1	      1987	    2.534
Region_0131	   1161237	   1162810	 1	      1574	    4.669
Region_0132	   1164614	   1166952	 1	      2339	    3.871
Region_0133	   1167673	   1168120	 1	       448	    4.000
Region_0134	   1170630	   1171838	 1	      1209	    5.739
Region_0135	   1172637	   1173238	 1	       602	    3.784
Region_0136	   1174979	   1175183	 1	       205	    3.000
Region_0137	   1175988	   1177027	 1	      1040	    4.489
Region_0138	   1178593	   1180151	 1	      1559	    3.289
Region_0139	   1181148	   1184384	 1	      3237	    4.335
Region_0140	   1188980	   1189939	 1	       960	    2.766
Region_0141	   1190533	   1190698	 1	       166	    3.000
Region_0142	   1193255	   1195532	 1	      2278	    2.310
Region_0143	   1197543	   1198834	 1	      1292	    1.000
Region_0144	   1202577	   1203429	 1	       853	    2.000
Region_0145	   1204487	   1205219	 1	       733	    4.001
Region_0146	   1206100	   1207050	 1	       951	    3.427
Region_0147	   1208378	   1209991	 1	      1614	    3.447
Region_0148	   1211427	   1211793	 1	       367	    2.000
Region_0149	   1213195	   1214735	 1	      1541	    2.000
Region_0150	   1216689	   1218291	 1	      1603	    2.577
Region_0151	   1219914	   1220828	 1	       915	    3.705
Region_0152	   1221789	   1222481	 1	       693	    4.000
Region_0153	   1224007	   1224098	 1	        92	    4.000
Region_0154	   1225035	   1225598	 1	       564	    4.000
Region_0155	   1228276	   1230781	 1	      2506	    5.467
Region_0156	   1231697	   1243116	 1	     11420	    4.041
Region_0157	   1243812	   1247167	 1	      3356	    1.918
Region_0158	   1248042	   1264088	 1	     16047	    1.570
Region_0159	   1265549	   1283989	 1	     18441	    7.809
Region_0160	   1305687	   1306463	 1	       777	    6.647
Region_0161	   1308176	   1324543	 1	     16368	    4.876
Region_0162	   1326520	   1327544	 1	      1025	    4.629
Region_0163	   1328909	   1329016	 1	       108	    4.000
Region_0164	   1329426	   1331992	 1	      2567	    6.055
Region_0165	   1333604	   1334006	 1	       403	    7.000
Region_0166	   1335421	   1336728	 1	      1308	    4.225
Region_0167	   1338342	   1353833	 1	     15492	    6.001
Region_0168	   1383655	   1394193	 1	     10539	    4.766
Region_0169	   1395752	   1399131	 1	      3380	    2.344
Region_0170	   1400376	   1404851	 1	      4476	    3.819
Region_0171	   1405335	   1416392	 1	     11058	    7.587
Region_0172	   1418529	   1423836	 1	      5308	    9.142
Region_0173	   1428394	   1430694	 1	      2301	    9.002
Region_0174	   1433249	   1437550	 1	      4302	    6.084
Region_0175	   1440092	   1445279	 1	      5188	    3.261
Region_0176	   1460039	   1469377	 1	      9339	    2.844
Region_0177	   1470828	   1479848	 1	      9021	    5.075
Region_0178	   1537034	   1543157	 1	      6124	    2.617
Region_0179	   1547026	   1549656	 1	      2631	    2.459
Region_0180	   1552784	   1553055	 1	       272	    1.489
Region_0181	   1555049	   1560891	 1	      5843	    3.078
Region_0182	   1572291	   1598695	 1	     26405	    3.913
Region_0183	   1599257	   1602911	 1	      3655	    5.918
Region_0184	   1603717	   1603855	 1	       139	    7.000
Region_0185	   1604157	   1618455	 1	     14299	    6.980
Region_0186	   1627964	   1631795	 1	      3832	    2.184
Region_0187	   1633836	   1633980	 1	       145	    3.000
Region_0188	   1634609	   1635085	 1	       477	    3.000
Region_0189	   1635661	   1636071	 1	       411	    5.625
Region_0190	   1639963	   1641829	 1	      1867	    6.026
Region_0191	   1647563	   1648546	 1	       984	    5.118
Region_0192	   1652981	   1654398	 1	      1418	    5.446
Region_0193	   1655779	   1656203	 1	       425	    6.000
Region_0194	   1661307	   1688449	 1	     27143	    7.292
Region_0195	   1689425	   1690950	 1	      1526	    0.374
Region_0196	   1691684	   1695313	 1	      3630	    1.208
Region_0197	   1697132	   1702267	 1	      5136	    0.799
Region_0198	   1707431	   1709061	 1	      1631	    1.512
Region_0199	   1710971	   1711221	 1	       251	    2.000
Region_0200	   1712561	   1718275	 1	      5715	    2.332
Region_0201	   1719776	   1722201	 1	      2426	    3.249
Region_0202	   1724193	   1724929	 1	       737	    4.768
Region_0203	   1725962	   1726534	 1	       573	    4.000
Region_0204	   1729137	   1729194	 1	        58	    4.000
Region_0205	   1730805	   1731316	 1	       512	    3.205
Region_0206	   1732748	   1733355	 1	       608	    4.000
Region_0207	   1734401	   1735210	 1	       810	    4.000
Region_0208	   1740166	   1740669	 1	       504	    6.808
Region_0209	   1741976	   1742346	 1	       371	    7.747
Region_0210	   1743727	   1747613	 1	      3887	    4.218
Region_0211	   1755594	   1756226	 1	       633	    4.000
Region_0212	   1757666	   1760393	 1	      2728	    3.843
Region_0213	   1763997	   1769924	 1	      5928	    0.855
Region_0214	   1771496	   1775567	 2	      4072	    1.222
Region_0215	   1778057	   1778395	 2	       339	    0.000
Region_0216	   1780435	   1782923	 2	      2489	    0.913
Region_0217	   1783244	   1783923	 2	       680	    0.000
Region_0218	   1788304	   1788569	 2	       266	    0.000
Region_0219	   1789970	   1790756	 2	       787	    0.000
Region_0220	   1791531	   1812683	 2	     21153	    0.000
Region_0221	   1814267	   1815072	 2	       806	    0.000
Region_0222	   1816231	   1816319	 2	        89	    1.000
Region_0223	   1817098	   1817856	 2	       759	    1.000
Region_0224	   1820250	   1820714	 2	       465	    1.000
Region_0225	   1820985	   1821303	 2	       319	    2.592
Region_0226	   1822477	   1822579	 2	       103	    1.000
Region_0227	   1823058	   1828099	 2	      5042	    1.438
Region_0228	   1829120	   1829640	 2	       521	    3.000
Region_0229	   1832435	   1833742	 2	      1308	    3.409
Region_0230	   1834648	   1835327	 2	       680	    3.785
Region_0231	   1835905	   1841220	 2	      5316	    6.860
Region_0232	   1848418	   1852096	 2	      3679	    7.697
Region_0233	   1854740	   1859369	 2	      4630	    5.682
Region_0234	   1862588	   1865858	 2	      3271	    5.980
Region_0235	   1867997	   1872401	 2	      4405	    6.127
Region_0236	   1901131	   1906321	 2	      5191	    5.000
Region_0237	   1908043	   1911775	 2	      3733	    9.915
Region_0238	   1914692	   1921831	 2	      7140	    6.523
Region_0239	   1927047	   1931793	 2	      4747	    3.708
Region_0240	   1932935	   1933323	 2	       389	    6.000
Region_0241	   1933854	   1934384	 2	       531	    6.000
Region_0242	   1935862	   1936884	 2	      1023	    6.294
Region_0243	   1937611	   1938811	 2	      1201	    6.000
Region_0244	   1939590	   1939745	 2	       156	    6.000
Region_0245	   1941452	   1943329	 2	      1878	    8.133
Region_0246	   1947061	   1956130	 2	      9070	    7.179
Region_0247	   1960708	   1962158	 2	      1451	    3.000
Region_0248	   1963683	   1965299	 2	      1617	    2.000
Region_0249	   1966309	   1968819	 2	      2511	    2.000
Region_0250	   1969686	   1969892	 2	       207	    2.000
Region_0251	   1971559	   1973511	 2	      1953	    4.068
Region_0252	   1975264	   1977710	 2	      2447	    7.103
Region_0253	   1980511	   1991246	 2	     10736	    4.651
Region_0254	   1993393	   1994643	 2	      1251	    0.564
Region_0255	   2021424	   2025735	 2	      4312	    3.849
Region_0256	   2027468	   2028044	 2	       577	    3.000
Region_0257	   2031695	   2033406	 2	      1712	    3.000
Region_0258	   2033938	   2034367	 2	       430	    3.000
Region_0259	   2037131	   2037978	 2	       848	    3.000
Region_0260	   2040266	   2040890	 2	       625	    2.000
Region_0261	   2042533	   2043217	 2	       685	    2.000
Region_0262	   2045302	   2045504	 2	       203	    3.000
Region_0263	   2046129	   2047943	 2	      1815	    2.379
Region_0264	   2103026	   2106686	 2	      3661	    5.455
Region_0265	   2107113	   2108067	 2	       955	    3.000
Region_0266	   2110922	   2115997	 2	      5076	    3.729
Region_0267	   2117603	   2130219	 2	     12617	    5.518
Region_0268	   2131947	   2135503	 2	      3557	    5.490
Region_0269	   2135780	   2136067	 2	       288	    2.451
Region_0270	   2136806	   2137773	 2	       968	    1.000
Region_0271	   2139144	   2139339	 2	       196	    2.000
Region_0272	   2140738	   2146548	 2	      5811	    5.166
Region_0273	   2149146	   2219267	 2	     70122	    4.909
Region_0274	   2263626	   2267498	 2	      3873	    4.624
Region_0275	   2271055	   2288478	 2	     17424	    5.825
Region_0276	   2295506	   2299084	 2	      3579	    9.239
Region_0277	   2299571	   2301272	 2	      1702	    8.744
Region_0278	   2301639	   2302996	 2	      1358	    8.564
Region_0279	   2303404	   2304623	 2	      1220	    9.466
Region_0280	   2305026	   2306003	 2	       978	   10.573
Region_0281	   2309294	   2311296	 2	      2003	    7.315
Region_0282	   2313580	   2314196	 2	       617	    6.055
Region_0283	   2316218	   2317149	 2	       932	    6.319
Region_0284	   2318972	   2319252	 2	       281	    2.036
Region_0285	   2321119	   2323344	 2	      2226	    2.580
Region_0286	   2325156	   2325665	 2	       510	    2.000
Region_0287	   2327598	   2328483	 2	       886	    3.151
Region_0288	   2330475	   2331292	 2	       818	    4.373
Region_0289	   2333470	   2333615	 2	       146	    6.000
Region_0290	   2335553	   2338224	 2	      2672	    4.348
Region_0291	   2339849	   2340554	 2	       706	    3.000
Region_0292	   2342527	   2343966	 2	      1440	    5.648
Region_0293	   2387332	   2411758	 2	     24427	    8.870
Region_0294	   2412113	   2425239	 2	     13127	    7.828
Region_0295	   2427059	   2437810	 2	     10752	    6.286
Region_0296	   2439142	   2475664	 2	     36523	    5.037
Region_0297	   2477297	   2486740	 2	      9444	    4.121
Region_0298	   2490423	   2490765	 2	       343	    8.741
Region_0299	   2491345	   2491517	 2	       173	   10.000
Region_0300	   2492918	   2494938	 2	      2021	    8.914
Region_0301	   2500359	   2505753	 2	      5395	    2.202
Region_0302	   2508044	   2508674	 3	       631	    3.000
Region_0303	   2511991	   2516703	 3	      4713	    4.473
Region_0304	   2519414	   2519974	 3	       561	    9.970
Region_0305	   2521003	   2522078	 3	      1076	   11.077
Region_0306	   2523032	   2523407	 3	       376	   11.000
Region_0307	   2532310	   2534044	 3	      1735	   13.742
Region_0308	   2537466	   2537878	 3	       413	    9.988
Region_0309	   2538730	   2539135	 3	       406	    8.000
Region_0310	   2541552	   2543133	 3	      1582	    8.000
Region_0311	   2545347	   2547243	 3	      1897	    9.580
Region_0312	   2548745	   2549578	 3	       834	   11.025
Region_0313	   2550807	   2552040	 3	      1234	    9.192
Region_0314	   2553623	   2554497	 3	       875	    7.376
Region_0315	   2556382	   2557103	 3	       722	    7.000
Region_0316	   2559736	   2561900	 3	      2165	    6.561
Region_0317	   2564882	   2565679	 3	       798	    7.546
Region_0318	   2572561	   2573900	 3	      1340	    6.095
Region_0319	   2574522	   2579774	 3	      5253	    6.940
Region_0320	   2580436	   2585261	 3	      4826	    6.078
Region_0321	   2586915	   2591836	 3	      4922	    6.830
Region_0322	   2632352	   2644879	 3	     12528	    4.417
Region_0323	   2652898	   2655551	 3	      2654	    8.742
Region_0324	   2656953	   2662827	 3	      5875	    6.107
Region_0325	   2692719	   2692974	 3	       256	   10.809
Region_0326	   2711095	   2736001	 3	     24907	    4.943
Region_0327	   2740088	   2740989	 3	       902	    6.053
Region_0328	   2744820	   2744899	 3	        80	    6.000
Region_0329	   2745216	   2746046	 3	       831	    4.505
Region_0330	   2747571	   2747640	 3	        70	    3.000
Region_0331	   2749370	   2749541	 3	       172	    1.000
Region_0332	   2750815	   2751072	 3	       258	    1.000
Region_0333	   2752413	   2752815	 3	       403	    3.424
Region_0334	   2753675	   2753825	 3	       151	    3.040
Region_0335	   2754834	   2755669	 3	       836	    3.644
Region_0336	   2757540	   2757674	 3	       135	    3.000
Region_0337	   2758768	   2771875	 3	     13108	    4.814
Region_0338	   2782197	   2787247	 3	      5051	    9.560
Region_0339	   2787552	   2788167	 3	       616	   11.000
Region_0340	   2791450	   2792037	 3	       588	   10.338
Region_0341	   2793715	   2796383	 3	      2669	    7.315
Region_0342	   2798158	   2798945	 3	       788	    5.000
Region_0343	   2799790	   2801777	 3	      1988	    6.285
Region_0344	   2802519	   2804373	 3	      1855	    8.044
Region_0345	   2811293	   2812637	 3	      1345	    6.063
Region_0346	   2815211	   2816503	 3	      1293	    5.084
Region_0347	   2817272	   2818502	 3	      1231	    5.002
Region_0348	   2821628	   2821995	 3	       368	    7.000
Region_0349	   2824931	   2825425	 3	       495	    9.000
Region_0350	   2828341	   2829671	 3	      1331	    6.443
Region_0351	   2833947	   2833967	 3	        21	    4.000
Region_0352	   2836202	   2837656	 3	      1455	    3.000
Region_0353	   2853403	   2859874	 3	      6472	    4.530
Region_0354	   2868297	   2874888	 3	      6592	    5.620
Region_0355	   2875909	   2877103	 3	      1195	    4.977
Region_0356	   2878396	   2888416	 3	     10021	    3.626
Region_0357	   2888660	   2889592	 3	       933	    4.089
Region_0358	   2890290	   2891763	 3	      1474	    5.547
Region_0359	   2892297	   2892569	 3	       273	    3.179
Region_0360	   2892945	   2907989	 3	     15045	    1.575
Region_0361	   2909210	   2931584	 3	     22375	    4.312
Region_0362	   2932794	   2935182	 3	      2389	    5.128
Region_0363	   2941579	   2941959	 3	       381	    4.000
Region_0364	   2943548	   2944016	 3	       469	    5.962
Region_0365	   2945635	   2946354	 3	       720	    6.508
Region_0366	   2948071	   2948967	 3	       897	    7.467
Region_0367	   2951147	   2951150	 3	         4	    9.000
Region_0368	   2951568	   2951940	 3	       373	    9.000
Region_0369	   2953417	   2953549	 3	       133	    7.000
Region_0370	   2953813	   2953865	 3	        53	    7.000
Region_0371	   2954205	   2954409	 3	       205	    7.000
Region_0372	   2955550	   2956142	 3	       593	    9.000
Region_0373	   2956544	   2957631	 3	      1088	    9.697
Region_0374	   2958725	   2958919	 3	       195	   12.000
Region_0375	   2959664	   2959962	 3	       299	   12.097
Region_0376	   2968061	   2972439	 3	      4379	   10.202
Region_0377	   2973584	   2977023	 3	      3440	   10.108
Region_0378	   2977348	   2977722	 3	       375	    9.003
Region_0379	   2978339	   2978347	 3	         9	    9.000
Region_0380	   2978546	   2978564	 3	        19	    7.000
Region_0381	   2979966	   2980061	 3	        96	    5.000
Region_0382	   2980689	   2981563	 3	       875	    5.159
Region_0383	   2982029	   2984358	 3	      2330	    3.965
Region_0384	   2984959	   2987180	 3	      2222	    3.493
Region_0385	   2988285	   2988373	 3	        89	    3.000
Region_0386	   2988757	   2990069	 3	      1313	    3.093
Region_0387	   2997243	   3012446	 3	     15204	    2.083
Region_0388	   3015042	   3016494	 3	      1453	    4.959
Region_0389	   3018286	   3019208	 3	       923	    5.000
Region_0390	   3024873	   3025512	 3	       640	    5.662
Region_0391	   3026228	   3026436	 3	       209	    4.024
Region_0392	   3027265	   3027666	 3	       402	    5.336
Region_0393	   3029680	   3032367	 3	      2688	    3.890
Region_0394	   3032706	   3036251	 3	      3546	    5.249
Region_0395	   3036969	   3037050	 3	        82	    8.378
Region_0396	   3040188	   3054904	 3	     14717	    4.170
Region_0397	   3055691	   3055859	 3	       169	    4.000
Region_0398	   3056658	   3056680	 3	        23	    4.000
Region_0399	   3059240	   3063696	 3	      4457	    3.545
Region_0400	   3064627	   3072565	 3	      7939	    3.998
Region_0401	   3073592	   3076420	 3	      2829	    7.596
Region_0402	   3077900	   3079551	 3	      1652	    6.346
Region_0403	   3081039	   3082291	 3	      1253	    6.859
Region_0404	   3083777	   3085025	 3	      1249	    5.836
Region_0405	   3086576	   3109230	 3	     22655	    5.535
Region_0406	   3110388	   3120339	 3	      9952	    4.743
Region_0407	   3122078	   3150044	 3	     27967	    4.956
Region_0408	   3150386	   3156556	 3	      6171	    3.901
Region_0409	   3157253	   3171852	 3	     14600	    6.274
Region_0410	   3172813	   3198261	 3	     25449	    4.444
Region_0411	   3199738	   3222415	 3	     22678	    6.910
Region_0412	   3286231	   3286970	 3	       740	    5.292
Region_0413	   3288529	   3289846	 3	      1318	    6.000
Region_0414	   3291210	   3294311	 3	      3102	    7.192
Region_0415	   3296547	   3316301	 3	     19755	    5.329
Region_0416	   3317544	   3317688	 3	       145	    8.000
Region_0417	   3318933	   3326860	 3	      7928	    7.624
Region_0418	   3330212	   3337744	 3	      7533	    8.485
Region_0419	   3338933	   3339554	 3	       622	    6.108
Region_0420	   3340734	   3341182	 3	       449	    6.000
Region_0421	   3342334	   3342513	 3	       180	    6.000
Region_0422	   3344071	   3344653	 3	       583	    6.033
Region_0423	   3346907	   3347011	 3	       105	   11.000
Region_0424	   3348428	   3350235	 3	      1808	    8.939
Region_0425	   3353725	   3354916	 3	      1192	    6.478
Region_0426	   3356336	   3363240	 3	      6905	    6.380
Region_0427	   3367486	   3368637	 3	      1152	    9.288
Region_0428	   3370320	   3371115	 3	       796	    8.616
Region_0429	   3376067	   3389910	 3	     13844	    9.333
Region_0430	   3390889	   3392963	 3	      2075	    6.747
Region_0431	   3404247	   3407101	 3	      2855	    9.338
Region_0432	   3409667	   3409809	 3	       143	    7.000
Region_0433	   3411778	   3412678	 3	       901	    6.469
Region_0434	   3413239	   3417104	 3	      3866	    5.728
Region_0435	   3422815	   3424211	 3	      1397	    5.074
Region_0436	   3425140	   3425433	 3	       294	    5.000
Region_0437	   3426438	   3430148	 3	      3711	    4.252
Region_0438	   3430579	   3434006	 3	      3428	    3.824
Region_0439	   3454268	   3461488	 3	      7221	    4.448
Region_0440	   3462859	   3464193	 3	      1335	    3.552
Region_0441	   3464988	   3467154	 3	      2167	    3.006
Region_0442	   3467636	   3468978	 3	      1343	    3.000
Region_0443	   3471464	   3471595	 3	       132	    3.000
Region_0444	   3473734	   3474108	 3	       375	    2.000
Region_0445	   3475122	   3476652	 3	      1531	    2.219
Region_0446	   3488672	   3493699	 3	      5028	    4.370
Region_0447	   3495965	   3496981	 3	      1017	    3.239
Region_0448	   3499215	   3499257	 3	        43	    0.000
Region_0449	   3501914	   3505257	 3	      3344	    1.585
Region_0450	   3506285	   3506914	 3	       630	    1.102
Region_0451	   3507792	   3515042	 3	      7251	    4.124
Region_0452	   3515580	   3523044	 3	      7465	    3.143
Region_0453	   3523479	   3523480	 3	         2	    4.000
Region_0454	   3525013	   3540799	 3	     15787	    4.940
Region_0455	   3542403	   3544035	 3	      1633	    4.806
Region_0456	   3552056	   3558073	 3	      6018	    2.617
Region_0457	   3559691	   3561017	 3	      1327	    3.897
Region_0458	   3571273	   3571290	 3	        18	    4.000
Region_0459	   3573154	   3573521	 3	       368	    3.000
Region_0460	   3575574	   3575930	 3	       357	    3.146
Region_0461	   3577749	   3579891	 3	      2143	    4.604
Region_0462	   3597788	   3623373	 3	     25586	    4.129
Region_0463	   3637075	   3638247	 3	      1173	    3.259
Region_0464	   3638653	   3642264	 3	      3612	    5.617
Region_0465	   3644399	   3644976	 3	       578	    5.220
Region_0466	   3649634	   3650408	 3	       775	    6.283
Region_0467	   3651242	   3651672	 3	       431	    4.000
Region_0468	   3652725	   3653285	 3	       561	    4.670
Region_0469	   3653586	   3653690	 3	       105	    4.000
Region_0470	   3655371	   3659646	 3	      4276	    5.001
Region_0471	   3669905	   3670288	 3	       384	    6.000
Region_0472	   3672302	   3678311	 3	      6010	    6.524
Region_0473	   3684138	   3684385	 3	       248	    5.000
Region_0474	   3684944	   3685150	 3	       207	    5.000
Region_0475	   3687789	   3688862	 3	      1074	    5.497
Region_0476	   3689634	   3690132	 3	       499	    6.000
Region_0477	   3692841	   3696085	 3	      3245	    5.204
Region_0478	   3700816	   3703666	 3	      2851	    5.727
Region_0479	   3705619	   3717993	 3	     12375	    5.315
Region_0480	   3719578	   3722076	 3	      2499	    4.823
Region_0481	   3739799	   3755710	 3	     15912	    3.180
Region_0482	   3757911	   3762493	 3	      4583	    5.151
Region_0483	   3764081	   3767117	 3	      3037	    5.361
Region_0484	   3768075	   3768682	 3	       608	    5.038
Region_0485	   3769394	   3802191	 3	     32798	    3.954
Region_0486	   3802962	   3812741	 3	      9780	    3.793
Region_0487	   3814422	   3815260	 3	       839	    3.900
Region_0488	   3816275	   3817513	 3	      1239	    4.848
Region_0489	   3819550	   3826391	 3	      6842	    6.819
Region_0490	   3828246	   3829250	 3	      1005	    7.880
Region_0491	   3830046	   3833067	 3	      3022	    4.896
Region_0492	   3862198	   3880478	 3	     18281	    6.983
Region_0493	   3881079	   3898647	 3	     17569	    4.934
Region_0494	   3901887	   3909965	 3	      8079	    5.386
Region_0495	   3910544	   3910923	 3	       380	    4.000
Region_0496	   3911727	   3912373	 3	       647	    2.009
Region_0497	   3913880	   3913997	 3	       118	    4.000
Region_0498	   3915138	   3915984	 3	       847	    4.072
Region_0499	   3917553	   3918511	 3	       959	    4.000
Region_0500	   3919910	   3933840	 3	     13931	    5.185
Region_0501	   3936053	   3936647	 3	       595	    6.000
Region_0502	   3937477	   3942768	 3	      5292	    4.606
Region_0503	   3943806	   3945144	 3	      1339	    2.200
Region_0504	   3949117	   3949694	 3	       578	    2.000
Region_0505	   3956238	   3966681	 3	     10444	    1.203
Region_0506	   3969166	   3969457	 3	       292	    2.342
Region_0507	   3971182	   3971257	 3	        76	    0.000
Region_0508	   3971693	   3971694	 3	         2	    1.000
Region_0509	   3972102	   3972139	 3	        38	    1.000
Region_0510	   3973751	   3973978	 3	       228	    2.000
Region_0511	   3975779	   3976501	 3	       723	    3.712
Region_0512	   3977273	   3977510	 3	       238	    2.000
Region_0513	   3978699	   3978896	 3	       198	    2.980
Region_0514	   3979278	   3979841	 3	       564	    2.578
