Gene_Name	Beg	End	Region	Nuc	Mean_Cov	Outlier_Status
GA10726-RA 	  17733339	  17735113	14	       182	    1.308	1
GA10731-RA 	  14587005	  14587269	 6	       139	    0.000	2
GA10733-RB 	  19351080	  19352833	14	       212	    1.741	1
GA10737-RA 	    199373	    209601	 1	      8863	    1.913	1
GA10744-RB 	  19382146	  19389088	14	      4129	    0.664	1
GA10745-RB 	   4994242	   4994641	 3	       144	    1.000	1
GA10748-RC 	   1354088	   1381713	 1	     26572	    0.646	1
GA10758-RA 	  17737186	  17738219	14	       391	    3.532	1
GA10760-RA 	   1445494	   1459837	 1	     10583	    0.220	1
GA10763-RB 	   1549710	   1552655	 1	       907	    0.933	1
GA10765-RA 	   8622134	   8622195	 5	        62	    0.000	1
GA10770-RA 	   1618816	   1627545	 1	      8230	    1.231	1
GA10772-RA 	   1631986	   1632039	 1	        54	    2.000	1
GA10773-RA 	   1634283	   1634349	 1	        67	    2.000	1
GA10774-RA 	   6702474	   6703641	 3	       244	    0.000	1
GA10776-RC 	  11339925	  11340105	 8	       181	    0.796	2
GA10782-RA 	   8618073	   8619448	 5	       241	    0.000	1
GA10784-RB 	   8604242	   8616452	 5	     10384	    0.158	1
GA10787-RA 	  11341800	  11343012	 8	       263	    2.612	1
GA10789-RA 	   6690568	   6692168	 3	       237	    1.042	1
GA10804-RB 	   8607240	   8607467	 5	       139	    0.000	1
GA10814-RC 	  19289964	  19290144	14	       181	    2.000	1
GA10816-RA 	    246023	    246094	 1	        72	    0.000	1
GA10817-RB 	   8634548	   8635501	 5	       714	    0.000	1
GA10822-RA 	   1718462	   1719501	 1	       849	    0.000	1
GA10824-RA 	   1729453	   1729517	 1	        65	    1.000	1
GA10828-RA 	   5522308	   5522506	 3	       199	    1.000	1
GA10830-RB 	   5516281	   5518033	 3	      1005	    1.993	1
GA10831-RA 	   5515048	   5515105	 3	        58	    2.000	1
GA10832-RA 	   5494798	   5505393	 3	      3217	    0.746	1
GA10835-RC 	  13881201	  13882639	 7	       949	    0.221	1
GA10839-RA 	   8707820	   8707885	 5	        66	    1.000	1
GA10840-RD 	  14903289	  14913701	10	      7446	    0.801	2
GA10842-RA 	  17730140	  17732360	14	       785	    1.000	1
GA10844-RA 	   7816945	   7817000	 4	        56	    0.000	1
GA10845-RA 	  17999475	  17999710	14	       127	    0.000	1
GA10849-RA 	  10983951	  10984011	 8	        61	    0.000	1
GA10852-RA 	   6572855	   6572918	 3	        64	    1.188	1
GA10856-RA 	   6564567	   6568911	 3	       511	    0.051	1
GA10860-RA 	   6482642	   6483348	 3	       216	    0.000	1
GA10870-RA 	   2792336	   2792401	 3	        66	    3.000	1
GA10893-RB 	   7684178	   7691172	 4	       891	    0.071	1
GA10895-RB 	  14305070	  14305546	 7	       241	    0.000	1
GA10897-RA 	  14320756	  14321116	 7	       361	    1.122	2
GA10899-RC 	  14349585	  14353550	 7	      2700	    0.000	1
GA10901-RA 	  14837276	  14837333	10	        58	    0.000	1
GA10902-RA 	   1709194	   1710730	 1	       961	    0.000	1
GA10909-RA 	   8446824	   8449152	 5	       541	    0.000	1
GA10982-RA 	  18586364	  18589886	14	      3279	    5.274	1
GA10988-RA 	  17255161	  17257595	12	       305	    5.000	1
GA10990-RC 	  17252405	  17254319	12	       172	    5.785	1
GA10993-RA 	   4859219	   4859278	 3	        60	    1.000	1
GA11023-RA 	  15534211	  15535588	10	       308	    0.000	1
GA11026-RA 	   2044035	   2044090	 2	        56	    1.000	1
GA11141-RA 	  12024392	  12026601	 8	       689	    0.563	1
GA11181-RA 	  16240381	  16241180	11	       387	    3.912	1
GA11183-RC 	  16282617	  16285072	11	       926	    0.000	1
GA11192-RB 	  16249879	  16250243	11	       128	    0.000	1
GA11193-RB 	  14047288	  14049175	 7	       316	    0.000	2
GA11198-RA 	  14004034	  14004218	 7	       136	    0.765	2
GA11199-RA 	  13901642	  13902891	 7	       110	    0.000	2
GA11204-RA 	  10989812	  10989879	 8	        68	    1.000	1
GA11205-RD 	   8896125	   8899159	 5	       945	    0.000	1
GA11210-RA 	   9737334	   9738940	 9	       338	    0.444	1
GA11211-RB 	   5400483	   5402687	 3	      1109	    4.944	1
GA11212-RA 	   5387160	   5387225	 3	        66	    3.000	1
GA11246-RA 	  11611980	  11613617	 8	       882	    2.133	1
GA11258-RE 	  16109633	  16112874	11	       884	    1.645	1
GA11261-RA 	  16102069	  16104504	11	       295	    4.342	1
GA11265-RB 	  16045824	  16058031	11	      2898	    0.619	1
GA11272-RC 	  13733555	  13735107	 7	       309	    0.000	1
GA11291-RH 	  13767225	  13774849	 7	      2711	    0.003	1
GA11297-RB 	   7414044	   7418635	 4	      1973	    1.000	1
GA11400-RA 	   6555837	   6556086	 3	       146	    0.000	1
GA11404-RA 	  18079627	  18087480	14	      3943	    1.604	1
GA11422-RA 	   6137855	   6137927	 3	        73	    1.000	1
GA11423-RA 	   6139062	   6139586	 3	       163	    3.595	1
GA11425-RB 	  12811360	  12813724	 8	       924	    0.000	1
GA11426-RA 	  12816313	  12817524	 8	       568	    0.562	1
GA11428-RA 	  12818461	  12819537	 8	       104	    1.529	1
GA11432-RA 	  12755958	  12757620	 8	       414	    3.597	1
GA11434-RA 	   1198895	   1202495	 1	      3085	    1.653	1
GA11435-RA 	   1210058	   1211333	 1	       751	    0.000	1
GA11444-RA 	  10332984	  10333064	 8	        81	    0.000	1
GA11448-RA 	   1469399	   1470572	 1	       460	    0.000	1
GA11452-RA 	   1327564	   1328783	 1	       191	    1.000	1
GA11466-RA 	   4041084	   4041294	 3	       211	    0.000	1
GA11480-RD 	   6976319	   6977983	 4	      1333	    0.032	1
GA11509-RA 	   6671793	   6672334	 3	       128	    3.148	1
GA11510-RA 	  17248787	  17251397	12	       479	    5.399	1
GA11517-RA 	  12158017	  12161236	 8	       319	    1.981	1
GA11538-RE 	   9318548	   9330144	 9	      8014	    0.036	1
GA11556-RA 	  15942502	  15942562	11	        61	    0.131	1
GA11557-RA 	  15935509	  15938989	11	       854	    0.386	1
GA11563-RA 	  16034823	  16035301	11	       209	    0.000	1
GA11567-RA 	  15944332	  15944834	11	       116	    0.276	1
GA11569-RG 	  15928891	  15934568	11	      4280	    0.432	1
GA11571-RA 	   7954727	   7954790	 4	        64	    3.000	1
GA11576-RA 	  10193251	  10193759	 8	       185	    2.000	1
GA11584-RA 	   2749660	   2749723	 3	        64	    0.688	1
GA11585-RA 	    391620	    399264	 1	      7475	    2.529	1
GA11586-RA 	   9689808	   9699415	 9	      9608	    0.181	1
GA11587-RC 	  17310066	  17313803	12	      2593	    3.000	1
GA11588-RA 	   1822699	   1822988	 2	       127	    1.000	1
GA11590-RA 	   9034994	   9036083	 9	       180	    0.333	1
GA11592-RA 	   9999982	  10001669	 8	       405	    0.620	1
GA11596-RB 	   9633418	   9633657	 9	       151	    2.000	1
GA11601-RA 	   9679434	   9680822	 9	       493	    0.791	1
GA11603-RA 	  12662155	  12663222	 8	       523	    1.455	1
GA11604-RA 	  18737120	  18737183	14	        64	    0.000	1
GA11614-RA 	   7145322	   7145954	 4	       182	    0.533	1
GA11625-RA 	  10381045	  10386230	 8	      4223	    0.191	1
GA11638-RA 	  12613994	  12614060	 8	        67	    4.015	1
GA11639-RC 	  16959689	  16961531	11	      1843	    1.159	1
GA11666-RB 	  10947279	  10948493	 8	       313	    0.000	1
GA11779-RA 	  11384233	  11385117	 8	       119	    0.933	1
GA11784-RA 	  18656448	  18656501	14	        54	    6.685	1
GA11789-RA 	    289517	    289732	 1	       129	    1.000	1
GA11791-RA 	  11904565	  11905098	 8	       176	    0.591	1
GA11794-RB 	   5921279	   5922765	 3	       143	    2.224	1
GA11795-RA 	  14041886	  14043412	 7	       305	    0.000	1
GA11798-RA 	   1828176	   1828244	 2	        69	    1.000	1
GA11800-RA 	   6620664	   6621071	 3	       282	    1.000	1
GA11802-RA 	   5572797	   5575668	 3	      1183	    2.073	1
GA11808-RA 	  13970448	  13980672	 7	      7025	    0.002	2
GA11834-RB 	  10262323	  10262625	 8	       137	    0.555	1
GA11836-RA 	   2574017	   2574421	 3	       192	    0.000	1
GA11837-RA 	   6562032	   6562106	 3	        75	    0.000	1
GA11838-RA 	   1247271	   1247337	 1	        67	    0.000	1
GA11839-RA 	   1230857	   1231636	 1	       255	    0.000	1
GA11840-RA 	   1285105	   1304048	 1	     17926	    1.173	1
GA11842-RA 	   1243146	   1243645	 1	       173	    0.000	1
GA11844-RA 	   1222542	   1223934	 1	       865	    0.008	1
GA11845-RA 	   1220889	   1221716	 1	       303	    0.000	1
GA11846-RA 	   1214796	   1216616	 1	      1299	    0.421	1
GA11847-RA 	   1211854	   1213122	 1	       753	    0.000	1
GA11849-RA 	   1203490	   1204408	 1	       361	    0.806	1
GA11850-RA 	   1195590	   1197470	 1	      1347	    2.000	1
GA11851-RA 	   1177088	   1178520	 1	       881	    1.000	1
GA11852-RA 	   1173299	   1174540	 1	      1050	    2.623	1
GA11854-RB 	  12897859	  12898343	 8	       113	    0.000	1
GA11855-RA 	   1943579	   1946821	 2	       500	    3.200	1
GA11858-RA 	   2757446	   2757524	 3	        79	    2.000	1
GA11860-RA 	   5312628	   5313430	 3	       133	    1.000	1
GA11861-RA 	   5296091	   5298269	 3	       342	    1.000	1
GA11862-RA 	   5310641	   5310714	 3	        74	    2.000	1
GA11866-RA 	   5143436	   5153725	 3	       652	    2.945	1
GA11868-RB 	   5269186	   5271763	 3	       507	    1.943	1
GA11869-RB 	   5139017	   5141702	 3	      2686	    3.034	1
GA11870-RB 	   5123960	   5124015	 3	        56	    4.000	1
GA11884-RB 	  16246131	  16249195	11	       980	    3.459	1
GA11885-RB 	  16251311	  16251376	11	        66	    1.606	1
GA11889-RA 	   7154263	   7154393	 4	       131	    0.000	1
GA11890-RB 	   7175841	   7178069	 4	      2229	    0.000	1
GA11894-RB 	   7151347	   7236795	 4	     80729	    0.454	1
GA11895-RA 	   7248573	   7249242	 4	       399	    0.000	1
GA11901-RA 	   7298123	   7298829	 4	       237	    0.156	1
GA11902-RB 	   6984815	   6987929	 4	      1994	    1.120	1
GA11904-RA 	   6982020	   6982657	 4	       192	    1.755	1
GA11905-RA 	   6974603	   6975302	 4	       264	    1.000	1
GA11906-RB 	   6878192	   6878710	 4	       121	    1.000	1
GA11907-RA 	   6154960	   6155247	 3	       120	    0.000	1
GA11909-RA 	   6173379	   6174396	 3	       525	    2.000	1
GA11913-RA 	   9607321	   9607820	 9	       127	    0.000	1
GA11916-RB 	   9629779	   9630200	 9	       116	    1.578	1
GA11917-RA 	  15893326	  15894221	11	       280	    0.000	1
GA11921-RA 	  15957236	  15957294	11	        59	    0.000	1
GA11925-RA 	   7956156	   7957813	 4	       331	    0.393	1
GA11926-RB 	  18942212	  18943656	14	       327	    1.401	1
GA11927-RA 	  18937301	  18937386	14	        86	    2.000	1
GA11943-RI 	  11617047	  11620456	 8	      3235	    0.079	1
GA11944-RB 	  11684443	  11695042	 8	      7400	    0.216	1
GA11977-RA 	   2746317	   2747303	 3	       192	    3.313	1
GA12078-RA 	  12599563	  12600576	 8	       571	    2.476	1
GA12081-RA 	   1817025	   1817079	 2	        55	    1.000	1
GA12082-RA 	   7486528	   7486588	 4	        61	    0.000	1
GA12083-RA 	   7523486	   7523535	 4	        50	    1.000	1
GA12084-RA 	   7500854	   7501381	 4	       170	    1.000	1
GA12087-RB 	   7478568	   7481964	 4	       952	    0.000	1
GA12088-RA 	   7459276	   7459339	 4	        64	    1.000	1
GA12089-RA 	   2816880	   2816939	 3	        60	    4.000	1
GA12090-RB 	   2829700	   2833918	 3	      2259	    2.821	1
GA12091-RI 	   2837856	   2853234	 3	     14147	    1.552	1
GA12094-RB 	   2889796	   2889853	 3	        58	    0.000	1
GA12098-RA 	   9371260	   9371320	 9	        61	    0.000	1
GA12100-RA 	  17041633	  17043074	11	       256	    1.000	1
GA12107-RA 	  16975459	  16976094	11	       122	    0.000	1
GA12108-RA 	  16931198	  16931637	11	       126	    0.000	1
GA12109-RC 	  16883943	  16892814	11	      8571	    1.553	1
GA12111-RA 	  16859769	  16860689	11	       181	    0.851	1
GA12112-RA 	  16865374	  16868400	11	      2410	    4.133	1
GA12113-RA 	   4730385	   4730440	 3	        56	    2.000	1
GA12117-RA 	   9635672	   9635726	 9	        55	    0.000	1
GA12118-RD 	  10216972	  10218596	 8	       972	    0.088	2
GA12120-RA 	   9664796	   9666142	 9	       290	    0.000	1
GA12122-RA 	   9683999	   9684244	 9	       123	    0.000	1
GA12123-RA 	   9653808	   9656799	 9	      1514	    0.075	2
GA12126-RA 	  12667036	  12668534	 8	       435	    3.554	1
GA12129-RB 	  12716951	  12717082	 8	       132	    1.295	1
GA12134-RA 	  12691924	  12692008	 8	        85	    2.000	1
GA12135-RA 	  12698959	  12700486	 8	       348	    2.218	1
GA12137-RA 	  12705658	  12706644	 8	       181	    1.619	1
GA12140-RB 	  18742883	  18744789	14	      1203	    0.048	1
GA12141-RA 	  18731579	  18731644	14	        66	    2.000	1
GA12142-RA 	  18739818	  18739974	14	       157	    1.000	1
GA12143-RA 	  18746163	  18748767	14	      1400	    1.891	1
GA12202-RA 	   9377154	   9378834	 9	       289	    1.349	1
GA12204-RA 	   9382114	   9382794	 9	       209	    0.258	1
GA12205-RA 	   5707481	   5707562	 3	        82	    4.000	1
GA12207-RA 	   5794783	   5795614	 3	       205	    0.000	1
GA12211-RA 	   8251938	   8251996	 5	        59	    0.000	1
GA12217-RB 	   9288807	   9290974	 9	       140	    0.000	2
GA12218-RA 	   9338462	   9338512	 9	        51	    0.000	1
GA12222-RA 	   9365465	   9367368	 9	       182	    0.000	1
GA12223-RA 	  11590765	  11590815	 8	        51	    0.000	1
GA12224-RC 	   8163868	   8164533	 5	       121	    0.587	1
GA12274-RA 	  13255854	  13255911	 7	        58	    0.069	1
GA12276-RA 	  13220427	  13220483	 7	        57	    0.000	1
GA12277-RA 	   4482647	   4483706	 3	       911	    3.220	1
GA12281-RA 	  13217331	  13217866	 7	       371	    0.000	1
GA12283-RA 	  10259568	  10260665	 8	       300	    0.000	1
GA12284-RA 	   8686084	   8704739	 5	     17720	    0.305	1
GA12286-RA 	   8627592	   8628075	 5	       134	    0.000	1
GA12287-RA 	   8601925	   8602287	 5	       144	    2.111	1
GA12288-RB 	   8569740	   8569809	 5	        70	    0.000	1
GA12290-RA 	   8576112	   8576173	 5	        62	    0.000	1
GA12291-RB 	   8530582	   8532567	 5	      1028	    0.649	1
GA12292-RB 	   8490723	   8491784	 5	       273	    0.000	1
GA12320-RA 	  15399948	  15400002	10	        55	    0.000	1
GA12324-RB 	  15427295	  15427349	10	        55	    1.145	1
GA12325-RA 	  15269676	  15278446	10	      1434	    0.239	1
GA12328-RA 	  15430129	  15430183	10	        55	    2.782	1
GA12330-RA 	  15519217	  15519956	10	       260	    0.169	1
GA12331-RE 	  15552038	  15552130	10	        93	    0.000	1
GA12334-RA 	  14857589	  14863941	10	      5057	    0.053	1
GA12335-RA 	   4028920	   4029370	 3	       451	    4.421	1
GA12336-RA 	   4030212	   4030272	 3	        61	    2.000	1
GA12338-RA 	   4073449	   4073503	 3	        55	    2.000	1
GA12339-RA 	   4074866	   4075328	 3	       108	    0.000	1
GA12340-RA 	   4077059	   4077301	 3	       114	    0.000	1
GA12341-RA 	   4065150	   4069493	 3	      1064	    2.119	1
GA12342-RA 	   4076162	   4076621	 3	       111	    0.000	1
GA12346-RA 	   4219424	   4223908	 3	       304	    2.589	1
GA12347-RB 	  17462433	  17463724	12	       644	    3.000	1
GA12348-RA 	  17475732	  17476331	12	       110	    4.000	1
GA12353-RB 	   3275715	   3276720	 3	       224	    5.277	1
GA12356-RA 	  14610958	  14611014	 6	        57	    0.000	1
GA12357-RA 	  14595892	  14601052	 6	      5019	    0.537	1
GA12360-RA 	  14700630	  14700688	 6	        59	    0.000	2
GA12362-RB 	    295259	    297182	 1	      1603	    1.000	1
GA12363-RB 	   1740682	   1741881	 1	       439	    1.000	1
GA12366-RA 	   1778664	   1780329	 2	      1583	    1.000	1
GA12367-RA 	   7613720	   7614208	 4	       183	    0.000	1
GA12369-RA 	   7746020	   7747832	 4	       336	    2.780	1
GA12370-RA 	  18537582	  18538395	14	       197	    5.081	1
GA12371-RA 	  18544178	  18544238	14	        61	    5.000	1
GA12372-RA 	  18416129	  18416211	14	        83	    4.133	1
GA12373-RC 	  18301428	  18355563	14	     52911	    4.118	1
GA12374-RA 	  11474723	  11481708	 8	      5971	    0.058	1
GA12375-RA 	  18292394	  18292458	14	        65	    7.000	1
GA12378-RA 	  18251370	  18251539	14	       124	    0.000	1
GA12379-RH 	  17263618	  17268877	12	      5042	    6.056	1
GA12380-RA 	  17219361	  17219417	12	        57	    7.298	1
GA12384-RB 	  18293965	  18294393	14	       111	    4.027	1
GA12386-RB 	  18254330	  18254425	14	        96	    0.000	1
GA12387-RB 	  17191902	  17195924	12	      2488	    4.539	1
GA12393-RA 	  11467028	  11467411	 8	       116	    1.000	1
GA12412-RA 	   6171100	   6172241	 3	       244	    2.000	1
GA12421-RB 	  11461678	  11463610	 8	      1654	    0.023	1
GA12475-RA 	   6175947	   6178896	 3	       373	    3.048	1
GA12501-RA 	  14072090	  14082463	 7	      9114	    0.003	1
GA12502-RA 	  14112406	  14113751	 7	       302	    2.268	1
GA12503-RA 	  10121990	  10122046	 8	        57	    1.000	1
GA12504-RA 	  14110401	  14110829	 7	       192	    0.031	1
GA12545-RA 	  14133659	  14134034	 7	       128	    0.000	1
GA12585-RA 	  17736054	  17736726	14	       208	    2.298	1
GA12586-RA 	  13437247	  13437862	 7	       187	    0.000	1
GA12589-RA 	  10936221	  10936273	 8	        53	    0.000	1
GA12590-RA 	  10903885	  10903956	 8	        72	    0.000	1
GA12603-RB 	   6521911	   6525026	 3	       708	    1.833	1
GA12642-RB 	   4415116	   4415394	 3	       122	    3.033	1
GA12653-RC 	  14415697	  14465259	 7	     48332	    0.001	1
GA12654-RA 	  14370890	  14371593	 7	       178	    0.000	1
GA12807-RB 	  12814612	  12814944	 8	       126	    0.000	1
GA12881-RF 	  12762611	  12766921	 8	      2876	    2.455	1
GA12961-RA 	  12743437	  12745075	 8	       337	    2.341	1
GA13008-RC 	  11986185	  11987198	 8	       997	    0.337	1
GA13016-RA 	   5356055	   5356330	 3	       115	    2.000	1
GA13018-RA 	   5363566	   5363690	 3	       125	    4.000	1
GA13020-RB 	  13101456	  13105161	 8	      2835	    0.079	1
GA13025-RA 	  16563363	  16563431	11	        69	    4.000	1
GA13027-RA 	   6244575	   6244629	 3	        55	    1.473	1
GA13030-RA 	   6404807	   6404865	 3	        59	    2.000	1
GA13036-RA 	  12273716	  12274006	 8	       138	    0.000	1
GA13099-RA 	  17955608	  17955674	14	        67	    6.000	1
GA13100-RA 	  19013204	  19013258	14	        55	    1.818	1
GA13101-RA 	  12080689	  12081151	 8	       169	    2.201	1
GA13102-RA 	  19030078	  19034368	14	      3589	    3.740	1
GA13220-RB 	    440220	    448990	 1	      5098	    1.000	1
GA13221-RA 	  10075307	  10075359	 8	        53	    1.000	1
GA13223-RA 	   1835803	   1835854	 2	        52	    0.000	1
GA13224-RA 	    454807	    455579	 1	       711	    0.000	1
GA13228-RA 	   2130451	   2131284	 2	       149	    4.000	1
GA13229-RB 	   5528253	   5530008	 3	       743	    3.070	1
GA13230-RA 	   5486660	   5487627	 3	       687	    1.000	1
GA13231-RA 	  10366841	  10376731	 8	      9011	    0.253	1
GA13232-RA 	  10367151	  10367518	 8	       131	    0.000	1
GA13468-RA 	  12199601	  12199653	 8	        53	    0.000	1
GA13469-RC 	   7991538	   7995796	 4	      2154	    0.000	1
GA13472-RA 	   3472302	   3473616	 3	       209	    3.177	1
GA13473-RA 	   3410422	   3411678	 3	       342	    3.000	1
GA13474-RB 	   3371981	   3372625	 3	       172	    3.000	1
GA13475-RC 	   2505887	   2507912	 3	      1267	    1.422	1
GA13476-RB 	   2516768	   2519090	 3	      1792	    1.811	1
GA13477-RA 	   2522200	   2522939	 3	       509	    2.000	1
GA13481-RA 	   3469060	   3471354	 3	       268	    3.000	1
GA13483-RC 	   3407325	   3409478	 3	       903	    3.000	1
GA13486-RA 	   3363290	   3367305	 3	      2742	    3.046	1
GA13487-RB 	   2495104	   2500276	 2	      3944	    0.545	1
GA13488-RB 	   2509264	   2511964	 3	      1087	    1.039	1
GA13490-RA 	   2523876	   2532156	 3	       766	    4.127	1
GA13491-RA 	   2534793	   2537362	 3	       355	    4.468	1
GA13492-RA 	   5823093	   5823679	 3	       176	    1.000	1
GA13493-RA 	   5825444	   5826155	 3	       304	    1.023	1
GA13494-RB 	   5938919	   5941975	 3	       287	    1.578	1
GA13495-RE 	   5959300	   5973234	 3	      9814	    0.451	1
GA13496-RA 	   5827834	   5828161	 3	       123	    1.268	1
GA13498-RA 	   6023958	   6024020	 3	        63	    1.000	1
GA13499-RA 	  19745674	  19745915	14	       116	    4.000	1
GA13500-RA 	  19762204	  19762761	14	       439	    3.000	1
GA13502-RB 	   5987998	   5991942	 3	      2557	    2.918	1
GA13505-RC 	  19739083	  19742252	14	      1370	    2.000	1
GA13506-RA 	  19753283	  19755625	14	       745	    5.000	1
GA13509-RA 	  11220106	  11221916	 8	      1313	    0.449	2
GA13510-RA 	  11208871	  11208921	 8	        51	    0.000	1
GA13513-RB 	  11056903	  11058335	 8	      1096	    0.951	1
GA13516-RA 	  11000142	  11001461	 8	       299	    0.552	1
GA13517-RE 	  12732820	  12740766	 8	      5889	    2.357	1
GA13539-RA 	  17140393	  17145006	11	      1368	    2.415	1
GA13588-RA 	  18196684	  18196988	14	       116	    5.000	1
GA13590-RB 	    994470	    998275	 1	      1619	    0.011	1
GA13591-RA 	    971742	    971949	 1	       120	    4.000	1
GA13759-RA 	   2550485	   2550545	 3	        61	    0.000	1
GA13787-RA 	   2563114	   2564698	 3	       440	    0.000	1
GA13844-RD 	   7342935	   7348354	 4	      2060	    0.410	1
GA13847-RC 	  16597124	  16601644	11	      3726	    2.715	1
GA13848-RA 	   6801705	   6802032	 3	       150	    2.047	1
GA13849-RB 	  12546827	  12549284	 8	      1756	    1.300	1
GA13850-RA 	  19085685	  19085749	14	        65	    5.000	1
GA13851-RA 	  19089101	  19089159	14	        59	    4.000	1
GA13869-RA 	   8289983	   8290914	 5	       758	    0.000	1
