Gene_Name	Beg	End	Region	Nuc	Mean_Cov
Region_0044	    413739	    414227	 1	       489	    2.000
Region_0045	    414771	    416681	 1	      1911	    2.000
Region_0046	    419600	    426448	 1	      6849	    1.653
Region_0047	    427364	    427598	 1	       235	    1.000
Region_0048	    429744	    439876	 1	     10133	    1.000
Region_0049	    449124	    454785	 1	      5662	    0.501
Region_0050	    455836	    456555	 1	       720	    0.000
Region_0051	    457130	    459478	 1	      2349	    0.000
Region_0052	    461008	    462891	 1	      1884	    0.000
Region_0053	    467744	    468404	 1	       661	    0.000
Region_0054	    502040	    523964	 1	     21925	    2.944
Region_0055	    527495	    534179	 1	      6685	    6.934
Region_0056	    541679	    543584	 1	      1906	    5.052
Region_0057	    564122	    573087	 1	      8966	    3.267
Region_0058	    574585	    583343	 1	      8759	    2.006
Region_0059	    584361	    584989	 1	       629	    2.000
Region_0060	    590480	    591048	 1	       569	    2.000
Region_0061	    594661	    596384	 1	      1724	    2.782
Region_0062	    596658	    596917	 1	       260	    4.000
Region_0063	    597176	    597811	 1	       636	    4.000
Region_0064	    599748	    600934	 1	      1187	    4.000
Region_0065	    601622	    602208	 1	       587	    4.000
Region_0066	    604585	    611010	 1	      6426	    3.106
Region_0067	    612677	    613424	 1	       748	    3.255
Region_0068	    613785	    623086	 1	      9302	    4.095
Region_0069	    627294	    627651	 1	       358	    3.000
Region_0070	    631067	    642286	 1	     11220	    5.023
Region_0071	    642667	    644918	 1	      2252	    5.000
Region_0072	    646240	    662468	 1	     16229	    3.513
Region_0073	    675091	    696347	 1	     21257	    2.343
Region_0074	    696720	    708719	 1	     12000	    3.632
Region_0075	    709395	    730172	 1	     20778	    2.738
Region_0076	    731573	    732923	 1	      1351	    2.000
Region_0077	    734101	    757208	 1	     23108	    1.368
Region_0078	    769519	    772637	 1	      3119	    1.000
Region_0079	    776990	    779392	 1	      2403	    1.015
Region_0080	    780155	    783287	 1	      3133	    1.342
Region_0081	    785515	    790013	 1	      4499	    2.000
Region_0082	    790822	    797820	 1	      6999	    3.059
Region_0083	    798718	    799578	 1	       861	    3.000
Region_0084	    801691	    801859	 1	       169	    3.000
Region_0085	    802444	    802530	 1	        87	    3.000
Region_0086	    803349	    805031	 1	      1683	    3.000
Region_0087	    805790	    806023	 1	       234	    1.000
Region_0088	    806526	    806769	 1	       244	    1.000
Region_0089	    807225	    811604	 1	      4380	    1.000
Region_0090	    813458	    815198	 1	      1741	    2.292
Region_0091	    817365	    818114	 1	       750	    3.000
Region_0092	    818638	    818892	 1	       255	    3.000
Region_0093	    819687	    821018	 1	      1332	    2.000
Region_0094	    823002	    826125	 1	      3124	    2.003
Region_0095	    827304	    827398	 1	        95	    2.000
Region_0096	    828009	    830547	 1	      2539	    1.873
Region_0097	    833301	    836334	 1	      3034	    1.000
Region_0098	    837339	    838609	 1	      1271	    1.000
Region_0099	    843735	    846389	 1	      2655	    0.701
Region_0100	    847190	    847605	 1	       416	    1.000
Region_0101	    848997	    849562	 1	       566	    1.000
Region_0102	    850358	    851053	 1	       696	    1.000
Region_0103	    852495	    854918	 1	      2424	    1.000
Region_0104	    858598	    876236	 1	     17639	    1.627
Region_0105	    877516	    877961	 1	       446	    2.812
Region_0106	    878965	    903345	 1	     24381	    0.755
Region_0107	    906525	    907190	 1	       666	    0.000
Region_0108	    909118	    912763	 1	      3646	    0.053
Region_0109	    915466	    916612	 1	      1147	    0.684
Region_0110	    917238	    917708	 1	       471	    3.000
Region_0111	    918645	    923222	 1	      4578	    3.000
Region_0112	    955270	    966911	 1	     11642	    2.100
Region_0113	    968487	    970083	 1	      1597	    4.000
Region_0114	    971359	    971628	 1	       270	    4.000
Region_0115	    972079	    972313	 1	       235	    4.000
Region_0116	    972661	    977234	 1	      4574	    3.463
Region_0117	    982417	    994261	 1	     11845	    2.077
Region_0118	    998443	   1022959	 1	     24517	    1.712
Region_0119	   1027024	   1043715	 1	     16692	    0.022
Region_0120	   1046291	   1046709	 1	       419	    0.000
Region_0121	   1046845	   1047593	 1	       749	    0.000
Region_0122	   1051371	   1052038	 1	       668	    1.000
Region_0123	   1053586	   1053735	 1	       150	    1.000
Region_0124	   1055071	   1057892	 1	      2822	    1.546
Region_0125	   1059374	   1076363	 1	     16990	    1.883
Region_0126	   1087720	   1093444	 1	      5725	    1.609
Region_0127	   1094558	   1096208	 1	      1651	    2.273
Region_0128	   1134769	   1146561	 1	     11793	    0.962
Region_0129	   1148080	   1148399	 1	       320	    1.478
Region_0130	   1149161	   1151147	 1	      1987	    1.000
Region_0131	   1161237	   1162810	 1	      1574	    2.271
Region_0132	   1164614	   1166952	 1	      2339	    2.103
Region_0133	   1167673	   1168120	 1	       448	    2.263
Region_0134	   1170630	   1171838	 1	      1209	    0.835
Region_0135	   1172637	   1173238	 1	       602	    1.000
Region_0136	   1174979	   1175183	 1	       205	    2.000
Region_0137	   1175988	   1177027	 1	      1040	    1.690
Region_0138	   1178593	   1180151	 1	      1559	    1.607
Region_0139	   1181148	   1184384	 1	      3237	    3.198
Region_0140	   1188980	   1189939	 1	       960	    2.871
Region_0141	   1190533	   1190698	 1	       166	    2.000
Region_0142	   1193255	   1195532	 1	      2278	    1.107
Region_0143	   1197543	   1198834	 1	      1292	    2.000
Region_0144	   1202577	   1203429	 1	       853	    1.020
Region_0145	   1204487	   1205219	 1	       733	    0.000
Region_0146	   1206100	   1207050	 1	       951	    0.000
Region_0147	   1208378	   1209991	 1	      1614	    0.000
Region_0148	   1211427	   1211793	 1	       367	    0.000
Region_0149	   1213195	   1214735	 1	      1541	    0.000
Region_0150	   1216689	   1218291	 1	      1603	    1.000
Region_0151	   1219914	   1220828	 1	       915	    0.000
Region_0152	   1221789	   1222481	 1	       693	    0.000
Region_0153	   1224007	   1224098	 1	        92	    1.000
Region_0154	   1225035	   1225598	 1	       564	    1.000
Region_0155	   1228276	   1230781	 1	      2506	    0.285
Region_0156	   1231697	   1243116	 1	     11420	    0.000
Region_0157	   1243812	   1247167	 1	      3356	    0.000
Region_0158	   1248042	   1264088	 1	     16047	    1.279
Region_0159	   1265549	   1283989	 1	     18441	    1.190
Region_0160	   1305687	   1306463	 1	       777	    0.659
Region_0161	   1308176	   1324543	 1	     16368	    0.494
Region_0162	   1326520	   1327544	 1	      1025	    1.000
Region_0163	   1328909	   1329016	 1	       108	    1.000
Region_0164	   1329426	   1331992	 1	      2567	    1.000
Region_0165	   1333604	   1334006	 1	       403	    1.000
Region_0166	   1335421	   1336728	 1	      1308	    1.937
Region_0167	   1338342	   1353833	 1	     15492	    0.097
Region_0168	   1383655	   1394193	 1	     10539	    2.163
Region_0169	   1395752	   1399131	 1	      3380	    3.000
Region_0170	   1400376	   1404851	 1	      4476	    2.638
Region_0171	   1405335	   1416392	 1	     11058	    1.209
Region_0172	   1418529	   1423836	 1	      5308	    1.000
Region_0173	   1428394	   1430694	 1	      2301	    0.000
Region_0174	   1433249	   1437550	 1	      4302	    0.000
Region_0175	   1440092	   1445279	 1	      5188	    0.220
Region_0176	   1460039	   1469377	 1	      9339	    0.632
Region_0177	   1470828	   1479848	 1	      9021	    1.355
Region_0178	   1537034	   1543157	 1	      6124	    0.000
Region_0179	   1547026	   1549656	 1	      2631	    1.000
Region_0180	   1552784	   1553055	 1	       272	    0.000
Region_0181	   1555049	   1560891	 1	      5843	    0.399
Region_0182	   1572291	   1598695	 1	     26405	    1.128
Region_0183	   1599257	   1602911	 1	      3655	    2.000
Region_0184	   1603717	   1603855	 1	       139	    2.000
Region_0185	   1604157	   1618455	 1	     14299	    2.554
Region_0186	   1627964	   1631795	 1	      3832	    2.000
Region_0187	   1633836	   1633980	 1	       145	    2.000
Region_0188	   1634609	   1635085	 1	       477	    2.000
Region_0189	   1635661	   1636071	 1	       411	    1.000
Region_0190	   1639963	   1641829	 1	      1867	    0.406
Region_0191	   1647563	   1648546	 1	       984	    0.000
Region_0192	   1652981	   1654398	 1	      1418	    1.000
Region_0193	   1655779	   1656203	 1	       425	    2.000
Region_0194	   1661307	   1688449	 1	     27143	    0.862
Region_0195	   1689425	   1690950	 1	      1526	    0.000
Region_0196	   1691684	   1695313	 1	      3630	    0.613
Region_0197	   1697132	   1702267	 1	      5136	    0.357
Region_0198	   1707431	   1709061	 1	      1631	    0.000
Region_0199	   1710971	   1711221	 1	       251	    0.000
Region_0200	   1712561	   1718275	 1	      5715	    0.000
Region_0201	   1719776	   1722201	 1	      2426	    0.042
Region_0202	   1724193	   1724929	 1	       737	    0.000
Region_0203	   1725962	   1726534	 1	       573	    0.000
Region_0204	   1729137	   1729194	 1	        58	    0.000
Region_0205	   1730805	   1731316	 1	       512	    1.000
Region_0206	   1732748	   1733355	 1	       608	    2.000
Region_0207	   1734401	   1735210	 1	       810	    1.249
Region_0208	   1740166	   1740669	 1	       504	    1.000
Region_0209	   1741976	   1742346	 1	       371	    1.420
Region_0210	   1743727	   1747613	 1	      3887	    1.950
Region_0211	   1755594	   1756226	 1	       633	    1.000
Region_0212	   1757666	   1760393	 1	      2728	    1.000
Region_0213	   1763997	   1769924	 1	      5928	    0.000
Region_0214	   1771496	   1775567	 2	      4072	    1.000
Region_0215	   1778057	   1778395	 2	       339	    1.000
Region_0216	   1780435	   1782923	 2	      2489	    1.589
Region_0217	   1783244	   1783923	 2	       680	    3.000
Region_0218	   1788304	   1788569	 2	       266	    2.000
Region_0219	   1789970	   1790756	 2	       787	    1.000
Region_0220	   1791531	   1812683	 2	     21153	    1.000
Region_0221	   1814267	   1815072	 2	       806	    1.000
Region_0222	   1816231	   1816319	 2	        89	    1.000
Region_0223	   1817098	   1817856	 2	       759	    1.000
Region_0224	   1820250	   1820714	 2	       465	    1.000
Region_0225	   1820985	   1821303	 2	       319	    1.000
Region_0226	   1822477	   1822579	 2	       103	    1.000
Region_0227	   1823058	   1828099	 2	      5042	    1.000
Region_0228	   1829120	   1829640	 2	       521	    1.000
Region_0229	   1832435	   1833742	 2	      1308	    0.002
Region_0230	   1834648	   1835327	 2	       680	    0.000
Region_0231	   1835905	   1841220	 2	      5316	    0.000
Region_0232	   1848418	   1852096	 2	      3679	    0.652
Region_0233	   1854740	   1859369	 2	      4630	    2.926
Region_0234	   1862588	   1865858	 2	      3271	    2.052
Region_0235	   1867997	   1872401	 2	      4405	    1.544
Region_0236	   1901131	   1906321	 2	      5191	    1.000
Region_0237	   1908043	   1911775	 2	      3733	    2.002
Region_0238	   1914692	   1921831	 2	      7140	    0.873
Region_0239	   1927047	   1931793	 2	      4747	    0.644
Region_0240	   1932935	   1933323	 2	       389	    0.000
Region_0241	   1933854	   1934384	 2	       531	    1.000
Region_0242	   1935862	   1936884	 2	      1023	    1.000
Region_0243	   1937611	   1938811	 2	      1201	    1.000
Region_0244	   1939590	   1939745	 2	       156	    1.000
Region_0245	   1941452	   1943329	 2	      1878	    2.001
Region_0246	   1947061	   1956130	 2	      9070	    3.008
Region_0247	   1960708	   1962158	 2	      1451	    3.000
Region_0248	   1963683	   1965299	 2	      1617	    2.602
Region_0249	   1966309	   1968819	 2	      2511	    2.954
Region_0250	   1969686	   1969892	 2	       207	    4.000
Region_0251	   1971559	   1973511	 2	      1953	    2.781
Region_0252	   1975264	   1977710	 2	      2447	    1.747
Region_0253	   1980511	   1991246	 2	     10736	    0.093
Region_0254	   1993393	   1994643	 2	      1251	    0.285
Region_0255	   2021424	   2025735	 2	      4312	    1.000
Region_0256	   2027468	   2028044	 2	       577	    1.000
Region_0257	   2031695	   2033406	 2	      1712	    1.000
Region_0258	   2033938	   2034367	 2	       430	    1.000
Region_0259	   2037131	   2037978	 2	       848	    1.000
Region_0260	   2040266	   2040890	 2	       625	    1.000
Region_0261	   2042533	   2043217	 2	       685	    1.000
Region_0262	   2045302	   2045504	 2	       203	    3.000
Region_0263	   2046129	   2047943	 2	      1815	    2.560
Region_0264	   2103026	   2106686	 2	      3661	    3.081
Region_0265	   2107113	   2108067	 2	       955	    3.000
Region_0266	   2110922	   2115997	 2	      5076	    5.289
Region_0267	   2117603	   2130219	 2	     12617	    4.649
Region_0268	   2131947	   2135503	 2	      3557	    3.000
Region_0269	   2135780	   2136067	 2	       288	    3.000
Region_0270	   2136806	   2137773	 2	       968	    3.637
Region_0271	   2139144	   2139339	 2	       196	    3.000
Region_0272	   2140738	   2146548	 2	      5811	    3.479
Region_0273	   2149146	   2219267	 2	     70122	    2.969
Region_0274	   2263626	   2267498	 2	      3873	    2.000
Region_0275	   2271055	   2288478	 2	     17424	    1.921
Region_0276	   2295506	   2299084	 2	      3579	    2.865
Region_0277	   2299571	   2301272	 2	      1702	    4.997
Region_0278	   2301639	   2302996	 2	      1358	    4.683
Region_0279	   2303404	   2304623	 2	      1220	    4.000
Region_0280	   2305026	   2306003	 2	       978	    4.028
Region_0281	   2309294	   2311296	 2	      2003	    3.479
Region_0282	   2313580	   2314196	 2	       617	    2.000
Region_0283	   2316218	   2317149	 2	       932	    2.000
Region_0284	   2318972	   2319252	 2	       281	    2.018
Region_0285	   2321119	   2323344	 2	      2226	    2.159
Region_0286	   2325156	   2325665	 2	       510	    2.000
Region_0287	   2327598	   2328483	 2	       886	    2.000
Region_0288	   2330475	   2331292	 2	       818	    3.000
Region_0289	   2333470	   2333615	 2	       146	    3.000
Region_0290	   2335553	   2338224	 2	      2672	    3.478
Region_0291	   2339849	   2340554	 2	       706	    4.000
Region_0292	   2342527	   2343966	 2	      1440	    4.000
Region_0293	   2387332	   2411758	 2	     24427	    3.339
Region_0294	   2412113	   2425239	 2	     13127	    2.706
Region_0295	   2427059	   2437810	 2	     10752	    3.931
Region_0296	   2439142	   2475664	 2	     36523	    2.514
Region_0297	   2477297	   2486740	 2	      9444	    0.977
Region_0298	   2490423	   2490765	 2	       343	    2.000
Region_0299	   2491345	   2491517	 2	       173	    2.000
Region_0300	   2492918	   2494938	 2	      2021	    0.741
Region_0301	   2500359	   2505753	 2	      5395	    0.738
Region_0302	   2508044	   2508674	 3	       631	    1.761
Region_0303	   2511991	   2516703	 3	      4713	    1.001
Region_0304	   2519414	   2519974	 3	       561	    2.258
Region_0305	   2521003	   2522078	 3	      1076	    2.002
Region_0306	   2523032	   2523407	 3	       376	    2.000
Region_0307	   2532310	   2534044	 3	      1735	    5.022
Region_0308	   2537466	   2537878	 3	       413	    3.947
Region_0309	   2538730	   2539135	 3	       406	    3.000
Region_0310	   2541552	   2543133	 3	      1582	    3.800
Region_0311	   2545347	   2547243	 3	      1897	    2.000
Region_0312	   2548745	   2549578	 3	       834	    0.135
Region_0313	   2550807	   2552040	 3	      1234	    0.000
Region_0314	   2553623	   2554497	 3	       875	    2.000
Region_0315	   2556382	   2557103	 3	       722	    2.249
Region_0316	   2559736	   2561900	 3	      2165	    0.572
Region_0317	   2564882	   2565679	 3	       798	    0.024
Region_0318	   2572561	   2573900	 3	      1340	    0.000
Region_0319	   2574522	   2579774	 3	      5253	    1.164
Region_0320	   2580436	   2585261	 3	      4826	    1.000
Region_0321	   2586915	   2591836	 3	      4922	    0.543
Region_0322	   2632352	   2644879	 3	     12528	    0.509
Region_0323	   2652898	   2655551	 3	      2654	    0.018
Region_0324	   2656953	   2662827	 3	      5875	    0.398
Region_0325	   2692719	   2692974	 3	       256	    4.000
Region_0326	   2711095	   2736001	 3	     24907	    2.082
Region_0327	   2740088	   2740989	 3	       902	    5.735
Region_0328	   2744820	   2744899	 3	        80	    4.000
Region_0329	   2745216	   2746046	 3	       831	    3.505
Region_0330	   2747571	   2747640	 3	        70	    4.000
Region_0331	   2749370	   2749541	 3	       172	    1.000
Region_0332	   2750815	   2751072	 3	       258	    0.372
Region_0333	   2752413	   2752815	 3	       403	    0.866
Region_0334	   2753675	   2753825	 3	       151	    2.000
Region_0335	   2754834	   2755669	 3	       836	    0.645
Region_0336	   2757540	   2757674	 3	       135	    2.000
Region_0337	   2758768	   2771875	 3	     13108	    2.766
Region_0338	   2782197	   2787247	 3	      5051	    2.812
Region_0339	   2787552	   2788167	 3	       616	    3.000
Region_0340	   2791450	   2792037	 3	       588	    3.151
Region_0341	   2793715	   2796383	 3	      2669	    2.534
Region_0342	   2798158	   2798945	 3	       788	    2.000
Region_0343	   2799790	   2801777	 3	      1988	    2.759
Region_0344	   2802519	   2804373	 3	      1855	    3.222
Region_0345	   2811293	   2812637	 3	      1345	    3.023
Region_0346	   2815211	   2816503	 3	      1293	    4.073
Region_0347	   2817272	   2818502	 3	      1231	    4.339
Region_0348	   2821628	   2821995	 3	       368	    3.000
Region_0349	   2824931	   2825425	 3	       495	    3.000
Region_0350	   2828341	   2829671	 3	      1331	    4.041
Region_0351	   2833947	   2833967	 3	        21	    2.000
Region_0352	   2836202	   2837656	 3	      1455	    2.000
Region_0353	   2853403	   2859874	 3	      6472	    1.798
Region_0354	   2868297	   2874888	 3	      6592	    0.004
Region_0355	   2875909	   2877103	 3	      1195	    0.008
Region_0356	   2878396	   2888416	 3	     10021	    0.065
Region_0357	   2888660	   2889592	 3	       933	    0.000
Region_0358	   2890290	   2891763	 3	      1474	    0.037
Region_0359	   2892297	   2892569	 3	       273	    0.000
Region_0360	   2892945	   2907989	 3	     15045	    1.072
Region_0361	   2909210	   2931584	 3	     22375	    1.424
Region_0362	   2932794	   2935182	 3	      2389	    1.074
Region_0363	   2941579	   2941959	 3	       381	    1.000
Region_0364	   2943548	   2944016	 3	       469	    2.817
Region_0365	   2945635	   2946354	 3	       720	    3.000
Region_0366	   2948071	   2948967	 3	       897	    4.000
Region_0367	   2951147	   2951150	 3	         4	    5.000
Region_0368	   2951568	   2951940	 3	       373	    5.000
Region_0369	   2953417	   2953549	 3	       133	    5.000
Region_0370	   2953813	   2953865	 3	        53	    4.000
Region_0371	   2954205	   2954409	 3	       205	    4.000
Region_0372	   2955550	   2956142	 3	       593	    4.639
Region_0373	   2956544	   2957631	 3	      1088	    2.840
Region_0374	   2958725	   2958919	 3	       195	    2.000
Region_0375	   2959664	   2959962	 3	       299	    2.000
Region_0376	   2968061	   2972439	 3	      4379	    2.000
Region_0377	   2973584	   2977023	 3	      3440	    2.010
Region_0378	   2977348	   2977722	 3	       375	    2.000
Region_0379	   2978339	   2978347	 3	         9	    2.000
Region_0380	   2978546	   2978564	 3	        19	    2.000
Region_0381	   2979966	   2980061	 3	        96	    1.000
Region_0382	   2980689	   2981563	 3	       875	    1.247
Region_0383	   2982029	   2984358	 3	      2330	    1.732
Region_0384	   2984959	   2987180	 3	      2222	    1.027
Region_0385	   2988285	   2988373	 3	        89	    1.000
Region_0386	   2988757	   2990069	 3	      1313	    1.000
Region_0387	   2997243	   3012446	 3	     15204	    0.820
Region_0388	   3015042	   3016494	 3	      1453	    3.000
Region_0389	   3018286	   3019208	 3	       923	    2.384
Region_0390	   3024873	   3025512	 3	       640	    2.000
Region_0391	   3026228	   3026436	 3	       209	    2.000
Region_0392	   3027265	   3027666	 3	       402	    2.000
Region_0393	   3029680	   3032367	 3	      2688	    2.000
Region_0394	   3032706	   3036251	 3	      3546	    2.000
Region_0395	   3036969	   3037050	 3	        82	    2.780
Region_0396	   3040188	   3054904	 3	     14717	    4.377
Region_0397	   3055691	   3055859	 3	       169	    5.000
Region_0398	   3056658	   3056680	 3	        23	    5.000
Region_0399	   3059240	   3063696	 3	      4457	    5.000
Region_0400	   3064627	   3072565	 3	      7939	    4.954
Region_0401	   3073592	   3076420	 3	      2829	    6.242
Region_0402	   3077900	   3079551	 3	      1652	    4.005
Region_0403	   3081039	   3082291	 3	      1253	    3.758
Region_0404	   3083777	   3085025	 3	      1249	    2.216
Region_0405	   3086576	   3109230	 3	     22655	    3.227
Region_0406	   3110388	   3120339	 3	      9952	    3.998
Region_0407	   3122078	   3150044	 3	     27967	    3.545
Region_0408	   3150386	   3156556	 3	      6171	    2.857
Region_0409	   3157253	   3171852	 3	     14600	    2.225
Region_0410	   3172813	   3198261	 3	     25449	    3.515
Region_0411	   3199738	   3222415	 3	     22678	    3.439
Region_0412	   3286231	   3286970	 3	       740	    5.000
Region_0413	   3288529	   3289846	 3	      1318	    4.000
Region_0414	   3291210	   3294311	 3	      3102	    4.314
Region_0415	   3296547	   3316301	 3	     19755	    3.784
Region_0416	   3317544	   3317688	 3	       145	    4.000
Region_0417	   3318933	   3326860	 3	      7928	    4.070
Region_0418	   3330212	   3337744	 3	      7533	    6.027
Region_0419	   3338933	   3339554	 3	       622	    5.593
Region_0420	   3340734	   3341182	 3	       449	    5.000
Region_0421	   3342334	   3342513	 3	       180	    4.000
Region_0422	   3344071	   3344653	 3	       583	    3.000
Region_0423	   3346907	   3347011	 3	       105	    3.000
Region_0424	   3348428	   3350235	 3	      1808	    4.059
Region_0425	   3353725	   3354916	 3	      1192	    3.131
Region_0426	   3356336	   3363240	 3	      6905	    3.511
Region_0427	   3367486	   3368637	 3	      1152	    3.249
Region_0428	   3370320	   3371115	 3	       796	    3.000
Region_0429	   3376067	   3389910	 3	     13844	    3.106
Region_0430	   3390889	   3392963	 3	      2075	    3.000
Region_0431	   3404247	   3407101	 3	      2855	    3.042
Region_0432	   3409667	   3409809	 3	       143	    3.014
Region_0433	   3411778	   3412678	 3	       901	    3.007
Region_0434	   3413239	   3417104	 3	      3866	    4.042
Region_0435	   3422815	   3424211	 3	      1397	    2.014
Region_0436	   3425140	   3425433	 3	       294	    2.000
Region_0437	   3426438	   3430148	 3	      3711	    2.538
Region_0438	   3430579	   3434006	 3	      3428	    2.998
Region_0439	   3454268	   3461488	 3	      7221	    3.078
Region_0440	   3462859	   3464193	 3	      1335	    4.002
Region_0441	   3464988	   3467154	 3	      2167	    3.000
Region_0442	   3467636	   3468978	 3	      1343	    3.000
Region_0443	   3471464	   3471595	 3	       132	    3.000
Region_0444	   3473734	   3474108	 3	       375	    3.000
Region_0445	   3475122	   3476652	 3	      1531	    3.000
Region_0446	   3488672	   3493699	 3	      5028	    3.236
Region_0447	   3495965	   3496981	 3	      1017	    0.492
Region_0448	   3499215	   3499257	 3	        43	    0.000
Region_0449	   3501914	   3505257	 3	      3344	    1.000
Region_0450	   3506285	   3506914	 3	       630	    1.000
Region_0451	   3507792	   3515042	 3	      7251	    2.942
Region_0452	   3515580	   3523044	 3	      7465	    2.361
Region_0453	   3523479	   3523480	 3	         2	    2.000
Region_0454	   3525013	   3540799	 3	     15787	    3.940
Region_0455	   3542403	   3544035	 3	      1633	    3.516
Region_0456	   3552056	   3558073	 3	      6018	    2.333
Region_0457	   3559691	   3561017	 3	      1327	    2.000
Region_0458	   3571273	   3571290	 3	        18	    3.000
Region_0459	   3573154	   3573521	 3	       368	    4.000
Region_0460	   3575574	   3575930	 3	       357	    5.796
Region_0461	   3577749	   3579891	 3	      2143	    2.000
Region_0462	   3597788	   3623373	 3	     25586	    1.962
Region_0463	   3637075	   3638247	 3	      1173	    4.177
Region_0464	   3638653	   3642264	 3	      3612	    4.295
Region_0465	   3644399	   3644976	 3	       578	    1.000
Region_0466	   3649634	   3650408	 3	       775	    0.018
Region_0467	   3651242	   3651672	 3	       431	    0.000
Region_0468	   3652725	   3653285	 3	       561	    0.000
Region_0469	   3653586	   3653690	 3	       105	    0.000
Region_0470	   3655371	   3659646	 3	      4276	    0.102
Region_0471	   3669905	   3670288	 3	       384	    0.000
Region_0472	   3672302	   3678311	 3	      6010	    0.000
Region_0473	   3684138	   3684385	 3	       248	    0.000
Region_0474	   3684944	   3685150	 3	       207	    0.000
Region_0475	   3687789	   3688862	 3	      1074	    1.000
Region_0476	   3689634	   3690132	 3	       499	    1.000
Region_0477	   3692841	   3696085	 3	      3245	    1.586
Region_0478	   3700816	   3703666	 3	      2851	    2.588
Region_0479	   3705619	   3717993	 3	     12375	    2.218
Region_0480	   3719578	   3722076	 3	      2499	    2.141
Region_0481	   3739799	   3755710	 3	     15912	    0.319
Region_0482	   3757911	   3762493	 3	      4583	    0.037
Region_0483	   3764081	   3767117	 3	      3037	    0.021
Region_0484	   3768075	   3768682	 3	       608	    0.000
Region_0485	   3769394	   3802191	 3	     32798	    1.137
Region_0486	   3802962	   3812741	 3	      9780	    1.684
Region_0487	   3814422	   3815260	 3	       839	    2.859
Region_0488	   3816275	   3817513	 3	      1239	    3.860
Region_0489	   3819550	   3826391	 3	      6842	    3.442
Region_0490	   3828246	   3829250	 3	      1005	    1.510
Region_0491	   3830046	   3833067	 3	      3022	    1.185
Region_0492	   3862198	   3880478	 3	     18281	    0.167
Region_0493	   3881079	   3898647	 3	     17569	    0.978
Region_0494	   3901887	   3909965	 3	      8079	    0.003
Region_0495	   3910544	   3910923	 3	       380	    0.000
Region_0496	   3911727	   3912373	 3	       647	    0.643
Region_0497	   3913880	   3913997	 3	       118	    1.000
Region_0498	   3915138	   3915984	 3	       847	    0.000
Region_0499	   3917553	   3918511	 3	       959	    0.000
Region_0500	   3919910	   3933840	 3	     13931	    0.432
Region_0501	   3936053	   3936647	 3	       595	    1.000
Region_0502	   3937477	   3942768	 3	      5292	    0.000
Region_0503	   3943806	   3945144	 3	      1339	    0.000
Region_0504	   3949117	   3949694	 3	       578	    1.190
Region_0505	   3956238	   3966681	 3	     10444	    2.001
Region_0506	   3969166	   3969457	 3	       292	    2.000
Region_0507	   3971182	   3971257	 3	        76	    2.000
Region_0508	   3971693	   3971694	 3	         2	    2.000
Region_0509	   3972102	   3972139	 3	        38	    2.000
Region_0510	   3973751	   3973978	 3	       228	    1.000
Region_0511	   3975779	   3976501	 3	       723	    1.495
Region_0512	   3977273	   3977510	 3	       238	    1.000
Region_0513	   3978699	   3978896	 3	       198	    1.000
Region_0514	   3979278	   3979841	 3	       564	    1.000
