Gene_Name	Beg	End	Region	Nuc	Mean_Cov	Outlier_Status
GA10710-RB 	  11052549	  11053578	 8	       975	    0.249	1
GA10723-RA 	  10561244	  10566626	 8	       561	    0.004	1
GA10726-RA 	  17732688	  17735164	14	      2295	    1.241	1
GA10731-RA 	  14584599	  14587341	 6	      2604	    0.000	2
GA10733-RB 	  19351023	  19353577	14	      2343	    1.603	1
GA10737-RA 	    199040	    209894	 1	      1992	    2.000	1
GA10744-RB 	  19382037	  19389507	14	      3342	    0.000	1
GA10745-RB 	   4994125	   4994874	 3	       606	    1.000	1
GA10748-RC 	   1353834	   1383654	 1	      3249	    0.078	1
GA10750-RB 	   1404852	   1405334	 1	       483	    1.329	1
GA10758-RA 	  17737029	  17738550	14	      1131	    3.737	1
GA10760-RA 	   1445280	   1460038	 1	      4176	    0.612	1
GA10763-RB 	   1549657	   1552783	 1	      2220	    0.891	1
GA10765-RA 	   8621718	   8622289	 5	       510	    0.000	1
GA10770-RA 	   1618456	   1627963	 1	      1278	    1.327	1
GA10772-RA 	   1631796	   1633835	 1	      1986	    2.000	1
GA10773-RA 	   1633981	   1634608	 1	       561	    2.000	1
GA10774-RA 	   6702307	   6703699	 3	      1149	    0.000	1
GA10776-RC 	  11339923	  11341444	 8	      1341	    0.001	2
GA10782-RA 	   8618007	   8619549	 5	      1302	    0.000	1
GA10784-RB 	   8603638	   8616469	 5	      2448	    0.024	1
GA10787-RA 	  11341667	  11343114	 8	      1185	    2.384	1
GA10789-RA 	   6690349	   6692697	 3	      2112	    0.523	1
GA10804-RB 	   8607086	   8607725	 5	       501	    0.000	1
GA10810-RA 	  10371456	  10371902	 8	       447	    1.000	1
GA10814-RC 	  19289859	  19291209	14	      1170	    2.000	1
GA10816-RA 	    245761	    246675	 1	       843	    0.000	1
GA10817-RB 	   8634383	   8636671	 5	      1575	    0.000	1
GA10822-RA 	   1718276	   1719775	 1	       651	    0.000	1
GA10823-RA 	   1724930	   1725961	 1	      1032	    0.000	1
GA10824-RA 	   1729195	   1730804	 1	      1545	    0.988	1
GA10828-RA 	   5521378	   5522548	 3	       972	    1.102	1
GA10829-RA 	  13425545	  13426408	 7	       864	    0.126	1
GA10830-RB 	   5515987	   5518245	 3	      1254	    2.213	1
GA10831-RA 	   5514588	   5515518	 3	       873	    2.000	1
GA10832-RA 	   5494663	   5505535	 3	      7656	    0.799	1
GA10835-RC 	  13881020	  13883036	 7	      1068	    0.768	1
GA10839-RA 	   8707463	   8709259	 5	      1731	    1.000	1
GA10840-RD 	  14903175	  14914181	10	      3561	    0.629	2
GA10842-RA 	  17730089	  17732580	14	      1707	    1.000	1
GA10844-RA 	   7815574	   7817906	 4	      2277	    0.342	1
GA10845-RA 	  17999200	  17999845	14	       519	    0.050	1
GA10849-RA 	  10983811	  10984359	 8	       488	    0.287	1
GA10852-RA 	   6572145	   6574206	 3	      1998	    0.874	1
GA10856-RA 	   6564461	   6569072	 3	      4101	    0.059	1
GA10860-RA 	   6482519	   6483466	 3	       732	    0.000	1
GA10870-RA 	   2792038	   2793714	 3	      1611	    3.488	1
GA10879-RB 	  19337506	  19337814	14	       309	    0.000	1
GA10882-RA 	  19286110	  19287381	14	      1272	    2.000	1
GA10893-RB 	   7684156	   7692396	 4	      7350	    0.368	1
GA10895-RB 	  14305061	  14305634	 7	       333	    0.000	1
GA10897-RA 	  14320713	  14323392	 7	      2319	    0.714	2
GA10898-RB 	  14900756	  14901232	10	       477	    0.870	1
GA10899-RC 	  14349441	  14353637	 7	      1497	    0.000	1
GA10901-RA 	  14836989	  14837505	10	       459	    0.000	1
GA10902-RA 	   1709062	   1710970	 1	       948	    0.000	1
GA10909-RA 	   8446581	   8449794	 5	      2673	    0.165	1
GA10968-RA 	   7595823	   7597202	 4	      1380	    0.542	1
GA10970-RA 	   7600998	   7601378	 4	       381	    0.000	1
GA10978-RA 	  16618570	  16619109	11	       540	    0.000	1
GA10982-RA 	  18585698	  18590215	14	      1239	    5.344	1
GA10988-RA 	  17254963	  17257868	12	      2601	    5.000	1
GA10990-RC 	  17252066	  17254349	12	      2112	    5.333	1
GA10993-RA 	   4858770	   4859417	 3	       588	    1.000	1
GA11023-RA 	  15534059	  15535683	10	      1317	    0.000	1
GA11024-RA 	  15532432	  15533847	10	      1416	    0.255	2
GA11026-RA 	   2043218	   2045301	 2	      2028	    1.971	1
GA11041-RB 	   7791687	   7792865	 4	      1179	    0.000	1
GA11060-RA 	   7773934	   7774965	 4	      1032	    0.000	1
GA11141-RA 	  12022032	  12026677	 8	      3957	    0.143	1
GA11181-RA 	  16240373	  16241506	11	       747	    3.467	1
GA11183-RC 	  16282033	  16286195	11	      3237	    0.000	1
GA11188-RA 	  10137171	  10139846	 8	      2676	    0.340	1
GA11192-RB 	  16249633	  16250246	11	       486	    0.000	1
GA11193-RB 	  14047178	  14049305	 7	      1812	    0.031	2
GA11198-RA 	  14003503	  14004313	 7	       675	    0.394	2
GA11199-RA 	  13901604	  13902991	 7	      1278	    0.067	2
GA11204-RA 	  10989458	  10989939	 8	       414	    1.408	1
GA11205-RD 	   8895903	   8900849	 5	      4002	    0.000	1
GA11210-RA 	   9737274	   9739225	 9	      1614	    0.399	1
GA11211-RB 	   5400337	   5402903	 3	      1458	    4.440	1
GA11212-RA 	   5387079	   5387783	 3	       639	    3.000	1
GA11246-RA 	  11611617	  11614238	 8	      1740	    2.424	1
GA11258-RE 	  16109575	  16112912	11	      2454	    1.205	1
GA11261-RA 	  16101951	  16104627	11	      2382	    4.328	1
GA11265-RB 	  16045790	  16059568	11	     10881	    1.153	1
GA11272-RC 	  13733357	  13735552	 7	      1887	    0.266	1
GA11291-RH 	  13767159	  13774996	 7	      5127	    0.000	1
GA11297-RB 	   7414011	   7418803	 4	      2820	    1.000	1
GA11356-RA 	   6480172	   6481731	 3	      1560	    0.133	1
GA11400-RA 	   6555641	   6556197	 3	       411	    0.000	1
GA11404-RA 	  18079485	  18087582	14	      4155	    1.224	1
GA11420-RA 	   2135504	   2135779	 2	       276	    3.000	1
GA11422-RA 	   6137073	   6138651	 3	      1506	    1.627	1
GA11423-RA 	   6138716	   6140129	 3	      1251	    2.111	1
GA11425-RB 	  12811279	  12813891	 8	      1689	    0.027	1
GA11426-RA 	  12816297	  12817587	 8	       723	    0.145	1
GA11428-RA 	  12818433	  12819772	 8	      1236	    0.840	1
GA11432-RA 	  12755930	  12758158	 8	      1815	    3.945	1
GA11434-RA 	   1198835	   1202576	 1	       657	    2.005	1
GA11435-RA 	   1209992	   1211426	 1	       684	    0.000	1
GA11444-RA 	  10332827	  10333519	 8	       612	    0.018	1
GA11448-RA 	   1469378	   1470827	 1	       990	    0.000	1
GA11452-RA 	   1327545	   1328908	 1	      1173	    1.000	1
GA11466-RA 	   4040945	   4041608	 3	       453	    0.000	1
GA11480-RD 	   6976227	   6978030	 4	       471	    0.000	1
GA11483-RA 	   6896044	   6897444	 4	      1401	    1.000	1
GA11509-RA 	   6671563	   6672512	 3	       822	    3.086	1
GA11510-RA 	  17248431	  17251531	12	      2622	    5.165	1
GA11517-RA 	  12157816	  12161383	 8	      3249	    1.896	1
GA11525-RA 	  14311904	  14312983	 7	      1080	    0.000	1
GA11538-RE 	   9318432	   9330237	 9	      3792	    0.013	1
GA11547-RA 	  16038278	  16039702	11	      1425	    0.132	1
GA11556-RA 	  15941809	  15942709	11	       840	    0.175	1
GA11557-RA 	  15935307	  15939007	11	      2847	    0.768	1
GA11563-RA 	  16034635	  16035851	11	      1008	    0.000	1
GA11566-RB 	  15951049	  15951441	11	       393	    0.000	1
GA11567-RA 	  15944272	  15947204	11	      2817	    0.086	1
GA11568-RA 	  15939224	  15939904	11	       681	    0.000	1
GA11569-RG 	  15928829	  15934572	11	      1464	    0.283	1
GA11571-RA 	   7954153	   7954903	 4	       687	    3.310	1
GA11574-RA 	   9648864	   9649673	 9	       810	    0.000	1
GA11576-RA 	  10193243	  10193988	 8	       561	    2.000	1
GA11584-RA 	   2749542	   2750814	 3	      1209	    0.505	1
GA11585-RA 	    391395	    400021	 1	      1152	    2.195	1
GA11586-RA 	   9689266	   9699971	 9	      1098	    0.000	1
GA11587-RC 	  17309817	  17313900	12	      1491	    3.000	1
GA11588-RA 	   1822580	   1823057	 2	       351	    1.000	1
GA11589-RA 	  12657084	  12657671	 8	       588	    3.000	1
GA11590-RA 	   9034797	   9036254	 9	      1278	    0.293	1
GA11592-RA 	   9999686	  10001956	 8	      1866	    0.191	1
GA11596-RB 	   9633318	   9633813	 9	       345	    1.809	1
GA11597-RA 	   9642749	   9643534	 9	       786	    0.720	2
GA11598-RA 	   9643906	   9644694	 9	       789	    0.238	1
GA11599-RA 	   9646042	   9646884	 9	       843	    0.024	1
GA11601-RA 	   9679252	   9681004	 9	      1260	    1.153	1
GA11603-RA 	  12661943	  12663872	 8	      1407	    1.214	1
GA11604-RA 	  18736937	  18738659	14	      1659	    0.000	1
GA11614-RA 	   7145239	   7146083	 4	       663	    0.691	1
GA11625-RA 	  10380184	  10387184	 8	      2778	    0.000	1
GA11638-RA 	  12613672	  12614209	 8	       471	    3.057	1
GA11639-RC 	  16959686	  16963619	11	      2091	    1.997	1
GA11640-RA 	  16945074	  16946798	11	      1725	    2.607	1
GA11649-RB 	   9146769	   9147194	 9	       426	    0.000	1
GA11666-RB 	  10946978	  10948544	 8	      1254	    0.000	1
GA11668-RB 	   4430071	   4430823	 3	       753	    1.000	1
GA11779-RA 	  11384033	  11385525	 8	      1374	    0.943	1
GA11784-RA 	  18656017	  18656529	14	       459	    6.645	1
GA11789-RA 	    289508	    290044	 1	       408	    1.000	1
GA11791-RA 	  11904490	  11905865	 8	      1200	    0.312	1
GA11794-RB 	   5920662	   5923231	 3	      2427	    2.387	1
GA11795-RA 	  14041600	  14043545	 7	      1641	    0.000	1
GA11797-RA 	   5832758	   5833066	 3	       309	    2.751	1
GA11798-RA 	   1828100	   1829119	 2	       951	    1.070	1
GA11800-RA 	   6620591	   6621880	 3	      1008	    1.000	1
GA11802-RA 	   5572332	   5575680	 3	      2166	    2.106	1
GA11803-RA 	   5593982	   5594617	 3	       636	    3.000	1
GA11807-RA 	   2411759	   2412112	 2	       354	    3.000	1
GA11808-RA 	  13969773	  13980871	 7	      4074	    0.000	2
GA11814-RA 	  11834462	  11835832	 8	      1371	    0.159	1
GA11817-RA 	   2753826	   2754833	 3	      1008	    0.262	1
GA11834-RB 	  10262261	  10263627	 8	      1230	    0.446	1
GA11836-RA 	   2573901	   2574521	 3	       429	    0.000	1
GA11837-RA 	   6562020	   6562502	 3	       408	    0.000	1
GA11838-RA 	   1247168	   1248041	 1	       807	    0.000	1
GA11839-RA 	   1230782	   1231696	 1	       660	    0.000	1
GA11840-RA 	   1283990	   1305686	 1	      3771	    0.743	1
GA11842-RA 	   1243117	   1243811	 1	       522	    0.000	1
GA11844-RA 	   1222482	   1224006	 1	       660	    0.109	1
GA11845-RA 	   1220829	   1221788	 1	       657	    0.000	1
GA11846-RA 	   1214736	   1216688	 1	       654	    0.908	1
GA11847-RA 	   1211794	   1213194	 1	       648	    0.000	1
GA11849-RA 	   1203430	   1204486	 1	       696	    0.888	1
GA11850-RA 	   1195533	   1197542	 1	       663	    2.000	1
GA11851-RA 	   1177028	   1178592	 1	       684	    1.000	1
GA11852-RA 	   1173239	   1174978	 1	       690	    1.913	1
GA11853-RA 	  12858144	  12858506	 8	       363	    0.000	1
GA11854-RB 	  12897811	  12898493	 8	       570	    0.000	1
GA11855-RA 	   1943330	   1947060	 2	      3231	    2.807	1
GA11858-RA 	   2755670	   2757539	 3	      1791	    1.080	1
GA11860-RA 	   5312169	   5313501	 3	      1200	    1.312	1
GA11861-RA 	   5295908	   5298505	 3	      2256	    1.000	1
GA11862-RA 	   5310512	   5310927	 3	       342	    2.000	1
GA11863-RA 	   5206297	   5207547	 3	      1251	    2.094	1
GA11864-RA 	   5205449	   5206099	 3	       651	    2.000	1
GA11866-RA 	   5143022	   5153774	 3	     10101	    3.000	1
GA11868-RB 	   5269172	   5272051	 3	      2373	    1.412	1
GA11869-RB 	   5138559	   5141733	 3	       489	    3.000	1
GA11870-RB 	   5123858	   5126043	 3	      2130	    2.502	1
GA11884-RB 	  16245990	  16249318	11	      2349	    3.146	1
GA11885-RB 	  16250721	  16253297	11	      2511	    1.530	1
GA11889-RA 	   7154234	   7154877	 4	       513	    0.887	1
GA11890-RB 	   7175596	   7178073	 4	       249	    0.000	1
GA11891-RA 	   7184482	   7186290	 4	      1809	    0.334	1
GA11894-RB 	   7151267	   7237188	 4	      5193	    0.129	1
GA11895-RA 	   7248453	   7249454	 4	       603	    0.000	1
GA11899-RA 	   7249573	   7250442	 4	       870	    0.000	1
GA11901-RA 	   7297297	   7298937	 4	      1404	    0.040	1
GA11902-RB 	   6984797	   6987987	 4	      1197	    1.039	1
GA11904-RA 	   6980990	   6982801	 4	      1620	    0.527	1
GA11905-RA 	   6974487	   6975494	 4	       744	    1.000	1
GA11906-RB 	   6878067	   6879318	 4	      1131	    1.000	1
GA11907-RA 	   6154643	   6155332	 3	       570	    0.000	1
GA11909-RA 	   6173183	   6174805	 3	      1098	    2.000	1
GA11910-RA 	   6170545	   6170931	 3	       387	    2.000	1
GA11911-RB 	  12737184	  12738224	 8	      1041	    1.565	1
GA11912-RA 	  11543771	  11544559	 8	       789	    0.000	1
GA11913-RA 	   9607013	   9608075	 9	       936	    0.000	1
GA11916-RB 	   9629763	   9630307	 9	       429	    2.186	1
GA11917-RA 	  15892796	  15894272	11	      1197	    0.000	1
GA11921-RA 	  15956943	  15957697	11	       696	    0.000	1
GA11922-RA 	  15951721	  15952650	11	       930	    0.000	1
GA11923-RA 	  15941257	  15941700	11	       444	    0.000	1
GA11925-RA 	   7955624	   7958069	 4	      2115	    0.462	1
GA11926-RB 	  18941952	  18943715	14	      1437	    1.525	1
GA11927-RA 	  18936878	  18937443	14	       480	    2.783	1
GA11937-RA 	   5386537	   5387037	 3	       501	    3.000	1
GA11943-RI 	  11616604	  11620525	 8	       687	    0.000	1
GA11944-RB 	  11684422	  11695238	 8	      3417	    0.000	1
GA11952-RA 	     92754	     93548	 1	       795	    1.000	1
GA11977-RA 	   2746047	   2747570	 3	      1332	    3.325	1
GA12078-RA 	  12599493	  12601176	 8	      1113	    3.162	1
GA12080-RA 	  17335343	  17337136	12	      1794	    4.410	1
GA12081-RA 	   1816320	   1817097	 2	       723	    1.000	1
GA12082-RA 	   7486453	   7487212	 4	       699	    0.000	1
GA12083-RA 	   7523092	   7524545	 4	      1404	    0.770	1
GA12084-RA 	   7500051	   7501438	 4	      1218	    0.821	1
GA12087-RB 	   7478544	   7482132	 4	      2637	    0.000	1
GA12088-RA 	   7455847	   7461832	 4	      5922	    0.954	1
GA12089-RA 	   2816504	   2817271	 3	       708	    4.000	1
GA12090-RB 	   2829672	   2833946	 3	      2016	    3.168	1
GA12091-RI 	   2837657	   2853402	 3	      1599	    1.964	1
GA12092-RA 	   2874889	   2875908	 3	      1020	    0.000	1
GA12094-RB 	   2889593	   2890289	 3	       639	    0.000	1
GA12096-RA 	   2892570	   2892944	 3	       375	    0.000	1
GA12097-RA 	   2951941	   2953416	 3	      1476	    5.000	1
GA12098-RA 	   9371115	   9372159	 9	       984	    0.000	1
GA12100-RA 	  17041628	  17043182	11	      1299	    1.000	1
GA12102-RB 	   7899015	   7899428	 4	       414	    0.000	1
GA12104-RA 	  17036693	  17037715	11	      1023	    2.000	1
GA12107-RA 	  16975321	  16976414	11	       972	    0.000	1
GA12108-RA 	  16931143	  16931799	11	       531	    0.000	1
GA12109-RC 	  16883941	  16894833	11	      2322	    1.624	1
GA12110-RA 	  16873912	  16875645	11	      1734	    2.824	1
GA12111-RA 	  16859224	  16861090	11	      1686	    0.638	1
GA12112-RA 	  16865351	  16868918	11	      1158	    4.257	1
GA12113-RA 	   4730016	   4730587	 3	       516	    2.000	1
GA12116-RA 	  10192418	  10192987	 8	       570	    3.221	1
GA12117-RA 	   9635526	   9635826	 9	       246	    0.000	1
GA12118-RD 	  10216544	  10219192	 8	      1677	    0.282	2
GA12120-RA 	   9664662	   9666193	 9	      1242	    0.000	1
GA12122-RA 	   9683891	   9684586	 9	       573	    0.284	1
GA12123-RA 	   9650532	   9657061	 9	      5016	    0.027	2
GA12126-RA 	  12666169	  12668745	 8	      2142	    3.643	1
GA12128-RA 	  12715236	  12715592	 8	       357	    4.000	1
GA12129-RB 	  12716548	  12717369	 8	       690	    1.128	1
GA12132-RA 	  12669681	  12670139	 8	       459	    2.000	1
GA12133-RB 	  12678597	  12679163	 8	       567	    2.000	1
GA12134-RA 	  12691249	  12692455	 8	      1122	    1.748	1
GA12135-RA 	  12698758	  12700746	 8	      1641	    2.221	1
GA12136-RA 	  12701295	  12702017	 8	       723	    1.089	1
GA12137-RA 	  12705607	  12706954	 8	      1167	    1.674	1
GA12140-RB 	  18742643	  18745111	14	      1266	    0.362	1
GA12141-RA 	  18731487	  18731765	14	       213	    2.000	1
GA12142-RA 	  18739482	  18739986	14	       348	    1.000	1
GA12143-RA 	  18745995	  18748846	14	      1452	    2.579	1
GA12200-RA 	   9393435	   9393881	 9	       447	    0.000	1
GA12202-RA 	   9376988	   9378857	 9	      1581	    1.034	1
GA12204-RA 	   9381933	   9383152	 9	      1011	    0.035	1
GA12205-RA 	   5707304	   5707736	 3	       351	    4.308	1
GA12207-RA 	   5794273	   5797078	 3	      2601	    0.047	1
GA12208-RA 	   8213456	   8214229	 5	       774	    1.044	1
GA12211-RA 	   8251796	   8252994	 5	      1140	    0.000	1
GA12212-RA 	   8254930	   8255325	 5	       396	    0.000	1
GA12213-RA 	   8284629	   8285849	 5	      1221	    0.068	1
GA12215-RA 	   9110974	   9111381	 9	       408	    0.000	1
GA12217-RB 	   9288756	   9291148	 9	      2253	    0.000	2
GA12218-RA 	   9338227	   9338736	 9	       459	    0.000	1
GA12219-RA 	   9292302	   9293876	 9	      1575	    0.000	1
GA12220-RA 	   9367782	   9369134	 9	      1353	    0.000	1
GA12222-RA 	   9365391	   9367447	 9	      1875	    0.000	1
GA12223-RA 	  11589553	  11590983	 8	      1380	    0.243	1
GA12224-RC 	   8163132	   8164548	 5	      1296	    0.000	1
GA12225-RA 	  11600876	  11603536	 8	      2661	    0.000	1
GA12266-RB 	  11517046	  11518347	 8	      1302	    0.396	1
GA12274-RA 	  13255458	  13255962	 7	       447	    0.114	1
GA12275-RA 	  13231489	  13231956	 7	       468	    0.000	1
GA12276-RA 	  13219557	  13221035	 7	      1422	    0.000	1
GA12277-RA 	   4482394	   4484456	 3	      1152	    2.826	1
GA12280-RA 	  13218242	  13218556	 7	       315	    0.000	1
GA12281-RA 	  13217235	  13217935	 7	       330	    0.000	1
GA12283-RA 	  10259454	  10261121	 8	      1368	    0.024	1
GA12284-RA 	   8686002	   8704987	 5	      1266	    0.400	1
GA12286-RA 	   8626848	   8628709	 5	      1728	    0.370	1
GA12287-RA 	   8601830	   8602423	 5	       450	    2.000	1
GA12288-RB 	   8569375	   8569882	 5	       438	    0.000	1
GA12290-RA 	   8574948	   8576290	 5	      1281	    0.145	1
GA12291-RB 	   8530563	   8532946	 5	      1356	    0.757	1
GA12292-RB 	   8490415	   8491839	 5	      1152	    0.000	1
GA12320-RA 	  15399897	  15400560	10	       609	    0.000	1
GA12324-RB 	  15426236	  15427526	10	      1236	    2.665	1
GA12325-RA 	  15268116	  15278516	10	      8967	    0.742	1
GA12326-RC 	  15310917	  15312416	10	      1500	    0.000	1
GA12328-RA 	  15429967	  15431197	10	      1176	    2.369	1
GA12329-RA 	  15515641	  15516864	10	      1224	    0.000	1
GA12330-RA 	  15518555	  15520053	10	      1239	    0.079	1
GA12331-RE 	  15551375	  15552691	10	      1224	    0.000	1
GA12334-RA 	  14857425	  14864005	10	      1524	    0.000	1
GA12335-RA 	   4028633	   4029473	 3	       390	    4.736	1
GA12336-RA 	   4029907	   4030375	 3	       408	    2.596	1
GA12338-RA 	   4073083	   4073746	 3	       609	    2.179	1
GA12339-RA 	   4074818	   4075540	 3	       615	    0.000	1
GA12340-RA 	   4076918	   4077700	 3	       669	    0.114	1
GA12341-RA 	   4064393	   4069653	 3	      4197	    2.081	1
GA12342-RA 	   4075953	   4076663	 3	       600	    0.012	1
GA12346-RA 	   4219204	   4224967	 3	      5460	    2.648	1
GA12347-RB 	  17462375	  17463807	12	       789	    3.000	1
GA12348-RA 	  17475672	  17476564	12	       783	    4.000	1
GA12353-RB 	   3275641	   3276977	 3	      1113	    5.385	1
GA12356-RA 	  14608235	  14612380	 6	      4089	    0.004	1
GA12357-RA 	  14595842	  14601181	 6	       321	    0.000	1
GA12360-RA 	  14700451	  14700812	 6	       303	    0.000	2
GA12361-RA 	  14723833	  14724420	 6	       588	    0.000	2
GA12362-RB 	    295202	    297338	 1	       534	    1.000	1
GA12363-RB 	   1740670	   1741975	 1	       867	    1.000	1
GA12365-RA 	   7662344	   7662604	 4	       261	    0.000	1
GA12366-RA 	   1778396	   1780434	 2	       456	    1.000	1
GA12367-RA 	   7613585	   7614454	 4	       687	    0.000	1
GA12369-RA 	   7745867	   7747924	 4	      1722	    2.919	1
GA12370-RA 	  18536951	  18538749	14	      1602	    5.293	1
GA12371-RA 	  18543236	  18545459	14	      2163	    5.423	1
GA12372-RA 	  18415842	  18416308	14	       384	    4.747	1
GA12373-RC 	  18300453	  18355721	14	      2358	    3.499	1
GA12374-RA 	  11474440	  11481868	 8	      1458	    0.523	1
GA12375-RA 	  18290898	  18293206	14	      2244	    7.267	1
GA12376-RA 	  18280492	  18280992	14	       501	    4.000	1
