Gene_Name	Beg	End	Region	Nuc	Mean_Cov	Outlier_Status
GA10765-RA 	  15470092	  15470663	 5	       510	    2.000	1
GA10770-RA 	   1618456	   1627963	 1	      1278	    1.547	1
GA10772-RA 	   1631796	   1633835	 1	      1986	    1.337	1
GA10773-RA 	   1633981	   1634608	 1	       561	    1.000	1
GA10774-RA 	   6702307	   6703699	 3	      1149	    3.913	1
GA10776-RC 	  10232336	  10233857	 8	      1341	    0.000	1
GA10782-RA 	  15466381	  15467923	 5	      1302	    1.923	1
GA10784-RB 	  15452012	  15464843	 5	      2448	    2.002	1
GA10787-RA 	  10230666	  10232113	 8	      1185	    0.000	1
GA10789-RA 	   6690349	   6692697	 3	      2112	    1.587	1
GA10804-RB 	  15455460	  15456099	 5	       501	    2.000	1
GA10810-RA 	  11201878	  11202324	 8	       447	    0.000	1
GA10814-RC 	  19289859	  19291209	14	      1170	    1.000	1
GA10816-RA 	    245761	    246675	 1	       843	    1.189	1
GA10817-RB 	  15482757	  15485045	 5	      1575	    1.000	1
GA10822-RA 	   1718276	   1719775	 1	       651	    2.000	1
GA10823-RA 	   1724930	   1725961	 1	      1032	    1.000	1
GA10824-RA 	   1729195	   1730804	 1	      1545	    1.000	1
GA10828-RA 	   5521378	   5522548	 3	       972	    4.887	1
GA10829-RA 	   8147372	   8148235	 7	       864	    0.132	1
GA10830-RB 	   5515987	   5518245	 3	      1254	    2.219	1
GA10831-RA 	   5514588	   5515518	 3	       873	    2.000	1
GA10832-RA 	   5494663	   5505535	 3	      7656	    2.788	1
GA10835-RC 	   7690744	   7692760	 7	      1068	    1.000	1
GA10839-RA 	  15555837	  15557633	 5	      1731	    0.748	1
GA10840-RD 	  17386811	  17397817	10	      3561	    0.018	1
GA10842-RA 	  17730089	  17732580	14	      1707	    0.000	1
GA10844-RA 	  14663948	  14666280	 4	      2277	    0.000	1
GA10845-RA 	  17999200	  17999845	14	       519	    2.198	1
GA10849-RA 	  10589421	  10589969	 8	       488	    0.357	1
GA10852-RA 	   6572145	   6574206	 3	      1998	    0.000	1
GA10856-RA 	   6564461	   6569072	 3	      4101	    0.909	1
GA10860-RA 	   6482519	   6483466	 3	       732	    1.813	1
GA10870-RA 	   2792038	   2793714	 3	      1611	    3.137	1
GA10879-RB 	  19337506	  19337814	14	       309	    0.000	1
GA10882-RA 	  19286110	  19287381	14	      1272	    1.000	1
GA10893-RB 	  14532530	  14540770	 4	      7350	    0.048	1
GA10895-RB 	   7268146	   7268719	 7	       333	    0.000	1
GA10897-RA 	   7250388	   7253067	 7	      2319	    1.141	1
GA10898-RB 	  17399760	  17400236	10	       477	    0.000	1
GA10899-RC 	   7220143	   7224339	 7	      1497	    2.124	1
GA10901-RA 	  17463487	  17464003	10	       459	    0.000	1
GA10902-RA 	   1709062	   1710970	 1	       948	    2.000	1
GA10909-RA 	  15294955	  15298168	 5	      2673	    2.978	1
GA10968-RA 	  14444197	  14445576	 4	      1380	    0.000	1
GA10970-RA 	  14449372	  14449752	 4	       381	    0.000	1
GA10978-RA 	  12739732	  12740271	11	       540	    0.000	1
GA10982-RA 	  18585698	  18590215	14	      1239	    3.000	1
GA10988-RA 	  13376125	  13379030	12	      2601	    0.607	1
GA10990-RC 	  13373228	  13375511	12	      2112	    0.404	1
GA10993-RA 	   4858770	   4859417	 3	       588	    4.764	1
GA11023-RA 	  16765309	  16766933	10	      1317	    0.107	1
GA11024-RA 	  16767145	  16768560	10	      1416	    0.000	1
GA11026-RA 	   2043218	   2045301	 2	      2028	    3.000	1
GA11041-RB 	  14640061	  14641239	 4	      1179	    0.243	1
GA11060-RA 	  14622308	  14623339	 4	      1032	    0.000	1
GA11141-RA 	   9547103	   9551748	 8	      3957	    1.291	1
GA11181-RA 	  12361535	  12362668	11	       747	    0.699	1
GA11183-RC 	  12403195	  12407357	11	      3237	    0.000	1
GA11188-RA 	  11433934	  11436609	 8	      2676	    0.274	1
GA11192-RB 	  12370795	  12371408	11	       486	    0.286	1
GA11193-RB 	   7524475	   7526602	 7	      1812	    1.904	1
GA11198-RA 	   7569467	   7570277	 7	       675	    0.151	1
GA11199-RA 	   7670789	   7672176	 7	      1278	    1.334	1
GA11204-RA 	  10583841	  10584322	 8	       414	    0.000	1
GA11205-RD 	  15744277	  15749223	 5	      4002	    2.010	1
GA11210-RA 	  16585648	  16587599	 9	      1614	    0.000	1
GA11211-RB 	   5400337	   5402903	 3	      1458	    2.477	1
GA11212-RA 	   5387079	   5387783	 3	       639	    3.635	1
GA11246-RA 	   9959542	   9962163	 8	      1740	    0.393	1
GA11258-RE 	  12230737	  12234074	11	      2454	    0.000	1
GA11261-RA 	  12223113	  12225789	11	      2382	    0.990	1
GA11265-RB 	  12166952	  12180730	11	     10881	    0.050	2
GA11272-RC 	   7838228	   7840423	 7	      1887	    1.760	1
GA11291-RH 	   7798784	   7806621	 7	      5127	    0.149	1
GA11297-RB 	  14262385	  14267177	 4	      2820	    0.004	1
GA11356-RA 	   6480172	   6481731	 3	      1560	    1.029	1
GA11400-RA 	   6555641	   6556197	 3	       411	    2.273	1
GA11404-RA 	  18079485	  18087582	14	      4155	    2.224	1
GA11420-RA 	   2135504	   2135779	 2	       276	    0.000	1
GA11422-RA 	   6137073	   6138651	 3	      1506	    0.261	1
GA11423-RA 	   6138716	   6140129	 3	      1251	    3.870	1
GA11425-RB 	   8759889	   8762501	 8	      1689	    0.885	1
GA11426-RA 	   8756193	   8757483	 8	       723	    2.176	1
GA11428-RA 	   8754008	   8755347	 8	      1236	    0.244	1
GA11432-RA 	   8815622	   8817850	 8	      1815	    2.554	1
GA11434-RA 	   1198835	   1202576	 1	       657	    2.662	1
GA11435-RA 	   1209992	   1211426	 1	       684	    1.000	1
GA11444-RA 	  11240261	  11240953	 8	       612	    0.742	1
GA11448-RA 	   1469378	   1470827	 1	       990	    2.000	1
GA11452-RA 	   1327545	   1328908	 1	      1173	    3.596	1
GA11466-RA 	   4040945	   4041608	 3	       453	    4.967	1
GA11480-RD 	  13824601	  13826404	 4	       471	    1.108	1
GA11483-RA 	  13744418	  13745818	 4	      1401	    0.000	1
GA11509-RA 	   6671563	   6672512	 3	       822	    2.213	1
GA11510-RA 	  13369593	  13372693	12	      2622	    0.136	1
GA11517-RA 	   9412397	   9415964	 8	      3249	    2.315	1
GA11525-RA 	   7260797	   7261876	 7	      1080	    0.929	1
GA11538-RE 	  16166806	  16178611	 9	      3792	    0.063	1
GA11547-RA 	  12159440	  12160864	11	      1425	    0.000	1
GA11556-RA 	  12062971	  12063871	11	       840	    2.000	1
GA11557-RA 	  12056469	  12060169	11	      2847	    0.297	1
GA11563-RA 	  12155797	  12157013	11	      1008	    1.024	1
GA11566-RB 	  12072211	  12072603	11	       393	    0.000	1
GA11567-RA 	  12065434	  12068366	11	      2817	    0.000	1
GA11568-RA 	  12060386	  12061066	11	       681	    1.001	1
GA11569-RG 	  12049991	  12055734	11	      1464	    0.097	1
GA11571-RA 	  14802527	  14803277	 4	       687	    2.000	1
GA11574-RA 	  16497238	  16498047	 9	       810	    0.000	1
GA11576-RA 	  11379792	  11380537	 8	       561	    0.014	1
GA11584-RA 	   2749542	   2750814	 3	      1209	    0.000	1
GA11585-RA 	    391395	    400021	 1	      1152	    7.000	1
GA11586-RA 	  16537640	  16548345	 9	      1098	    0.000	1
GA11587-RC 	  13430979	  13435062	12	      1491	    0.000	1
GA11588-RA 	   1822580	   1823057	 2	       351	    2.000	1
GA11589-RA 	   8916109	   8916696	 8	       588	    1.619	1
GA11590-RA 	  15883171	  15884628	 9	      1278	    1.003	1
GA11592-RA 	  11571824	  11574094	 8	      1866	    0.000	1
GA11596-RB 	  16481692	  16482187	 9	       345	    0.986	1
GA11597-RA 	  16491123	  16491908	 9	       786	    0.000	2
GA11598-RA 	  16492280	  16493068	 9	       789	    0.000	1
GA11599-RA 	  16494416	  16495258	 9	       843	    0.000	2
GA11601-RA 	  16527626	  16529378	 9	      1260	    0.639	1
GA11603-RA 	   8909908	   8911837	 8	      1407	    1.679	1
GA11604-RA 	  18736937	  18738659	14	      1659	    4.000	1
GA11614-RA 	  13993613	  13994457	 4	       663	    0.115	1
GA11625-RA 	  11186596	  11193596	 8	      2778	    0.000	1
GA11638-RA 	   8959571	   8960108	 8	       471	    0.000	1
GA11639-RC 	  13080848	  13084781	11	      2091	    0.004	1
GA11640-RA 	  13066236	  13067960	11	      1725	    0.098	1
GA11649-RB 	  15995143	  15995568	 9	       426	    1.167	1
GA11666-RB 	  10625236	  10626802	 8	      1254	    0.000	1
GA11668-RB 	   4430071	   4430823	 3	       753	   10.000	1
GA11779-RA 	  10188255	  10189747	 8	      1374	    2.137	1
GA11784-RA 	  18656017	  18656529	14	       459	    2.993	1
GA11789-RA 	    289508	    290044	 1	       408	    3.000	1
GA11791-RA 	   9667915	   9669290	 8	      1200	    1.432	1
GA11794-RB 	   5920662	   5923231	 3	      2427	    1.732	1
GA11795-RA 	   7530235	   7532180	 7	      1641	    1.631	1
GA11797-RA 	   5832758	   5833066	 3	       309	    1.000	1
GA11798-RA 	   1828100	   1829119	 2	       951	    2.425	1
GA11800-RA 	   6620591	   6621880	 3	      1008	    1.072	1
GA11802-RA 	   5572332	   5575680	 3	      2166	    3.517	1
GA11803-RA 	   5593982	   5594617	 3	       636	    3.000	1
GA11807-RA 	   2411759	   2412112	 2	       354	    1.090	1
GA11808-RA 	   7592909	   7604007	 7	      4074	    0.181	1
GA11814-RA 	   9737948	   9739318	 8	      1371	    1.204	1
GA11817-RA 	   2753826	   2754833	 3	      1008	    0.000	1
GA11834-RB 	  11310153	  11311519	 8	      1230	    0.398	1
GA11836-RA 	   2573901	   2574521	 3	       429	    4.000	1
GA11837-RA 	   6562020	   6562502	 3	       408	    2.000	1
GA11838-RA 	   1247168	   1248041	 1	       807	    0.000	1
GA11839-RA 	   1230782	   1231696	 1	       660	    5.367	1
GA11840-RA 	   1283990	   1305686	 1	      3771	    4.846	1
GA11842-RA 	   1243117	   1243811	 1	       522	    1.000	1
GA11844-RA 	   1222482	   1224006	 1	       660	    2.000	1
GA11845-RA 	   1220829	   1221788	 1	       657	    2.155	1
GA11846-RA 	   1214736	   1216688	 1	       654	    2.000	1
GA11847-RA 	   1211794	   1213194	 1	       648	    2.219	1
GA11849-RA 	   1203430	   1204486	 1	       696	    2.000	1
GA11850-RA 	   1195533	   1197542	 1	       663	    4.480	1
GA11851-RA 	   1177028	   1178592	 1	       684	    3.000	1
GA11852-RA 	   1173239	   1174978	 1	       690	    1.000	1
GA11853-RA 	   8715274	   8715636	 8	       363	    1.000	1
GA11854-RB 	   8675287	   8675969	 8	       570	    0.005	1
GA11855-RA 	   1943330	   1947060	 2	      3231	    1.050	1
GA11858-RA 	   2755670	   2757539	 3	      1791	    2.079	1
GA11860-RA 	   5312169	   5313501	 3	      1200	    1.925	1
GA11861-RA 	   5295908	   5298505	 3	      2256	    1.534	1
GA11862-RA 	   5310512	   5310927	 3	       342	    1.000	1
GA11863-RA 	   5206297	   5207547	 3	      1251	    4.978	1
GA11864-RA 	   5205449	   5206099	 3	       651	    4.000	1
GA11866-RA 	   5143022	   5153774	 3	     10101	    4.419	1
GA11868-RB 	   5269172	   5272051	 3	      2373	    5.106	1
GA11869-RB 	   5138559	   5141733	 3	       489	    5.256	1
GA11870-RB 	   5123858	   5126043	 3	      2130	    4.119	1
GA11884-RB 	  12367152	  12370480	11	      2349	    2.370	1
GA11885-RB 	  12371883	  12374459	11	      2511	    2.090	1
GA11889-RA 	  14002608	  14003251	 4	       513	    0.000	1
GA11890-RB 	  14023970	  14026447	 4	       249	    3.000	1
GA11891-RA 	  14032856	  14034664	 4	      1809	    0.000	1
GA11894-RB 	  13999641	  14085562	 4	      5193	    0.000	1
GA11895-RA 	  14096827	  14097828	 4	       603	    0.000	1
GA11899-RA 	  14097947	  14098816	 4	       870	    0.000	1
GA11901-RA 	  14145671	  14147311	 4	      1404	    0.000	1
GA11902-RB 	  13833171	  13836361	 4	      1197	    0.000	1
GA11904-RA 	  13829364	  13831175	 4	      1620	    1.387	1
GA11905-RA 	  13822861	  13823868	 4	       744	    0.000	1
GA11906-RB 	  13726441	  13727692	 4	      1131	    0.000	2
GA11907-RA 	   6154643	   6155332	 3	       570	    4.856	1
GA11909-RA 	   6173183	   6174805	 3	      1098	    3.041	1
GA11910-RA 	   6170545	   6170931	 3	       387	    1.000	1
GA11911-RB 	   8835556	   8836596	 8	      1041	    0.565	1
GA11912-RA 	  10029221	  10030009	 8	       789	    0.000	1
GA11913-RA 	  16455387	  16456449	 9	       936	    0.000	1
GA11916-RB 	  16478137	  16478681	 9	       429	    1.762	1
GA11917-RA 	  12013958	  12015434	11	      1197	    0.000	1
GA11921-RA 	  12078105	  12078859	11	       696	    1.282	1
GA11922-RA 	  12072883	  12073812	11	       930	    0.000	1
GA11923-RA 	  12062419	  12062862	11	       444	    2.288	1
GA11925-RA 	  14803998	  14806443	 4	      2115	    1.684	1
GA11926-RB 	  18941952	  18943715	14	      1437	    3.007	1
GA11927-RA 	  18936878	  18937443	14	       480	    4.460	1
GA11937-RA 	   5386537	   5387037	 3	       501	    3.062	1
GA11943-RI 	   9953255	   9957176	 8	       687	    0.645	1
GA11944-RB 	   9878542	   9889358	 8	      3417	    0.004	1
GA11952-RA 	     92754	     93548	 1	       795	    4.000	1
GA11977-RA 	   2746047	   2747570	 3	      1332	    4.045	1
GA12078-RA 	   8972604	   8974287	 8	      1113	    1.312	1
GA12080-RA 	  13456505	  13458298	12	      1794	    0.009	1
GA12081-RA 	   1816320	   1817097	 2	       723	    3.000	1
GA12082-RA 	  14334827	  14335586	 4	       699	    0.000	1
GA12083-RA 	  14371466	  14372919	 4	      1404	    0.085	1
GA12084-RA 	  14348425	  14349812	 4	      1218	    0.000	1
GA12087-RB 	  14326918	  14330506	 4	      2637	    0.000	1
GA12088-RA 	  14304221	  14310206	 4	      5922	    0.043	1
GA12089-RA 	   2816504	   2817271	 3	       708	    3.331	1
GA12090-RB 	   2829672	   2833946	 3	      2016	    5.620	1
GA12091-RI 	   2837657	   2853402	 3	      1599	    2.764	1
GA12092-RA 	   2874889	   2875908	 3	      1020	    1.163	1
GA12094-RB 	   2889593	   2890289	 3	       639	    2.000	1
GA12096-RA 	   2892570	   2892944	 3	       375	    3.000	1
GA12097-RA 	   2951941	   2953416	 3	      1476	    6.000	1
GA12098-RA 	  16219489	  16220533	 9	       984	    0.000	1
GA12100-RA 	  13162790	  13164344	11	      1299	    0.380	1
GA12102-RB 	  14747389	  14747802	 4	       414	    3.266	1
GA12104-RA 	  13157855	  13158877	11	      1023	    0.110	1
GA12107-RA 	  13096483	  13097576	11	       972	    0.860	1
GA12108-RA 	  13052305	  13052961	11	       531	    0.207	1
GA12109-RC 	  13005103	  13015995	11	      2322	    0.059	1
GA12110-RA 	  12995074	  12996807	11	      1734	    1.513	1
GA12111-RA 	  12980386	  12982252	11	      1686	    0.464	1
GA12112-RA 	  12986513	  12990080	11	      1158	    0.000	1
GA12113-RA 	   4730016	   4730587	 3	       516	    7.000	1
GA12116-RA 	  11380793	  11381362	 8	       570	    0.000	1
GA12117-RA 	  16483900	  16484200	 9	       246	    0.000	1
GA12118-RD 	  11354588	  11357236	 8	      1677	    0.250	1
GA12120-RA 	  16513036	  16514567	 9	      1242	    0.000	1
GA12122-RA 	  16532265	  16532960	 9	       573	    0.000	1
GA12123-RA 	  16498906	  16505435	 9	      5016	    0.000	1
GA12126-RA 	   8905035	   8907611	 8	      2142	    1.622	1
GA12128-RA 	   8858188	   8858544	 8	       357	    2.000	1
GA12129-RB 	   8856411	   8857232	 8	       690	    2.000	1
GA12132-RA 	   8903641	   8904099	 8	       459	    2.000	1
GA12133-RB 	   8894617	   8895183	 8	       567	    1.000	1
GA12134-RA 	   8881325	   8882531	 8	      1122	    1.078	1
GA12135-RA 	   8873034	   8875022	 8	      1641	    1.043	1
GA12136-RA 	   8871763	   8872485	 8	       723	    1.000	1
GA12137-RA 	   8866826	   8868173	 8	      1167	    1.000	1
GA12140-RB 	  18742643	  18745111	14	      1266	    2.001	1
GA12141-RA 	  18731487	  18731765	14	       213	    2.000	1
GA12142-RA 	  18739482	  18739986	14	       348	    2.000	1
GA12143-RA 	  18745995	  18748846	14	      1452	    2.154	1
GA12200-RA 	  16241809	  16242255	 9	       447	    0.103	1
GA12202-RA 	  16225362	  16227231	 9	      1581	    0.000	1
GA12204-RA 	  16230307	  16231526	 9	      1011	    3.292	1
GA12205-RA 	   5707304	   5707736	 3	       351	    3.085	1
GA12207-RA 	   5794273	   5797078	 3	      2601	    2.130	1
GA12208-RA 	  15061830	  15062603	 5	       774	    2.000	1
GA12211-RA 	  15100170	  15101368	 5	      1140	    2.817	1
GA12212-RA 	  15103304	  15103699	 5	       396	    3.000	1
GA12213-RA 	  15133003	  15134223	 5	      1221	    3.555	1
GA12215-RA 	  15959348	  15959755	 9	       408	    1.000	1
GA12217-RB 	  16137130	  16139522	 9	      2253	    0.006	1
GA12218-RA 	  16186601	  16187110	 9	       459	    0.272	1
GA12219-RA 	  16140676	  16142250	 9	      1575	    0.000	1
GA12220-RA 	  16216156	  16217508	 9	      1353	    0.000	1
GA12222-RA 	  16213765	  16215821	 9	      1875	    0.145	1
GA12223-RA 	   9982797	   9984227	 8	      1380	    0.315	1
GA12224-RC 	  15011506	  15012922	 5	      1296	    2.308	1
GA12225-RA 	   9970244	   9972904	 8	      2661	    0.649	1
GA12266-RB 	  10055433	  10056734	 8	      1302	    0.329	1
GA12274-RA 	   8317818	   8318322	 7	       447	    0.000	1
GA12275-RA 	   8341824	   8342291	 7	       468	    1.064	1
GA12276-RA 	   8352745	   8354223	 7	      1422	    1.000	1
GA12277-RA 	   4482394	   4484456	 3	      1152	    5.481	1
GA12280-RA 	   8355224	   8355538	 7	       315	    0.635	1
GA12281-RA 	   8355845	   8356545	 7	       330	    0.000	1
GA12283-RA 	  11312659	  11314326	 8	      1368	    0.882	1
GA12284-RA 	  15534376	  15553361	 5	      1266	    0.522	1
GA12286-RA 	  15475222	  15477083	 5	      1728	    2.000	1
GA12287-RA 	  15450204	  15450797	 5	       450	    2.000	1
GA12288-RB 	  15417749	  15418256	 5	       438	    2.865	1
GA12290-RA 	  15423322	  15424664	 5	      1281	    3.200	1
GA12291-RB 	  15378937	  15381320	 5	      1356	    2.313	1
GA12292-RB 	  15338789	  15340213	 5	      1152	    2.643	1
GA12320-RA 	  16900432	  16901095	10	       609	    0.021	1
GA12324-RB 	  16873466	  16874756	10	      1236	    0.018	2
GA12325-RA 	  17022476	  17032876	10	      8967	    0.019	1
GA12326-RC 	  16988576	  16990075	10	      1500	    0.024	1
GA12328-RA 	  16869795	  16871025	10	      1176	    0.000	2
GA12329-RA 	  16784128	  16785351	10	      1224	    0.000	1
GA12330-RA 	  16780939	  16782437	10	      1239	    1.580	1
GA12331-RE 	  16748301	  16749617	10	      1224	    1.028	1
GA12334-RA 	  17436987	  17443567	10	      1524	    0.000	1
GA12335-RA 	   4028633	   4029473	 3	       390	    6.736	1
GA12336-RA 	   4029907	   4030375	 3	       408	    6.000	1
GA12338-RA 	   4073083	   4073746	 3	       609	    6.616	1
GA12339-RA 	   4074818	   4075540	 3	       615	    6.559	1
GA12340-RA 	   4076918	   4077700	 3	       669	    6.151	1
GA12341-RA 	   4064393	   4069653	 3	      4197	    5.229	1
GA12342-RA 	   4075953	   4076663	 3	       600	    6.012	1
GA12346-RA 	   4219204	   4224967	 3	      5460	    3.478	1
GA12347-RB 	  13583537	  13584969	12	       789	    0.000	1
GA12348-RA 	  13596834	  13597726	12	       783	    0.000	1
GA12353-RB 	   3275641	   3276977	 3	      1113	    4.000	1
GA12356-RA 	  17688612	  17692757	 6	      4089	    0.783	1
GA12357-RA 	  17699811	  17705150	 6	       321	    1.402	1
GA12360-RA 	  17600180	  17600541	 6	       303	    0.000	1
GA12361-RA 	  17576572	  17577159	 6	       588	    0.000	1
GA12362-RB 	    295202	    297338	 1	       534	    3.000	1
GA12363-RB 	   1740670	   1741975	 1	       867	    3.496	1
GA12365-RA 	  14510718	  14510978	 4	       261	    0.820	1
GA12366-RA 	   1778396	   1780434	 2	       456	    3.000	1
GA12367-RA 	  14461959	  14462828	 4	       687	    1.044	1
GA12369-RA 	  14594241	  14596298	 4	      1722	    2.775	1
GA12370-RA 	  18536951	  18538749	14	      1602	    2.000	1
GA12371-RA 	  18543236	  18545459	14	      2163	    2.478	1
GA12372-RA 	  18415842	  18416308	14	       384	    6.477	1
GA12373-RC 	  18300453	  18355721	14	      2358	    4.386	1
GA12374-RA 	  10091912	  10099340	 8	      1458	    1.254	1
GA12375-RA 	  18290898	  18293206	14	      2244	    4.000	1
GA12376-RA 	  18280492	  18280992	14	       501	    4.000	1
