Transcript	Intron_No	Beg	End
GA10058-RC 	 4	 7447576	 7447646	1
GA10058-RC 	 5	 7447802	 7447858	1
GA10058-RC 	 6	 7448243	 7448299	1
GA10058-RC 	 7	 7448596	 7448653	1
GA10058-RC 	 8	 7448724	 7448785	1
GA10058-RC 	 9	 7448933	 7448995	1
GA10058-RC 	10	 7449488	 7449559	1
GA10075-RA 	 1	 4385586	 4385725	1
GA10076-RA 	 1	 1184445	 1188223	1
GA10076-RA 	 2	 1188587	 1188654	1
GA10076-RA 	 3	 1188847	 1188907	1
GA10078-RB 	 1	 4365484	 4368306	1
GA10078-RB 	 2	 4368541	 4368822	1
GA10079-RA 	 1	 5002601	 5014156	1
GA10079-RA 	 2	 5015361	 5015421	1
GA10079-RA 	 3	 5015598	 5015657	1
GA10080-RA 	 1	 5019421	 5019484	1
GA10080-RA 	 2	 5019971	 5020032	1
GA10080-RA 	 3	 5020606	 5020671	1
GA10081-RB 	 1	 5032025	 5032938	1
GA10084-RA 	 1	 5051169	 5082013	1
GA10084-RA 	 2	 5082167	 5092318	1
GA10084-RA 	 3	 5092394	 5092486	1
GA10084-RA 	 4	 5092614	 5093871	1
GA10084-RA 	 5	 5093992	 5112663	1
GA10084-RA 	 6	 5112768	 5112824	1
GA10084-RA 	 7	 5112976	 5113053	1
GA10084-RA 	 8	 5113384	 5113448	1
GA10084-RA 	 9	 5113766	 5113828	1
GA10086-RB 	 1	 5102105	 5102171	1
GA10086-RB 	 2	 5102981	 5103046	1
GA10086-RB 	 3	 5103642	 5105488	1
GA10089-RA 	 1	 5127050	 5127111	1
GA10089-RA 	 2	 5127476	 5127543	1
GA10089-RA 	 3	 5128910	 5128968	1
GA10089-RA 	 4	 5129463	 5129522	1
GA10089-RA 	 5	 5129809	 5129868	1
GA10089-RA 	 6	 5130797	 5130856	1
GA10089-RA 	 7	 5131062	 5131121	1
GA10089-RA 	 8	 5131249	 5131310	1
GA10089-RA 	 9	 5131411	 5131473	1
GA10094-RB 	 1	 5133713	 5133778	1
GA10094-RB 	 2	 5134009	 5134062	1
GA10094-RB 	 3	 5134239	 5134478	1
GA10094-RB 	 4	 5134623	 5134682	1
GA10094-RB 	 5	 5134822	 5135736	1
GA10094-RB 	 6	 5135827	 5135881	1
GA10094-RB 	 7	 5135932	 5135996	1
GA10096-RA 	 1	 5154769	 5154824	1
GA10096-RA 	 2	 5155037	 5155114	1
GA10097-RA 	 1	 5167312	 5167367	1
GA10105-RA 	 1	 1865876	 1865930	1
GA10105-RA 	 2	 1866245	 1866315	1
GA10105-RA 	 3	 1866883	 1866947	1
GA10106-RA 	 1	 5199028	 5199090	1
GA10108-RB 	 1	 5213649	 5213736	1
GA10108-RB 	 2	 5214202	 5220387	1
GA10108-RB 	 3	 5220426	 5220473	1
GA10108-RB 	 4	 5220666	 5224933	1
GA10108-RB 	 5	 5225156	 5225285	1
GA10108-RB 	 6	 5225684	 5254229	1
GA10109-RA 	 1	 5302422	 5302488	1
GA10113-RB 	 1	 5306272	 5306336	1
GA10113-RB 	 2	 5306411	 5306470	1
GA10113-RB 	 3	 5308100	 5308598	1
GA10115-RA 	 1	 5311136	 5311189	1
GA10115-RA 	 2	 5311500	 5311565	1
GA10117-RA 	 1	 5316890	 5316964	1
GA10117-RA 	 2	 5317121	 5317842	1
GA10117-RA 	 3	 5318012	 5318082	1
GA10117-RA 	 4	 5318261	 5321139	1
GA10120-RA 	 1	 4880162	 4881230	1
GA10150-RA 	 1	 4921324	 4921746	1
GA10150-RA 	 2	 4922000	 4922060	1
GA10151-RA 	 1	 4932292	 4932356	1
GA10153-RA 	 1	 4947837	 4948052	1
GA10155-RA 	 1	 4962997	 4963062	1
GA10155-RA 	 2	 4963305	 4963363	1
GA10155-RA 	 3	 4963497	 4963562	1
GA10155-RA 	 4	 4964019	 4964077	1
GA10155-RA 	 5	 4964324	 4964450	1
GA10155-RA 	 6	 4964678	 4964863	1
GA10157-RA 	 1	 4967064	 4967125	1
GA10157-RA 	 2	 4967282	 4967588	1
GA10161-RA 	 1	 4969794	 4969860	1
GA10161-RA 	 2	 4970055	 4970117	1
GA10161-RA 	 3	 4970388	 4970455	1
GA10161-RA 	 4	 4970884	 4970950	1
GA10161-RA 	 5	 4971681	 4971742	1
GA10161-RA 	 6	 4972055	 4972114	1
GA10163-RA 	 1	 2753410	 2753485	1
GA10166-RA 	 1	15136922	15136980	1
GA10166-RA 	 2	15137118	15137176	1
GA10166-RA 	 3	15137375	15137429	1
GA10166-RA 	 4	15138266	15138315	1
GA10183-RA 	 1	13266678	13266741	1
GA10189-RA 	 1	13276404	13276466	1
GA10190-RA 	 1	13278398	13278460	1
GA10197-RA 	 1	13316032	13316093	1
GA10197-RA 	 2	13316230	13316292	1
GA10197-RA 	 3	13316583	13316641	1
GA10197-RA 	 4	13318433	13318496	1
GA10198-RA 	 1	13322373	13322451	1
GA10198-RA 	 2	13322518	13322707	1
GA10198-RA 	 3	13323005	13323063	1
GA10204-RB 	 1	 8784183	 8784238	1
GA10235-RC 	 1	 2954662	 2954714	1
GA10235-RC 	 2	 2955300	 2955369	1
GA10239-RA 	 1	 9121343	 9121402	1
GA10239-RA 	 2	 9121976	 9122024	1
GA10239-RA 	 3	 9122637	 9122772	1
GA10241-RA 	 1	 2973349	 2973541	1
GA10242-RA 	 1	 2988564	 2988628	1
GA10254-RA 	 1	 7661312	 7661423	1
GA10260-RA 	 1	 8917991	 8918057	1
GA10289-RA 	 1	14868735	14868805	1
GA10289-RA 	 2	14868941	14869004	1
GA10289-RA 	 3	14869515	14869576	1
GA10289-RA 	 4	14870060	14870587	1
GA10291-RF 	 1	 8951910	 8952215	2
GA10291-RF 	 2	 8952299	 8956509	2
GA10291-RF 	 3	 8956596	 8956673	2
GA10291-RF 	 4	 8956938	 8959547	2
GA10291-RF 	 5	 8960083	 8960265	2
GA10291-RF 	 6	 8960518	 8960595	2
GA10291-RF 	 7	 8960753	 8960821	2
GA10297-RA 	 1	   14986	   15042	1
GA10315-RA 	 1	15779906	15780162	1
GA10315-RA 	 2	15780313	15780377	1
GA10319-RA 	 1	15735605	15735721	1
GA10319-RA 	 2	15736222	15736344	1
GA10319-RA 	 3	15736453	15744850	1
GA10319-RA 	 4	15744914	15745474	1
GA10327-RA 	 1	 2787287	 2787350	1
GA10330-RA 	 1	   24321	   24377	1
GA10330-RA 	 2	   24793	   54731	1
GA10330-RA 	 3	   54887	   69368	1
GA10355-RE 	 1	15558050	15558124	1
GA10355-RE 	 2	15558290	15561131	1
GA10355-RE 	 3	15561705	15562331	1
GA10355-RE 	 4	15562474	15577408	1
GA10355-RE 	 5	15577541	15652032	1
GA10359-RA 	 1	 3645281	 3645345	1
GA10359-RA 	 2	 3646295	 3646360	1
GA10359-RA 	 3	 3648751	 3648807	1
GA10359-RA 	 4	 3649039	 3649550	1
GA10372-RA 	 1	17595873	17595935	1
GA10372-RA 	 2	17596338	17597402	1
GA10376-RA 	 1	17593961	17594026	1
GA10376-RA 	 2	17594469	17594523	1
GA10380-RA 	 1	17158545	17158598	1
GA10380-RA 	 2	17158703	17158756	1
GA10380-RA 	 3	17158822	17158874	1
GA10384-RA 	 1	17578859	17579081	1
GA10384-RA 	 2	17579252	17579307	1
GA10479-RA 	 1	12336470	12336525	1
GA10479-RA 	 2	12337408	12337468	1
GA10531-RT 	 1	 9896356	 9896433	1
GA10531-RT 	 2	 9896557	 9897040	1
GA10531-RT 	 3	 9897143	 9897206	1
GA10531-RT 	 4	 9897387	 9897447	1
GA10531-RT 	 5	 9897658	 9898229	1
GA10531-RT 	 6	 9898442	 9898517	1
GA10531-RT 	 7	 9898936	 9899067	1
GA10531-RT 	 8	 9899095	 9899330	1
GA10531-RT 	 9	 9899568	 9899694	1
GA10531-RT 	10	 9900173	 9901038	1
GA10531-RT 	11	 9901199	 9901257	1
GA10531-RT 	12	 9901366	 9901430	1
GA10531-RT 	13	 9901587	 9902666	1
GA10543-RA 	 1	 4800400	 4800458	1
GA10543-RA 	 2	 4800538	 4800592	1
GA10563-RA 	 1	 5834191	 5834250	1
GA10564-RA 	 1	19401103	19401162	1
GA10572-RA 	 1	14379761	14380339	1
GA10572-RA 	 2	14380572	14380637	1
GA10572-RA 	 3	14380778	14380844	1
GA10572-RA 	 4	14381017	14381081	1
GA10576-RA 	 1	  645842	  645920	1
GA10593-RE 	 1	13904436	13906022	1
GA10593-RE 	 2	13906227	13906549	1
GA10593-RE 	 3	13906562	13907208	1
GA10593-RE 	 4	13907287	13907354	1
GA10593-RE 	 5	13907744	13907807	1
GA10593-RE 	 6	13908333	13908402	1
GA10593-RE 	 7	13908528	13908583	1
GA10593-RE 	 8	13910007	13910073	1
GA10593-RE 	 9	13910678	13911199	1
GA10593-RE 	10	13911300	13912802	1
GA10593-RE 	11	13913008	13913071	1
GA10593-RE 	12	13913832	13913888	1
GA10593-RE 	13	13915061	13915284	1
GA10593-RE 	14	13915480	13915558	1
GA10593-RE 	15	13915675	13915754	1
GA10593-RE 	16	13918034	13918104	1
GA10593-RE 	17	13918585	13918835	1
GA10593-RE 	18	13918974	13919143	1
GA10593-RE 	19	13919431	13919501	1
GA10593-RE 	20	13921600	13921791	1
GA10593-RE 	21	13921905	13922680	1
GA10593-RE 	22	13923027	13923094	1
GA10593-RE 	23	13923116	13923211	1
GA10593-RE 	24	13923513	13923801	1
GA10593-RE 	25	13923937	13923992	1
GA10593-RE 	26	13924413	13924483	1
GA10593-RE 	27	13924686	13924748	1
GA10623-RD 	 1	 4656427	 4656507	1
GA10623-RD 	 2	 4656630	 4656692	1
GA10623-RD 	 3	 4657348	 4657424	1
GA10623-RD 	 4	 4657860	 4658164	1
GA10623-RD 	 5	 4658731	 4659713	1
GA10623-RD 	 6	 4664139	 4664202	1
GA10623-RD 	 7	 4664245	 4664496	1
GA10623-RD 	 8	 4664542	 4664631	1
GA10623-RD 	 9	 4664698	 4664760	1
GA10623-RD 	10	 4665118	 4665237	1
GA10623-RD 	11	 4665511	 4665586	1
GA10623-RD 	12	 4666923	 4666986	1
GA10623-RD 	13	 4667700	 4667758	1
GA10623-RD 	14	 4668259	 4668641	1
GA10623-RD 	15	 4668888	 4668965	1
GA10629-RA 	 1	 7537157	 7537219	1
GA10635-RA 	 1	 6408797	 6408869	1
GA10636-RA 	 1	 6413391	 6413449	1
GA10637-RA 	 1	 6476606	 6476968	1
GA10639-RB 	 1	 6656681	 6656738	1
GA10639-RB 	 2	 6656926	 6656989	1
GA10639-RB 	 3	 6657127	 6657668	1
GA10647-RA 	 1	 8006524	 8011959	1
GA10653-RB 	 1	10692787	10714814	1
GA10653-RB 	 2	10715057	10717812	1
GA10653-RB 	 3	10718080	10719913	1
GA10653-RB 	 4	10723091	10723157	1
GA10653-RB 	 5	10723474	10723533	1
GA10653-RB 	 6	10723665	10723717	1
GA10653-RB 	 7	10723886	10723949	1
GA10654-RA 	 1	 4766937	 4766999	1
GA10665-RA 	 1	14873020	14873082	1
GA10665-RA 	 2	14874259	14874324	1
GA10665-RA 	 3	14875256	14875394	1
GA10679-RB 	 1	 8918991	 8919038	1
GA10679-RB 	 2	 8919240	 8919302	1
GA10679-RB 	 3	 8919585	 8919644	1
GA10679-RB 	 4	 8919761	 8919816	1
GA10679-RB 	 5	 8919906	 8919958	1
GA10679-RB 	 6	 8920545	 8920606	1
GA10702-RA 	 1	10004572	10004721	1
GA10702-RA 	 2	10004793	10004850	1
GA10710-RB 	 1	12683068	12683122	1
GA10723-RA 	 1	13170019	13174666	1
GA10723-RA 	 2	13174720	13174769	1
GA10723-RA 	 3	13175002	13175060	1
GA10723-RA 	 4	13175272	13175336	1
GA10726-RA 	 1	17733339	17733404	1
GA10726-RA 	 2	17733927	17733986	1
GA10726-RA 	 3	17735058	17735113	1
GA10731-RA 	 1	 9149323	 9149387	1
GA10731-RA 	 2	 9149514	 9149587	1
GA10733-RB 	 1	19351080	19351162	1
GA10733-RB 	 2	19352192	19352265	1
GA10733-RB 	 3	19352779	19352833	1
GA10737-RA 	 1	  199373	  202576	1
GA10737-RA 	 2	  202766	  208232	1
GA10737-RA 	 3	  208988	  209057	1
GA10737-RA 	 4	  209211	  209273	1
GA10737-RA 	 5	  209543	  209601	1
GA10744-RB 	 1	19382146	19386218	1
GA10744-RB 	 2	19389033	19389088	1
GA10745-RB 	 1	 4994242	 4994323	1
GA10745-RB 	 2	 4994580	 4994641	1
GA10748-RC 	 1	 1354088	 1377895	1
GA10748-RC 	 2	 1378503	 1380020	1
GA10748-RC 	 3	 1380135	 1381225	1
GA10748-RC 	 4	 1381355	 1381441	1
GA10748-RC 	 5	 1381646	 1381713	1
GA10758-RA 	 1	17737186	17737368	1
GA10758-RA 	 2	17737681	17737748	1
GA10758-RA 	 3	17737897	17737962	1
GA10758-RA 	 4	17738146	17738219	1
GA10760-RA 	 1	 1445494	 1455684	1
GA10760-RA 	 2	 1458187	 1458260	1
GA10760-RA 	 3	 1458425	 1458478	1
GA10760-RA 	 4	 1458602	 1458654	1
GA10760-RA 	 5	 1459324	 1459394	1
GA10760-RA 	 6	 1459556	 1459619	1
GA10760-RA 	 7	 1459762	 1459837	1
GA10763-RB 	 1	 1549710	 1549774	1
GA10763-RB 	 2	 1550599	 1550659	1
GA10763-RB 	 3	 1551134	 1551198	1
GA10763-RB 	 4	 1551463	 1552043	1
GA10763-RB 	 5	 1552167	 1552240	1
GA10763-RB 	 6	 1552595	 1552655	1
GA10765-RA 	 1	 8622134	 8622195	1
GA10770-RA 	 1	 1618816	 1618907	1
GA10770-RA 	 2	 1619119	 1619241	1
GA10770-RA 	 3	 1619370	 1619632	1
GA10770-RA 	 4	 1619738	 1619995	1
GA10770-RA 	 5	 1620052	 1627545	1
GA10772-RA 	 1	 1631986	 1632039	1
GA10773-RA 	 1	 1634283	 1634349	1
GA10774-RA 	 1	 6702474	 6702532	1
GA10774-RA 	 2	 6702692	 6702750	1
GA10774-RA 	 3	 6703047	 6703101	1
GA10774-RA 	 4	 6703571	 6703641	1
GA10776-RC 	 1	12396487	12396667	1
GA10782-RA 	 1	 8618073	 8618138	1
GA10782-RA 	 2	 8618294	 8618348	1
GA10782-RA 	 3	 8618939	 8618998	1
GA10782-RA 	 4	 8619389	 8619448	1
GA10784-RB 	 1	 8604242	 8604302	2
GA10784-RB 	 2	 8604389	 8604454	2
GA10784-RB 	 3	 8604602	 8604667	2
GA10784-RB 	 4	 8605856	 8605926	2
GA10784-RB 	 5	 8606333	 8616452	2
GA10787-RA 	 1	12393580	12393646	1
GA10787-RA 	 2	12393820	12393885	1
GA10787-RA 	 3	12394315	12394386	1
GA10787-RA 	 4	12394735	12394792	1
GA10789-RA 	 1	 6690568	 6690685	1
GA10789-RA 	 2	 6690971	 6691025	1
GA10789-RA 	 3	 6692105	 6692168	1
GA10804-RB 	 1	 8607240	 8607293	2
GA10804-RB 	 2	 8607383	 8607467	2
GA10814-RC 	 1	19289964	19290144	1
GA10816-RA 	 1	  246023	  246094	1
GA10817-RB 	 1	 8634548	 8635192	1
GA10817-RB 	 2	 8635433	 8635501	1
GA10822-RA 	 1	 1718462	 1719181	1
GA10822-RA 	 2	 1719373	 1719501	1
GA10824-RA 	 1	 1729453	 1729517	1
GA10828-RA 	 1	 5522308	 5522506	1
GA10830-RB 	 1	 5516281	 5516355	1
GA10830-RB 	 2	 5516889	 5517742	1
GA10830-RB 	 3	 5517958	 5518033	1
GA10831-RA 	 1	 5515048	 5515105	1
GA10832-RA 	 1	 5494798	 5494876	1
GA10832-RA 	 2	 5495012	 5495076	1
GA10832-RA 	 3	 5495425	 5495494	1
GA10832-RA 	 4	 5496365	 5496420	1
GA10832-RA 	 5	 5496850	 5496913	1
GA10832-RA 	 6	 5497085	 5497145	1
GA10832-RA 	 7	 5497449	 5497520	1
GA10832-RA 	 8	 5501255	 5501316	1
GA10832-RA 	 9	 5501606	 5503045	1
GA10832-RA 	10	 5503413	 5503613	1
GA10832-RA 	11	 5503887	 5504709	1
GA10832-RA 	12	 5504832	 5504906	1
GA10832-RA 	13	 5505245	 5505393	1
GA10835-RC 	 1	 9853953	 9854016	1
GA10835-RC 	 2	 9854399	 9855212	1
GA10835-RC 	 3	 9855321	 9855391	1
GA10839-RA 	 1	 8707820	 8707885	1
GA10840-RD 	 1	14903289	14903713	1
GA10840-RD 	 2	14904291	14906542	1
GA10840-RD 	 3	14906834	14907572	1
GA10840-RD 	 4	14908470	14908531	1
GA10840-RD 	 5	14908593	14908667	1
GA10840-RD 	 6	14908871	14908939	1
GA10840-RD 	 7	14909435	14909502	1
GA10840-RD 	 8	14909665	14909734	1
GA10840-RD 	 9	14909880	14912866	1
GA10840-RD 	10	14912979	14913616	1
GA10840-RD 	11	14913641	14913701	1
GA10842-RA 	 1	17730140	17730789	1
GA10842-RA 	 2	17730986	17731055	1
GA10842-RA 	 3	17732296	17732360	1
GA10844-RA 	 1	 7816945	 7817000	1
GA10845-RA 	 1	17999475	17999541	1
GA10845-RA 	 2	17999651	17999710	1
GA10849-RA 	 1	12752581	12752641	1
GA10852-RA 	 1	 6572855	 6572918	1
GA10856-RA 	 1	 6564567	 6564621	1
GA10856-RA 	 2	 6564992	 6565047	1
GA10856-RA 	 3	 6566132	 6566192	1
GA10856-RA 	 4	 6566374	 6566440	1
GA10856-RA 	 5	 6566724	 6566790	1
GA10856-RA 	 6	 6567368	 6567431	1
GA10856-RA 	 7	 6568045	 6568121	1
GA10856-RA 	 8	 6568848	 6568911	1
GA10860-RA 	 1	 6482642	 6482730	1
GA10860-RA 	 2	 6483100	 6483167	1
GA10860-RA 	 3	 6483290	 6483348	1
GA10870-RA 	 1	 2792336	 2792401	1
GA10893-RB 	 1	 7684178	 7684644	1
GA10893-RB 	 2	 7685513	 7685574	1
GA10893-RB 	 3	 7685665	 7685723	1
GA10893-RB 	 4	 7686764	 7686816	1
GA10893-RB 	 5	 7687037	 7687223	1
GA10893-RB 	 6	 7691110	 7691172	1
GA10895-RB 	 1	 9431046	 9431126	1
GA10895-RB 	 2	 9431210	 9431288	1
GA10895-RB 	 3	 9431442	 9431522	1
GA10897-RA 	 1	 9415476	 9415836	1
GA10899-RC 	 1	 9383042	 9383105	1
GA10899-RC 	 2	 9383217	 9383282	1
GA10899-RC 	 3	 9383467	 9383526	1
GA10899-RC 	 4	 9383846	 9383908	1
GA10899-RC 	 5	 9384378	 9384456	1
GA10899-RC 	 6	 9384640	 9387007	1
GA10901-RA 	 1	14837276	14837333	1
GA10902-RA 	 1	 1709194	 1709947	1
GA10902-RA 	 2	 1710137	 1710220	1
GA10902-RA 	 3	 1710407	 1710460	1
GA10902-RA 	 4	 1710662	 1710730	1
GA10909-RA 	 1	 8446824	 8446982	1
GA10909-RA 	 2	 8448771	 8449152	1
GA10982-RA 	 1	18586364	18586436	1
GA10982-RA 	 2	18586596	18589712	1
GA10982-RA 	 3	18589798	18589886	1
GA10988-RA 	 1	17255161	17255227	1
GA10988-RA 	 2	17255426	17255488	1
GA10988-RA 	 3	17256711	17256764	1
GA10988-RA 	 4	17257329	17257392	1
GA10988-RA 	 5	17257539	17257595	1
GA10990-RC 	 1	17252405	17252460	1
GA10990-RC 	 2	17253905	17253961	1
GA10990-RC 	 3	17254261	17254319	1
GA10993-RA 	 1	 4859219	 4859278	1
GA11023-RA 	 1	15534211	15534264	1
GA11023-RA 	 2	15535132	15535184	1
GA11023-RA 	 3	15535282	15535356	1
GA11023-RA 	 4	15535463	15535588	1
GA11026-RA 	 1	 2044035	 2044090	1
GA11141-RA 	 1	11709991	11710080	1
GA11141-RA 	 2	11710595	11711062	1
GA11141-RA 	 3	11711382	11711451	1
GA11141-RA 	 4	11712140	11712200	1
GA11181-RA 	 1	16240381	16240540	1
GA11181-RA 	 2	16240653	16240705	1
GA11181-RA 	 3	16240794	16240846	1
GA11181-RA 	 4	16240944	16240999	1
GA11181-RA 	 5	16241116	16241180	1
GA11183-RC 	 1	16282617	16282685	1
GA11183-RC 	 2	16282798	16282867	1
GA11183-RC 	 3	16283262	16283324	1
GA11183-RC 	 4	16283546	16283612	1
GA11183-RC 	 5	16283765	16283829	1
GA11183-RC 	 6	16283943	16284004	1
GA11183-RC 	 7	16284187	16284254	1
GA11183-RC 	 8	16284446	16284519	1
GA11183-RC 	 9	16284685	16285072	1
GA11192-RB 	 1	16249879	16249946	1
GA11192-RB 	 2	16250184	16250243	1
GA11193-RB 	 1	 9687417	 9687472	1
GA11193-RB 	 2	 9687771	 9687846	1
GA11193-RB 	 3	 9688612	 9688667	1
GA11193-RB 	 4	 9688996	 9689059	1
GA11193-RB 	 5	 9689241	 9689304	1
GA11198-RA 	 1	 9732374	 9732436	1
GA11198-RA 	 2	 9732486	 9732558	1
GA11199-RA 	 1	 9833701	 9833759	1
GA11199-RA 	 2	 9834900	 9834950	1
GA11204-RA 	 1	12746713	12746780	1
GA11205-RD 	 1	 8896125	 8896208	1
GA11205-RD 	 2	 8896766	 8896839	1
GA11205-RD 	 3	 8897863	 8898049	1
GA11205-RD 	 4	 8898251	 8898549	1
GA11205-RD 	 5	 8898859	 8899159	1
GA11210-RA 	 1	13997652	13997719	1
GA11210-RA 	 2	13998160	13998225	1
GA11210-RA 	 3	13998471	13998528	1
GA11210-RA 	 4	13998982	13999045	1
GA11210-RA 	 5	13999177	13999258	1
GA11211-RB 	 1	 5400483	 5400544	1
GA11211-RB 	 2	 5401407	 5402395	1
GA11211-RB 	 3	 5402630	 5402687	1
GA11212-RA 	 1	 5387160	 5387225	1
GA11246-RA 	 1	12122975	12123048	1
GA11246-RA 	 2	12123357	12123423	1
GA11246-RA 	 3	12123623	12123689	1
GA11246-RA 	 4	12123939	12124612	1
GA11258-RE 	 1	16109633	16109704	1
GA11258-RE 	 2	16109776	16109852	1
GA11258-RE 	 3	16109949	16110008	1
GA11258-RE 	 4	16110249	16110316	1
GA11258-RE 	 5	16110832	16110892	1
GA11258-RE 	 6	16111457	16111515	1
GA11258-RE 	 7	16111603	16111668	1
GA11258-RE 	 8	16112231	16112563	1
GA11258-RE 	 9	16112787	16112874	1
GA11261-RA 	 1	16102069	16102130	1
GA11261-RA 	 2	16102629	16102685	1
GA11261-RA 	 3	16102990	16103053	1
GA11261-RA 	 4	16103612	16103668	1
GA11261-RA 	 5	16104450	16104504	1
GA11265-RB 	 1	16045824	16046540	1
GA11265-RB 	 2	16046606	16047167	1
GA11265-RB 	 3	16047175	16048001	1
GA11265-RB 	 4	16049901	16049962	1
GA11265-RB 	 5	16057302	16058031	1
GA11272-RC 	 1	10001485	10001541	1
GA11272-RC 	 2	10001720	10001853	1
GA11272-RC 	 3	10002185	10002242	1
GA11272-RC 	 4	10002978	10003037	1
GA11291-RH 	 1	 9961743	 9961824	1
GA11291-RH 	 2	 9962271	 9962330	1
GA11291-RH 	 3	 9962484	 9962544	1
GA11291-RH 	 4	 9962904	 9962968	1
GA11291-RH 	 5	 9963100	 9964390	1
GA11291-RH 	 6	 9964566	 9964621	1
GA11291-RH 	 7	 9964672	 9964983	1
GA11291-RH 	 8	 9967987	 9968216	1
GA11291-RH 	 9	 9968439	 9968559	1
GA11291-RH 	10	 9968662	 9968774	1
GA11291-RH 	11	 9968937	 9969189	1
GA11291-RH 	12	 9969301	 9969367	1
GA11297-RB 	 1	 7414044	 7414681	1
GA11297-RB 	 2	 7414892	 7415663	1
GA11297-RB 	 3	 7416332	 7416392	1
GA11297-RB 	 4	 7416754	 7416816	1
GA11297-RB 	 5	 7417201	 7417268	1
GA11297-RB 	 6	 7417450	 7417516	1
GA11297-RB 	 7	 7417846	 7417907	1
GA11297-RB 	 8	 7418008	 7418063	1
GA11297-RB 	 9	 7418167	 7418230	1
GA11297-RB 	10	 7418421	 7418483	1
GA11297-RB 	11	 7418577	 7418635	1
GA11400-RA 	 1	 6555837	 6555900	1
GA11400-RA 	 2	 6556005	 6556086	1
GA11404-RA 	 1	18079627	18083137	1
GA11404-RA 	 2	18083730	18083783	1
GA11404-RA 	 3	18084280	18084347	1
GA11404-RA 	 4	18085125	18085177	1
GA11404-RA 	 5	18086515	18086577	1
GA11404-RA 	 6	18086704	18086759	1
GA11404-RA 	 7	18087098	18087169	1
GA11404-RA 	 8	18087415	18087480	1
GA11422-RA 	 1	 6137855	 6137927	1
GA11423-RA 	 1	 6139062	 6139111	1
GA11423-RA 	 2	 6139209	 6139266	1
GA11423-RA 	 3	 6139532	 6139586	1
GA11425-RB 	 1	10922868	10923380	1
GA11425-RB 	 2	10923897	10923967	1
GA11425-RB 	 3	10924468	10924524	1
GA11425-RB 	 4	10924766	10924822	1
GA11425-RB 	 5	10925007	10925232	1
GA11426-RA 	 1	10919068	10919132	1
GA11426-RA 	 2	10919270	10919340	1
GA11426-RA 	 3	10919639	10919702	1
GA11426-RA 	 4	10919823	10920027	1
GA11426-RA 	 5	10920117	10920279	1
GA11428-RA 	 1	10917055	10917107	1
GA11428-RA 	 2	10918081	10918131	1
