IG_Region	Beg	End
Region_0189	 1635661	 1636071
Region_0190	 1639963	 1641829
Region_0191	 1647563	 1648546
Region_0192	 1652981	 1654398
Region_0193	 1655779	 1656203
Region_0194	 1661307	 1688449
Region_0195	 1689425	 1690950
Region_0196	 1691684	 1695313
Region_0197	 1697132	 1702267
Region_0198	 1707431	 1709061
Region_0199	 1710971	 1711221
Region_0200	 1712561	 1718275
Region_0201	 1719776	 1722201
Region_0202	 1724193	 1724929
Region_0203	 1725962	 1726534
Region_0204	 1729137	 1729194
Region_0205	 1730805	 1731316
Region_0206	 1732748	 1733355
Region_0207	 1734401	 1735210
Region_0208	 1740166	 1740669
Region_0209	 1741976	 1742346
Region_0210	 1743727	 1747613
Region_0211	 1755594	 1756226
Region_0212	 1757666	 1760393
Region_0213	 1763997	 1769924
Region_0214	 1771496	 1775567
Region_0215	 1778057	 1778395
Region_0216	 1780435	 1782923
Region_0217	 1783244	 1783923
Region_0218	 1788304	 1788569
Region_0219	 1789970	 1790756
Region_0220	 1791531	 1812683
Region_0221	 1814267	 1815072
Region_0222	 1816231	 1816319
Region_0223	 1817098	 1817856
Region_0224	 1820250	 1820714
Region_0225	 1820985	 1821303
Region_0226	 1822477	 1822579
Region_0227	 1823058	 1828099
Region_0228	 1829120	 1829640
Region_0229	 1832435	 1833742
Region_0230	 1834648	 1835327
Region_0231	 1835905	 1841220
Region_0232	 1848418	 1852096
Region_0233	 1854740	 1859369
Region_0234	 1862588	 1865858
Region_0235	 1867997	 1872401
Region_0236	 1901131	 1906321
Region_0237	 1908043	 1911775
Region_0238	 1914692	 1921831
Region_0239	 1927047	 1931793
Region_0240	 1932935	 1933323
Region_0241	 1933854	 1934384
Region_0242	 1935862	 1936884
Region_0243	 1937611	 1938811
Region_0244	 1939590	 1939745
Region_0245	 1941452	 1943329
Region_0246	 1947061	 1956130
Region_0247	 1960708	 1962158
Region_0248	 1963683	 1965299
Region_0249	 1966309	 1968819
Region_0250	 1969686	 1969892
Region_0251	 1971559	 1973511
Region_0252	 1975264	 1977710
Region_0253	 1980511	 1991246
Region_0254	 1993393	 1994643
Region_0255	 2021424	 2025735
Region_0256	 2027468	 2028044
Region_0257	 2031695	 2033406
Region_0258	 2033938	 2034367
Region_0259	 2037131	 2037978
Region_0260	 2040266	 2040890
Region_0261	 2042533	 2043217
Region_0262	 2045302	 2045504
Region_0263	 2046129	 2047943
Region_0264	 2103026	 2106686
Region_0265	 2107113	 2108067
Region_0266	 2110922	 2115997
Region_0267	 2117603	 2130219
Region_0268	 2131947	 2135503
Region_0269	 2135780	 2136067
Region_0270	 2136806	 2137773
Region_0271	 2139144	 2139339
Region_0272	 2140738	 2146548
Region_0273	 2149146	 2219267
Region_0274	 2263626	 2267498
Region_0275	 2271055	 2288478
Region_0276	 2295506	 2299084
Region_0277	 2299571	 2301272
Region_0278	 2301639	 2302996
Region_0279	 2303404	 2304623
Region_0280	 2305026	 2306003
Region_0281	 2309294	 2311296
Region_0282	 2313580	 2314196
Region_0283	 2316218	 2317149
Region_0284	 2318972	 2319252
Region_0285	 2321119	 2323344
Region_0286	 2325156	 2325665
Region_0287	 2327598	 2328483
Region_0288	 2330475	 2331292
Region_0289	 2333470	 2333615
Region_0290	 2335553	 2338224
Region_0291	 2339849	 2340554
Region_0292	 2342527	 2343966
Region_0293	 2387332	 2411758
Region_0294	 2412113	 2425239
Region_0295	 2427059	 2437810
Region_0296	 2439142	 2475664
Region_0297	 2477297	 2486740
Region_0298	 2490423	 2490765
Region_0299	 2491345	 2491517
Region_0300	 2492918	 2494938
Region_0301	 2500359	 2506223
Region_0302	 2507567	 2527486
Region_0303	 2544699	 2550686
Region_0304	 2551192	 2552826
Region_0305	 2568849	 2585354
Region_0306	 2586416	 2586642
Region_0307	 2588704	 2589128
Region_0308	 2591456	 2593677
Region_0309	 2599792	 2605099
Region_0310	 2606968	 2612508
Region_0311	 2663241	 2667640
Region_0312	 2668031	 2679595
Region_0313	 2680275	 2680514
Region_0314	 2682674	 2683215
Region_0315	 2683951	 2684028
Region_0316	 2684219	 2685448
Region_0317	 2693708	 2699528
Region_0318	 2702079	 2706125
Region_0319	 2707285	 2710405
Region_0320	 2720232	 2724240
Region_0321	 2728438	 2739469
Region_0322	 2740472	 2750384
Region_0323	 2754229	 2754485
Region_0324	 2757166	 2759003
Region_0325	 2759872	 2761039
Region_0326	 2761724	 2762255
Region_0327	 2769096	 2770012
Region_0328	 2771585	 2772243
Region_0329	 2772818	 2774176
Region_0330	 2774820	 2775088
Region_0331	 2776210	 2776684
Region_0332	 2777842	 2780867
Region_0333	 2795555	 2807395
Region_0334	 2828978	 2846481
Region_0335	 2858905	 2860427
Region_0336	 2860914	 2861041
Region_0337	 2861255	 2862132
Region_0338	 2862594	 2862737
Region_0339	 2863124	 2864343
Region_0340	 2901727	 2901982
Region_0341	 2902664	 2902834
Region_0342	 2906205	 2906428
Region_0343	 2907386	 2907653
Region_0344	 2912532	 2912834
Region_0345	 2913291	 2914289
Region_0346	 2916368	 2916615
Region_0347	 2917282	 2917690
Region_0348	 2919113	 2919207
Region_0349	 2920489	 2923200
Region_0350	 2927724	 2929652
Region_0351	 2930991	 2932081
Region_0352	 2933420	 2936047
Region_0353	 2939553	 2941812
Region_0354	 2942695	 2943360
Region_0355	 2944248	 2950426
Region_0356	 2953474	 2956034
Region_0357	 2962975	 2964058
Region_0358	 2965540	 2966804
Region_0359	 2967651	 2968127
Region_0360	 2972073	 2988293
Region_0361	 2990654	 2990799
Region_0362	 2993063	 2995150
Region_0363	 3005846	 3007224
Region_0364	 3008444	 3016948
Region_0365	 3023476	 3026091
Region_0366	 3028285	 3028572
Region_0367	 3030701	 3030719
Region_0368	 3033536	 3034332
Region_0369	 3036279	 3036428
Region_0370	 3038148	 3039197
Region_0371	 3041080	 3043061
Region_0372	 3044209	 3044343
Region_0373	 3048743	 3049589
Region_0374	 3051498	 3053839
Region_0375	 3055844	 3056461
Region_0376	 3057048	 3057269
Region_0377	 3059510	 3059785
Region_0378	 3065736	 3066600
Region_0379	 3071429	 3073564
Region_0380	 3074376	 3074844
Region_0381	 3083249	 3084505
Region_0382	 3086433	 3087039
Region_0383	 3088522	 3089461
Region_0384	 3090196	 3097006
Region_0385	 3108106	 3109297
Region_0386	 3117939	 3118669
Region_0387	 3123091	 3130811
Region_0388	 3148450	 3150059
Region_0389	 3152166	 3157311
Region_0390	 3160874	 3164493
Region_0391	 3169105	 3170577
Region_0392	 3171827	 3172167
Region_0393	 3174823	 3174886
Region_0394	 3176275	 3177496
Region_0395	 3178174	 3178822
Region_0396	 3181920	 3194841
Region_0397	 3196859	 3201861
Region_0398	 3202974	 3206887
Region_0399	 3208406	 3237155
Region_0400	 3244002	 3246432
Region_0401	 3293795	 3295126
Region_0402	 3296192	 3302881
Region_0403	 3310720	 3317183
Region_0404	 3317971	 3338353
Region_0405	 3340550	 3342325
Region_0406	 3344522	 3345820
Region_0407	 3346356	 3346641
Region_0408	 3347431	 3367732
Region_0409	 3369372	 3373716
Region_0410	 3382466	 3383974
Region_0411	 3395769	 3407491
Region_0412	 3409974	 3419552
Region_0413	 3424643	 3431866
Region_0414	 3439956	 3482522
Region_0415	 3483656	 3495362
Region_0416	 3497260	 3503124
Region_0417	 3504293	 3514217
Region_0418	 3515547	 3515829
Region_0419	 3519962	 3522877
Region_0420	 3523850	 3524679
Region_0421	 3529885	 3531468
Region_0422	 3532772	 3534557
Region_0423	 3535535	 3555431
Region_0424	 3557470	 3593014
Region_0425	 3606554	 3608530
Region_0426	 3611030	 3611049
Region_0427	 3614713	 3614912
Region_0428	 3615672	 3616799
Region_0429	 3619039	 3620146
Region_0430	 3620497	 3622410
Region_0431	 3622880	 3623500
Region_0432	 3624599	 3637780
Region_0433	 3638356	 3639927
Region_0434	 3642023	 3649587
Region_0435	 3650158	 3651469
Region_0436	 3652334	 3728726
Region_0437	 3782108	 3816234
Region_0438	 3816881	 3821915
Region_0439	 3822421	 3822516
Region_0440	 3822751	 3830837
Region_0441	 3831219	 3845921
Region_0442	 3846390	 3853236
Region_0443	 3853623	 3854297
Region_0444	 3855124	 3855557
Region_0445	 3856117	 3856842
Region_0446	 3858322	 3859321
Region_0447	 3859637	 3859942
Region_0448	 3860644	 3866482
Region_0449	 3866858	 3867007
Region_0450	 3867480	 3867786
Region_0451	 3868525	 3868971
Region_0452	 3869770	 3870046
Region_0453	 3870492	 3871293
Region_0454	 3871750	 3872325
Region_0455	 3874066	 3875576
Region_0456	 3878513	 3878895
Region_0457	 3882486	 3883201
Region_0458	 3886931	 3887145
Region_0459	 3888142	 3888482
Region_0460	 3890817	 3891026
Region_0461	 3894570	 3904879
Region_0462	 3915617	 3917606
Region_0463	 3918449	 3918930
Region_0464	 3919704	 3920059
Region_0465	 3923097	 3923765
Region_0466	 3925417	 3926945
Region_0467	 3933684	 3935317
Region_0468	 3936930	 3940330
Region_0469	 3941736	 3941888
Region_0470	 3943247	 3943508
Region_0471	 3944757	 3959727
Region_0472	 3964168	 3969487
Region_0473	 3971471	 3972633
Region_0474	 3976972	 3978237
Region_0475	 3981270	 3981996
Region_0476	 3982488	 3982751
Region_0477	 3983258	 3989958
Region_0478	 3993888	 3996597
Region_0479	 3997563	 3998504
Region_0480	 3998834	 3999444
Region_0481	 4002246	 4013042
Region_0482	 4018854	 4027482
Region_0483	 4028435	 4028910
Region_0484	 4029818	 4033933
Region_0485	 4065560	 4068298
Region_0486	 4076790	 4078432
Region_0487	 4078959	 4079092
Region_0488	 4079825	 4080867
Region_0489	 4084293	 4085127
Region_0490	 4085371	 4086862
Region_0491	 4088258	 4088934
Region_0492	 4090132	 4090296
Region_0493	 4093426	 4094443
Region_0494	 4095001	 4119932
Region_0495	 4120701	 4137980
Region_0496	 4159316	 4166157
Region_0497	 4166317	 4178479
Region_0498	 4179008	 4179384
Region_0499	 4180068	 4180526
Region_0500	 4181467	 4183183
Region_0501	 4184612	 4184933
Region_0502	 4185618	 4187376
Region_0503	 4193037	 4194946
Region_0504	 4196749	 4196877
Region_0505	 4198654	 4199026
Region_0506	 4200688	 4200777
Region_0507	 4201534	 4202248
Region_0508	 4202587	 4202800
Region_0509	 4207177	 4208310
Region_0510	 4214891	 4216372
Region_0511	 4217115	 4217869
Region_0512	 4218885	 4219371
Region_0513	 4219735	 4219823
Region_0514	 4221454	 4222438
Region_0515	 4225212	 4227150
Region_0516	 4239513	 4249049
Region_0517	 4250200	 4258105
Region_0518	 4259446	 4260290
Region_0519	 4261582	 4262850
Region_0520	 4263559	 4263986
Region_0521	 4266600	 4266834
Region_0522	 4267284	 4310902
Region_0523	 4315474	 4319719
Region_0524	 4321949	 4324114
Region_0525	 4325177	 4332635
Region_0526	 4334527	 4336931
Region_0527	 4345146	 4348484
Region_0528	 4352528	 4353753
Region_0529	 4354768	 4354971
Region_0530	 4355584	 4355757
Region_0531	 4356205	 4357090
Region_0532	 4357409	 4357594
Region_0533	 4357904	 4357971
Region_0534	 4358311	 4358391
Region_0535	 4359419	 4360508
Region_0536	 4361331	 4362285
Region_0537	 4362643	 4363965
Region_0538	 4364422	 4366219
Region_0539	 4366982	 4367273
Region_0540	 4367562	 4367904
Region_0541	 4368151	 4370345
Region_0542	 4370661	 4370923
Region_0543	 4372272	 4372626
Region_0544	 4373177	 4375860
Region_0545	 4376584	 4377131
Region_0546	 4379121	 4379622
Region_0547	 4380086	 4380938
Region_0548	 4381914	 4385422
Region_0549	 4386630	 4386991
Region_0550	 4390492	 4393349
Region_0551	 4394213	 4396767
Region_0552	 4397192	 4397765
Region_0553	 4398413	 4398714
Region_0554	 4399282	 4399924
Region_0555	 4404318	 4407738
Region_0556	 4408198	 4409132
Region_0557	 4411710	 4411720
Region_0558	 4413815	 4414005
Region_0559	 4415936	 4416155
Region_0560	 4416501	 4417008
Region_0561	 4418217	 4419880
Region_0562	 4420116	 4420206
Region_0563	 4420795	 4421297
Region_0564	 4423874	 4424209
Region_0565	 4425580	 4426749
Region_0566	 4451099	 4463668
Region_0567	 4464207	 4472508
Region_0568	 4473595	 4474288
Region_0569	 4475089	 4475301
Region_0570	 4476449	 4476701
Region_0571	 4478386	 4479786
Region_0572	 4485859	 4490260
Region_0573	 4494450	 4504270
Region_0574	 4505950	 4516454
Region_0575	 4517112	 4523053
Region_0576	 4526137	 4527435
Region_0577	 4527926	 4528179
Region_0578	 4531076	 4536235
Region_0579	 4584429	 4607105
Region_0580	 4611453	 4615576
Region_0581	 4626716	 4634734
Region_0582	 4649424	 4654346
Region_0583	 4656244	 4659812
Region_0584	 4668041	 4670398
Region_0585	 4671146	 4676649
Region_0586	 4685447	 4686262
Region_0587	 4687025	 4688193
Region_0588	 4691364	 4692241
Region_0589	 4693898	 4694128
Region_0590	 4695600	 4696912
Region_0591	 4701221	 4707313
Region_0592	 4707893	 4717555
Region_0593	 4718912	 4741353
Region_0594	 4742053	 4743750
Region_0595	 4745668	 4785559
Region_0596	 4786808	 4787152
Region_0597	 4787597	 4789889
Region_0598	 4799184	 4803775
Region_0599	 4804502	 4805146
Region_0600	 4805838	 4806530
Region_0601	 4807221	 4807718
Region_0602	 4808456	 4809149
Region_0603	 4809824	 4813438
Region_0604	 4813787	 4874844
Region_0605	 4875129	 4877299
Region_0606	 4877679	 4877844
Region_0607	 4878336	 4879043
Region_0608	 4879237	 4880715
Region_0609	 4880908	 4881662
Region_0610	 4882078	 4883038
Region_0611	 4883225	 4887885
Region_0612	 4889346	 4890804
Region_0613	 4891531	 4892820
Region_0614	 4893490	 4893682
Region_0615	 4894343	 4894765
Region_0616	 4895435	 4896226
Region_0617	 4896893	 4897116
Region_0618	 4897786	 4898510
Region_0619	 4899180	 4900181
Region_0620	 4900848	 4901225
Region_0621	 4902115	 4905597
Region_0622	 4909789	 4913393
Region_0623	 4915310	 4916494
Region_0624	 4920063	 4920739
Region_0625	 4928553	 4930926
Region_0626	 4934013	 4935643
Region_0627	 4936138	 4936380
Region_0628	 4939956	 4940209
Region_0629	 4941554	 4941573
Region_0630	 4943107	 4949414
Region_0631	 4963030	 4979381
Region_0632	 4980140	 4988159
Region_0633	 4989990	 4996390
Region_0634	 4997610	 4999407
Region_0635	 5006241	 5007747
Region_0636	 5009397	 5010212
Region_0637	 5012463	 5013744
Region_0638	 5014876	 5017892
Region_0639	 5032011	 5038052
Region_0640	 5038842	 5038919
Region_0641	 5039459	 5051200
Region_0642	 5055847	 5056572
Region_0643	 5061315	 5063547
Region_0644	 5065412	 5066596
Region_0645	 5069029	 5084603
Region_0646	 5091997	 5129830
Region_0647	 5133278	 5172012
Region_0648	 5173389	 5173794
Region_0649	 5175243	 5176539
Region_0650	 5177896	 5179704
Region_0651	 5180485	 5183141
Region_0652	 5183796	 5190189
Region_0653	 5191746	 5194505
Region_0654	 5196062	 5196503
Region_0655	 5198927	 5214278
Region_0656	 5217383	 5219979
Region_0657	 5236262	 5236941
Region_0658	 5237987	 5238429
Region_0659	 5240710	 5240832
Region_0660	 5241058	 5242045
Region_0661	 5243417	 5244060
Region_0662	 5245912	 5246050
Region_0663	 5247783	 5248224
Region_0664	 5251231	 5251720
Region_0665	 5254773	 5256082
Region_0666	 5260109	 5287945
Region_0667	 5362304	 5366645
Region_0668	 5368682	 5369359
Region_0669	 5378856	 5380850
Region_0670	 5381238	 5382639
Region_0671	 5393457	 5395966
Region_0672	 5397770	 5398024
Region_0673	 5399828	 5403939
Region_0674	 5406339	 5410452
Region_0675	 5422475	 5428772
Region_0676	 5431244	 5438018
Region_0677	 5439663	 5439751
Region_0678	 5441000	 5441251
Region_0679	 5441993	 5442439
Region_0680	 5443994	 5444312
Region_0681	 5449776	 5457352
Region_0682	 5461275	 5462162
Region_0683	 5463052	 5463639
Region_0684	 5466262	 5467840
Region_0685	 5472157	 5473029
Region_0686	 5474132	 5474341
Region_0687	 5477003	 5477470
Region_0688	 5482906	 5483504
Region_0689	 5484942	 5485297
Region_0690	 5486798	 5486894
Region_0691	 5488326	 5489740
Region_0692	 5508422	 5516316
Region_0693	 5516874	 5521215
Region_0694	 5521558	 5522387
Region_0695	 5523765	 5524073
Region_0696	 5526189	 5527401
Region_0697	 5530276	 5530778
Region_0698	 5531944	 5532252
Region_0699	 5533267	 5533318
Region_0700	 5534108	 5534575
Region_0701	 5535904	 5536460
Region_0702	 5537678	 5537847
Region_0703	 5538698	 5540062
Region_0704	 5544138	 5546892
Region_0705	 5548353	 5548970
Region_0706	 5550669	 5551201
Region_0707	 5551804	 5551941
Region_0708	 5553285	 5555070
Region_0709	 5556325	 5556858
Region_0710	 5558094	 5558366
Region_0711	 5561271	 5562024
Region_0712	 5582423	 5596009
Region_0713	 5603439	 5605180
Region_0714	 5609755	 5610371
Region_0715	 5611316	 5614215
Region_0716	 5617850	 5620170
Region_0717	 5634125	 5634819
Region_0718	 5635417	 5636041
Region_0719	 5636847	 5640425
Region_0720	 5645900	 5661179
Region_0721	 5662409	 5662589
Region_0722	 5664738	 5665317
Region_0723	 5666737	 5671561
Region_0724	 5674071	 5675061
Region_0725	 5676109	 5676425
Region_0726	 5679351	 5679445
Region_0727	 5682666	 5683247
Region_0728	 5685710	 5685892
Region_0729	 5687833	 5688055
Region_0730	 5690010	 5690222
Region_0731	 5692191	 5692352
Region_0732	 5693846	 5694656
Region_0733	 5703242	 5703315
Region_0734	 5706280	 5706626
Region_0735	 5708518	 5710102
Region_0736	 5711454	 5716261
Region_0737	 5719017	 5725381
Region_0738	 5734021	 5734763
Region_0739	 5736212	 5736433
Region_0740	 5737956	 5739480
Region_0741	 5742711	 5747971
Region_0742	 5750698	 5751231
Region_0743	 5754568	 5757752
Region_0744	 5777005	 5786332
Region_0745	 5796728	 5797592
Region_0746	 5800624	 5800844
Region_0747	 5802232	 5802785
Region_0748	 5803423	 5803576
Region_0749	 5806395	 5807734
Region_0750	 5808457	 5810672
Region_0751	 5846496	 5852577
Region_0752	 5853369	 5855681
Region_0753	 5857934	 5858207
Region_0754	 5858719	 5862692
Region_0755	 5863527	 5868188
Region_0756	 5869464	 5869773
Region_0757	 5871571	 5871626
Region_0758	 5873538	 5930573
Region_0759	 5987239	 5997388
Region_0760	 5999216	 6004091
Region_0761	 6006542	 6009510
Region_0762	 6010422	 6019535
Region_0763	 6021397	 6024299
Region_0764	 6025330	 6026157
Region_0765	 6030923	 6033302
Region_0766	 6035369	 6043573
Region_0767	 6043835	 6075971
Region_0768	 6078011	 6087938
Region_0769	 6088421	 6088688
Region_0770	 6089168	 6090332
Region_0771	 6091108	 6093518
Region_0772	 6094068	 6102931
Region_0773	 6103389	 6127210
Region_0774	 6128468	 6129333
Region_0775	 6130901	 6141256
Region_0776	 6141763	 6173867
Region_0777	 6174345	 6185943
Region_0778	 6190282	 6239699
Region_0779	 6241653	 6317418
Region_0780	 6318041	 6341336
Region_0781	 6342978	 6442199
Region_0782	 6442804	 6449662
Region_0783	 6450008	 6481401
Region_0784	 6485566	 6511251
Region_0785	 6516635	 6580805
Region_0786	 6581595	 6603024
Region_0787	 6604611	 6604800
Region_0788	 6606283	 6606897
Region_0789	 6608459	 6609372
Region_0790	 6610939	 6612237
Region_0791	 6613804	 6614746
Region_0792	 6616331	 6617270
Region_0793	 6618855	 6619267
Region_0794	 6620846	 6623214
Region_0795	 6624781	 6625505
Region_0796	 6639375	 6650992
Region_0797	 6653469	 6654224
Region_0798	 6654390	 6657164
Region_0799	 6659960	 6663520
Region_0800	 6664542	 6667016
Region_0801	 6673263	 6690693
Region_0802	 6697695	 6701002
Region_0803	 6711292	 6712155
Region_0804	 6713759	 6714174
Region_0805	 6714478	 6715822
Region_0806	 6717828	 6718043
Region_0807	 6722046	 6722497
Region_0808	 6723723	 6724865
Region_0809	 6726471	 6728386
Region_0810	 6729389	 6729844
Region_0811	 6731558	 6733732
Region_0812	 6735396	 6736152
Region_0813	 6737480	 6737847
Region_0814	 6740320	 6743134
Region_0815	 6743812	 6744358
Region_0816	 6745052	 6745765
Region_0817	 6768820	 6788917
Region_0818	 6810942	 6813385
Region_0819	 6814005	 6814250
Region_0820	 6815618	 6816756
Region_0821	 6818425	 6820246
Region_0822	 6821004	 6821112
Region_0823	 6823399	 6826752
Region_0824	 6828648	 6841385
Region_0825	 6847568	 6848717
Region_0826	 6849859	 6852843
Region_0827	 6854530	 6856156
Region_0828	 6857763	 6858685
Region_0829	 6861335	 6864086
Region_0830	 6864657	 6874447
Region_0831	 6877593	 6881766
Region_0832	 6883123	 6883889
Region_0833	 6884636	 6884890
Region_0834	 6885461	 6885969
Region_0835	 6891683	 6895853
Region_0836	 6913456	 6916877
Region_0837	 6918550	 6918777
Region_0838	 6919667	 6920268
Region_0839	 6925061	 6925616
Region_0840	 6927298	 6927510
Region_0841	 6928474	 6929596
Region_0842	 6941788	 6942362
Region_0843	 6945299	 6945711
Region_0844	 6948950	 6949369
Region_0845	 6951248	 6953873
Region_0846	 6954798	 6955416
Region_0847	 6956077	 6956502
Region_0848	 6957391	 6964219
Region_0849	 6993266	 6998859
Region_0850	 7000884	 7002515
Region_0851	 7004588	 7004875
Region_0852	 7006281	 7024270
Region_0853	 7037880	 7049135
Region_0854	 7056510	 7060834
Region_0855	 7063591	 7066790
Region_0856	 7067610	 7068532
Region_0857	 7069984	 7070976
Region_0858	 7072419	 7074756
Region_0859	 7075648	 7075921
Region_0860	 7078193	 7081562
Region_0861	 7083901	 7084292
Region_0862	 7084851	 7084997
Region_0863	 7087300	 7087677
Region_0864	 7090010	 7090307
Region_0865	 7090866	 7093864
Region_0866	 7094492	 7095709
Region_0867	 7100234	 7101699
Region_0868	 7103760	 7107652
Region_0869	 7109518	 7110783
Region_0870	 7115329	 7134354
Region_0871	 7141200	 7171490
Region_0872	 7172451	 7177532
Region_0873	 7235510	 7245667
Region_0874	 7268718	 7269632
Region_0875	 7271950	 7272288
Region_0876	 7273551	 7274941
Region_0877	 7279624	 7279876
Region_0878	 7281266	 7283030
Region_0879	 7283283	 7284527
Region_0880	 7285976	 7298537
Region_0881	 7330438	 7338652
Region_0882	 7340605	 7341565
Region_0883	 7350462	 7352657
Region_0884	 7355369	 7356823
Region_0885	 7357502	 7358162
Region_0886	 7358758	 7371775
Region_0887	 7376149	 7377906
Region_0888	 7388613	 7389466
