Transcript	Intron_No	Beg	End
GA10058-RC 	 7	14296970	14297027	1
GA10058-RC 	 8	14297098	14297159	1
GA10058-RC 	 9	14297307	14297369	1
GA10058-RC 	10	14297862	14297933	1
GA10075-RA 	 1	 4385586	 4385725	1
GA10076-RA 	 1	 1184445	 1188223	1
GA10076-RA 	 2	 1188587	 1188654	1
GA10076-RA 	 3	 1188847	 1188907	1
GA10078-RB 	 1	 4365484	 4368306	1
GA10078-RB 	 2	 4368541	 4368822	1
GA10079-RA 	 1	 5002601	 5014156	1
GA10079-RA 	 2	 5015361	 5015421	1
GA10079-RA 	 3	 5015598	 5015657	1
GA10080-RA 	 1	 5019421	 5019484	1
GA10080-RA 	 2	 5019971	 5020032	1
GA10080-RA 	 3	 5020606	 5020671	1
GA10081-RB 	 1	 5032025	 5032938	1
GA10084-RA 	 1	 5051169	 5082013	1
GA10084-RA 	 2	 5082167	 5092318	1
GA10084-RA 	 3	 5092394	 5092486	1
GA10084-RA 	 4	 5092614	 5093871	1
GA10084-RA 	 5	 5093992	 5112663	1
GA10084-RA 	 6	 5112768	 5112824	1
GA10084-RA 	 7	 5112976	 5113053	1
GA10084-RA 	 8	 5113384	 5113448	1
GA10084-RA 	 9	 5113766	 5113828	1
GA10086-RB 	 1	 5102105	 5102171	1
GA10086-RB 	 2	 5102981	 5103046	1
GA10086-RB 	 3	 5103642	 5105488	1
GA10089-RA 	 1	 5127050	 5127111	1
GA10089-RA 	 2	 5127476	 5127543	1
GA10089-RA 	 3	 5128910	 5128968	1
GA10089-RA 	 4	 5129463	 5129522	1
GA10089-RA 	 5	 5129809	 5129868	1
GA10089-RA 	 6	 5130797	 5130856	1
GA10089-RA 	 7	 5131062	 5131121	1
GA10089-RA 	 8	 5131249	 5131310	1
GA10089-RA 	 9	 5131411	 5131473	1
GA10094-RB 	 1	 5133713	 5133778	1
GA10094-RB 	 2	 5134009	 5134062	1
GA10094-RB 	 3	 5134239	 5134478	1
GA10094-RB 	 4	 5134623	 5134682	1
GA10094-RB 	 5	 5134822	 5135736	1
GA10094-RB 	 6	 5135827	 5135881	1
GA10094-RB 	 7	 5135932	 5135996	1
GA10096-RA 	 1	 5154769	 5154824	1
GA10096-RA 	 2	 5155037	 5155114	1
GA10097-RA 	 1	 5167312	 5167367	1
GA10105-RA 	 1	 1865876	 1865930	1
GA10105-RA 	 2	 1866245	 1866315	1
GA10105-RA 	 3	 1866883	 1866947	1
GA10106-RA 	 1	 5199028	 5199090	1
GA10108-RB 	 1	 5213649	 5213736	1
GA10108-RB 	 2	 5214202	 5220387	1
GA10108-RB 	 3	 5220426	 5220473	1
GA10108-RB 	 4	 5220666	 5224933	1
GA10108-RB 	 5	 5225156	 5225285	1
GA10108-RB 	 6	 5225684	 5254229	1
GA10109-RA 	 1	 5302422	 5302488	1
GA10113-RB 	 1	 5306272	 5306336	1
GA10113-RB 	 2	 5306411	 5306470	1
GA10113-RB 	 3	 5308100	 5308598	1
GA10115-RA 	 1	 5311136	 5311189	1
GA10115-RA 	 2	 5311500	 5311565	1
GA10117-RA 	 1	 5316890	 5316964	1
GA10117-RA 	 2	 5317121	 5317842	1
GA10117-RA 	 3	 5318012	 5318082	1
GA10117-RA 	 4	 5318261	 5321139	1
GA10120-RA 	 1	 4880162	 4881230	1
GA10150-RA 	 1	 4921324	 4921746	1
GA10150-RA 	 2	 4922000	 4922060	1
GA10151-RA 	 1	 4932292	 4932356	1
GA10153-RA 	 1	 4947837	 4948052	1
GA10155-RA 	 1	 4962997	 4963062	1
GA10155-RA 	 2	 4963305	 4963363	1
GA10155-RA 	 3	 4963497	 4963562	1
GA10155-RA 	 4	 4964019	 4964077	1
GA10155-RA 	 5	 4964324	 4964450	1
GA10155-RA 	 6	 4964678	 4964863	1
GA10157-RA 	 1	 4967064	 4967125	1
GA10157-RA 	 2	 4967282	 4967588	1
GA10161-RA 	 1	 4969794	 4969860	1
GA10161-RA 	 2	 4970055	 4970117	1
GA10161-RA 	 3	 4970388	 4970455	1
GA10161-RA 	 4	 4970884	 4970950	1
GA10161-RA 	 5	 4971681	 4971742	1
GA10161-RA 	 6	 4972055	 4972114	1
GA10163-RA 	 1	 2753410	 2753485	1
GA10166-RA 	 1	17162677	17162726	1
GA10166-RA 	 2	17163563	17163617	1
GA10166-RA 	 3	17163816	17163874	1
GA10166-RA 	 4	17164012	17164070	1
GA10183-RA 	 1	11103866	11103929	1
GA10189-RA 	 1	11113592	11113654	1
GA10190-RA 	 1	11115586	11115648	1
GA10197-RA 	 1	11153220	11153281	1
GA10197-RA 	 2	11153418	11153480	1
GA10197-RA 	 3	11153771	11153829	1
GA10197-RA 	 4	11155621	11155684	1
GA10198-RA 	 1	11159561	11159639	1
GA10198-RA 	 2	11159706	11159895	1
GA10198-RA 	 3	11160193	11160251	1
GA10204-RB 	 1	15632557	15632612	1
GA10235-RC 	 1	 2954662	 2954714	1
GA10235-RC 	 2	 2955300	 2955369	1
GA10239-RA 	 1	17685743	17685802	1
GA10239-RA 	 2	17686376	17686424	1
GA10239-RA 	 3	17687037	17687172	1
GA10241-RA 	 1	 2973349	 2973541	1
GA10242-RA 	 1	 2988564	 2988628	1
GA10254-RA 	 1	14509686	14509797	1
GA10260-RA 	 1	17482391	17482457	1
GA10289-RA 	 1	17430405	17430932	1
GA10289-RA 	 2	17431416	17431477	1
GA10289-RA 	 3	17431988	17432051	1
GA10289-RA 	 4	17432187	17432257	1
GA10291-RF 	 1	17516310	17516615	2
GA10291-RF 	 2	17516699	17520909	2
GA10291-RF 	 3	17520996	17521073	2
GA10291-RF 	 4	17521338	17523947	2
GA10291-RF 	 5	17524483	17524665	2
GA10291-RF 	 6	17524918	17524995	2
GA10291-RF 	 7	17525153	17525221	2
GA10297-RA 	 1	   14986	   15042	1
GA10315-RA 	 1	11901068	11901324	1
GA10315-RA 	 2	11901475	11901539	1
GA10319-RA 	 1	11856767	11856883	1
GA10319-RA 	 2	11857384	11857506	1
GA10319-RA 	 3	11857615	11866012	1
GA10319-RA 	 4	11866076	11866636	1
GA10327-RA 	 1	 2787287	 2787350	1
GA10330-RA 	 1	   24321	   24377	1
GA10330-RA 	 2	   24793	   54731	1
GA10330-RA 	 3	   54887	   69368	1
GA10355-RE 	 1	16648960	16723451	1
GA10355-RE 	 2	16723584	16738518	1
GA10355-RE 	 3	16738661	16739287	1
GA10355-RE 	 4	16739861	16742702	1
GA10355-RE 	 5	16742868	16742942	1
GA10359-RA 	 1	 3645281	 3645345	1
GA10359-RA 	 2	 3646295	 3646360	1
GA10359-RA 	 3	 3648751	 3648807	1
GA10359-RA 	 4	 3649039	 3649550	1
GA10372-RA 	 1	 6868661	 6868723	1
GA10372-RA 	 2	 6869126	 6870190	1
GA10376-RA 	 1	 6866749	 6866814	1
GA10376-RA 	 2	 6867257	 6867311	1
GA10380-RA 	 1	13279707	13279760	1
GA10380-RA 	 2	13279865	13279918	1
GA10380-RA 	 3	13279984	13280036	1
GA10384-RA 	 1	 6851647	 6851869	1
GA10384-RA 	 2	 6852040	 6852095	1
GA10479-RA 	 1	10173658	10173713	1
GA10479-RA 	 2	10174596	10174656	1
GA10531-RT 	 1	 7733544	 7733621	1
GA10531-RT 	 2	 7733745	 7734228	1
GA10531-RT 	 3	 7734331	 7734394	1
GA10531-RT 	 4	 7734575	 7734635	1
GA10531-RT 	 5	 7734846	 7735417	1
GA10531-RT 	 6	 7735630	 7735705	1
GA10531-RT 	 7	 7736124	 7736255	1
GA10531-RT 	 8	 7736283	 7736518	1
GA10531-RT 	 9	 7736756	 7736882	1
GA10531-RT 	10	 7737361	 7738226	1
GA10531-RT 	11	 7738387	 7738445	1
GA10531-RT 	12	 7738554	 7738618	1
GA10531-RT 	13	 7738775	 7739854	1
GA10543-RA 	 1	 4800400	 4800458	1
GA10543-RA 	 2	 4800538	 4800592	1
GA10563-RA 	 1	 5834191	 5834250	1
GA10564-RA 	 1	19401103	19401162	1
GA10572-RA 	 1	16203885	16203949	1
GA10572-RA 	 2	16204122	16204188	1
GA10572-RA 	 3	16204329	16204394	1
GA10572-RA 	 4	16204627	16205205	1
GA10576-RA 	 1	  645842	  645920	1
GA10593-RE 	 1	11741624	11743210	1
GA10593-RE 	 2	11743415	11743737	1
GA10593-RE 	 3	11743750	11744396	1
GA10593-RE 	 4	11744475	11744542	1
GA10593-RE 	 5	11744932	11744995	1
GA10593-RE 	 6	11745521	11745590	1
GA10593-RE 	 7	11745716	11745771	1
GA10593-RE 	 8	11747195	11747261	1
GA10593-RE 	 9	11747866	11748387	1
GA10593-RE 	10	11748488	11749990	1
GA10593-RE 	11	11750196	11750259	1
GA10593-RE 	12	11751020	11751076	1
GA10593-RE 	13	11752249	11752472	1
GA10593-RE 	14	11752668	11752746	1
GA10593-RE 	15	11752863	11752942	1
GA10593-RE 	16	11755222	11755292	1
GA10593-RE 	17	11755773	11756023	1
GA10593-RE 	18	11756162	11756331	1
GA10593-RE 	19	11756619	11756689	1
GA10593-RE 	20	11758788	11758979	1
GA10593-RE 	21	11759093	11759868	1
GA10593-RE 	22	11760215	11760282	1
GA10593-RE 	23	11760304	11760399	1
GA10593-RE 	24	11760701	11760989	1
GA10593-RE 	25	11761125	11761180	1
GA10593-RE 	26	11761601	11761671	1
GA10593-RE 	27	11761874	11761936	1
GA10623-RD 	 1	 4656427	 4656507	1
GA10623-RD 	 2	 4656630	 4656692	1
GA10623-RD 	 3	 4657348	 4657424	1
GA10623-RD 	 4	 4657860	 4658164	1
GA10623-RD 	 5	 4658731	 4659713	1
GA10623-RD 	 6	 4664139	 4664202	1
GA10623-RD 	 7	 4664245	 4664496	1
GA10623-RD 	 8	 4664542	 4664631	1
GA10623-RD 	 9	 4664698	 4664760	1
GA10623-RD 	10	 4665118	 4665237	1
GA10623-RD 	11	 4665511	 4665586	1
GA10623-RD 	12	 4666923	 4666986	1
GA10623-RD 	13	 4667700	 4667758	1
GA10623-RD 	14	 4668259	 4668641	1
GA10623-RD 	15	 4668888	 4668965	1
GA10629-RA 	 1	14385531	14385593	1
GA10635-RA 	 1	 6408797	 6408869	1
GA10636-RA 	 1	 6413391	 6413449	1
GA10637-RA 	 1	 6476606	 6476968	1
GA10639-RB 	 1	 6656681	 6656738	1
GA10639-RB 	 2	 6656926	 6656989	1
GA10639-RB 	 3	 6657127	 6657668	1
GA10647-RA 	 1	14854898	14860333	1
GA10653-RB 	 1	 8529975	 8552002	1
GA10653-RB 	 2	 8552245	 8555000	1
GA10653-RB 	 3	 8555268	 8557101	1
GA10653-RB 	 4	 8560279	 8560345	1
GA10653-RB 	 5	 8560662	 8560721	1
GA10653-RB 	 6	 8560853	 8560905	1
GA10653-RB 	 7	 8561074	 8561137	1
GA10654-RA 	 1	 4766937	 4766999	1
GA10665-RA 	 1	17425598	17425736	1
GA10665-RA 	 2	17426668	17426733	1
GA10665-RA 	 3	17427910	17427972	1
GA10679-RB 	 1	17483391	17483438	1
GA10679-RB 	 2	17483640	17483702	1
GA10679-RB 	 3	17483985	17484044	1
GA10679-RB 	 4	17484161	17484216	1
GA10679-RB 	 5	17484306	17484358	1
GA10679-RB 	 6	17484945	17485006	1
GA10702-RA 	 1	 7841760	 7841909	1
GA10702-RA 	 2	 7841981	 7842038	1
GA10710-RB 	 1	10520256	10520310	1
GA10723-RA 	 1	11007207	11011854	1
GA10723-RA 	 2	11011908	11011957	1
GA10723-RA 	 3	11012190	11012248	1
GA10723-RA 	 4	11012460	11012524	1
GA10726-RA 	 1	17733339	17733404	1
GA10726-RA 	 2	17733927	17733986	1
GA10726-RA 	 3	17735058	17735113	1
GA10731-RA 	 1	17713723	17713787	1
GA10731-RA 	 2	17713914	17713987	1
GA10733-RB 	 1	19351080	19351162	1
GA10733-RB 	 2	19352192	19352265	1
GA10733-RB 	 3	19352779	19352833	1
GA10737-RA 	 1	  199373	  202576	1
GA10737-RA 	 2	  202766	  208232	1
GA10737-RA 	 3	  208988	  209057	1
GA10737-RA 	 4	  209211	  209273	1
GA10737-RA 	 5	  209543	  209601	1
GA10744-RB 	 1	19382146	19386218	1
GA10744-RB 	 2	19389033	19389088	1
GA10745-RB 	 1	 4994242	 4994323	1
GA10745-RB 	 2	 4994580	 4994641	1
GA10748-RC 	 1	 1354088	 1377895	1
GA10748-RC 	 2	 1378503	 1380020	1
GA10748-RC 	 3	 1380135	 1381225	1
GA10748-RC 	 4	 1381355	 1381441	1
GA10748-RC 	 5	 1381646	 1381713	1
GA10758-RA 	 1	17737186	17737368	1
GA10758-RA 	 2	17737681	17737748	1
GA10758-RA 	 3	17737897	17737962	1
GA10758-RA 	 4	17738146	17738219	1
GA10760-RA 	 1	 1445494	 1455684	1
GA10760-RA 	 2	 1458187	 1458260	1
GA10760-RA 	 3	 1458425	 1458478	1
GA10760-RA 	 4	 1458602	 1458654	1
GA10760-RA 	 5	 1459324	 1459394	1
GA10760-RA 	 6	 1459556	 1459619	1
GA10760-RA 	 7	 1459762	 1459837	1
GA10763-RB 	 1	 1549710	 1549774	1
GA10763-RB 	 2	 1550599	 1550659	1
GA10763-RB 	 3	 1551134	 1551198	1
GA10763-RB 	 4	 1551463	 1552043	1
GA10763-RB 	 5	 1552167	 1552240	1
GA10763-RB 	 6	 1552595	 1552655	1
GA10765-RA 	 1	15470508	15470569	1
GA10770-RA 	 1	 1618816	 1618907	1
GA10770-RA 	 2	 1619119	 1619241	1
GA10770-RA 	 3	 1619370	 1619632	1
GA10770-RA 	 4	 1619738	 1619995	1
GA10770-RA 	 5	 1620052	 1627545	1
GA10772-RA 	 1	 1631986	 1632039	1
GA10773-RA 	 1	 1634283	 1634349	1
GA10774-RA 	 1	 6702474	 6702532	1
GA10774-RA 	 2	 6702692	 6702750	1
GA10774-RA 	 3	 6703047	 6703101	1
GA10774-RA 	 4	 6703571	 6703641	1
GA10776-RC 	 1	10233675	10233855	1
GA10782-RA 	 1	15466447	15466512	1
GA10782-RA 	 2	15466668	15466722	1
GA10782-RA 	 3	15467313	15467372	1
GA10782-RA 	 4	15467763	15467822	1
GA10784-RB 	 1	15452616	15452676	1
GA10784-RB 	 2	15452763	15452828	1
GA10784-RB 	 3	15452976	15453041	1
GA10784-RB 	 4	15454230	15454300	1
GA10784-RB 	 5	15454707	15464826	1
GA10787-RA 	 1	10230768	10230834	1
GA10787-RA 	 2	10231008	10231073	1
GA10787-RA 	 3	10231503	10231574	1
GA10787-RA 	 4	10231923	10231980	1
GA10789-RA 	 1	 6690568	 6690685	1
GA10789-RA 	 2	 6690971	 6691025	1
GA10789-RA 	 3	 6692105	 6692168	1
GA10804-RB 	 1	15455614	15455667	1
GA10804-RB 	 2	15455757	15455841	1
GA10814-RC 	 1	19289964	19290144	1
GA10816-RA 	 1	  246023	  246094	1
GA10817-RB 	 1	15482922	15483566	1
GA10817-RB 	 2	15483807	15483875	1
GA10822-RA 	 1	 1718462	 1719181	1
GA10822-RA 	 2	 1719373	 1719501	1
GA10824-RA 	 1	 1729453	 1729517	1
GA10828-RA 	 1	 5522308	 5522506	1
GA10830-RB 	 1	 5516281	 5516355	1
GA10830-RB 	 2	 5516889	 5517742	1
GA10830-RB 	 3	 5517958	 5518033	1
GA10831-RA 	 1	 5515048	 5515105	1
GA10832-RA 	 1	 5494798	 5494876	1
GA10832-RA 	 2	 5495012	 5495076	1
GA10832-RA 	 3	 5495425	 5495494	1
GA10832-RA 	 4	 5496365	 5496420	1
GA10832-RA 	 5	 5496850	 5496913	1
GA10832-RA 	 6	 5497085	 5497145	1
GA10832-RA 	 7	 5497449	 5497520	1
GA10832-RA 	 8	 5501255	 5501316	1
GA10832-RA 	 9	 5501606	 5503045	1
GA10832-RA 	10	 5503413	 5503613	1
GA10832-RA 	11	 5503887	 5504709	1
GA10832-RA 	12	 5504832	 5504906	1
GA10832-RA 	13	 5505245	 5505393	1
GA10835-RC 	 1	 7691141	 7691204	1
GA10835-RC 	 2	 7691587	 7692400	1
GA10835-RC 	 3	 7692509	 7692579	1
GA10839-RA 	 1	15556194	15556259	1
GA10840-RD 	 1	17387291	17387351	1
GA10840-RD 	 2	17387376	17388013	1
GA10840-RD 	 3	17388126	17391112	1
GA10840-RD 	 4	17391258	17391327	1
GA10840-RD 	 5	17391490	17391557	1
GA10840-RD 	 6	17392053	17392121	1
GA10840-RD 	 7	17392325	17392399	1
GA10840-RD 	 8	17392461	17392522	1
GA10840-RD 	 9	17393420	17394158	1
GA10840-RD 	10	17394450	17396701	1
GA10840-RD 	11	17397279	17397703	1
GA10842-RA 	 1	17730140	17730789	1
GA10842-RA 	 2	17730986	17731055	1
GA10842-RA 	 3	17732296	17732360	1
GA10844-RA 	 1	14665319	14665374	1
GA10845-RA 	 1	17999475	17999541	1
GA10845-RA 	 2	17999651	17999710	1
GA10849-RA 	 1	10589769	10589829	1
GA10852-RA 	 1	 6572855	 6572918	1
GA10856-RA 	 1	 6564567	 6564621	1
GA10856-RA 	 2	 6564992	 6565047	1
GA10856-RA 	 3	 6566132	 6566192	1
GA10856-RA 	 4	 6566374	 6566440	1
GA10856-RA 	 5	 6566724	 6566790	1
GA10856-RA 	 6	 6567368	 6567431	1
GA10856-RA 	 7	 6568045	 6568121	1
GA10856-RA 	 8	 6568848	 6568911	1
GA10860-RA 	 1	 6482642	 6482730	1
GA10860-RA 	 2	 6483100	 6483167	1
GA10860-RA 	 3	 6483290	 6483348	1
GA10870-RA 	 1	 2792336	 2792401	1
GA10893-RB 	 1	14532552	14533018	1
GA10893-RB 	 2	14533887	14533948	1
GA10893-RB 	 3	14534039	14534097	1
GA10893-RB 	 4	14535138	14535190	1
GA10893-RB 	 5	14535411	14535597	1
GA10893-RB 	 6	14539484	14539546	1
GA10895-RB 	 1	 7268234	 7268314	1
GA10895-RB 	 2	 7268398	 7268476	1
GA10895-RB 	 3	 7268630	 7268710	1
GA10897-RA 	 1	 7252664	 7253024	1
GA10899-RC 	 1	 7220230	 7220293	1
GA10899-RC 	 2	 7220405	 7220470	1
GA10899-RC 	 3	 7220655	 7220714	1
GA10899-RC 	 4	 7221034	 7221096	1
GA10899-RC 	 5	 7221566	 7221644	1
GA10899-RC 	 6	 7221828	 7224195	1
GA10901-RA 	 1	17463659	17463716	1
GA10902-RA 	 1	 1709194	 1709947	1
GA10902-RA 	 2	 1710137	 1710220	1
GA10902-RA 	 3	 1710407	 1710460	1
GA10902-RA 	 4	 1710662	 1710730	1
GA10909-RA 	 1	15295198	15295356	1
GA10909-RA 	 2	15297145	15297526	1
GA10982-RA 	 1	18586364	18586436	1
GA10982-RA 	 2	18586596	18589712	1
GA10982-RA 	 3	18589798	18589886	1
GA10988-RA 	 1	13376323	13376389	1
GA10988-RA 	 2	13376588	13376650	1
GA10988-RA 	 3	13377873	13377926	1
GA10988-RA 	 4	13378491	13378554	1
GA10988-RA 	 5	13378701	13378757	1
GA10990-RC 	 1	13373567	13373622	1
GA10990-RC 	 2	13375067	13375123	1
GA10990-RC 	 3	13375423	13375481	1
GA10993-RA 	 1	 4859219	 4859278	1
GA11023-RA 	 1	16765404	16765529	1
GA11023-RA 	 2	16765636	16765710	1
GA11023-RA 	 3	16765808	16765860	1
GA11023-RA 	 4	16766728	16766781	1
GA11026-RA 	 1	 2044035	 2044090	1
GA11141-RA 	 1	 9547179	 9547268	1
GA11141-RA 	 2	 9547783	 9548250	1
GA11141-RA 	 3	 9548570	 9548639	1
GA11141-RA 	 4	 9549328	 9549388	1
GA11181-RA 	 1	12361543	12361702	1
GA11181-RA 	 2	12361815	12361867	1
GA11181-RA 	 3	12361956	12362008	1
GA11181-RA 	 4	12362106	12362161	1
GA11181-RA 	 5	12362278	12362342	1
GA11183-RC 	 1	12403779	12403847	1
GA11183-RC 	 2	12403960	12404029	1
GA11183-RC 	 3	12404424	12404486	1
GA11183-RC 	 4	12404708	12404774	1
GA11183-RC 	 5	12404927	12404991	1
GA11183-RC 	 6	12405105	12405166	1
GA11183-RC 	 7	12405349	12405416	1
GA11183-RC 	 8	12405608	12405681	1
GA11183-RC 	 9	12405847	12406234	1
GA11192-RB 	 1	12371041	12371108	1
GA11192-RB 	 2	12371346	12371405	1
GA11193-RB 	 1	 7524605	 7524660	1
GA11193-RB 	 2	 7524959	 7525034	1
GA11193-RB 	 3	 7525800	 7525855	1
GA11193-RB 	 4	 7526184	 7526247	1
GA11193-RB 	 5	 7526429	 7526492	1
GA11198-RA 	 1	 7569562	 7569624	1
GA11198-RA 	 2	 7569674	 7569746	1
GA11199-RA 	 1	 7670889	 7670947	1
GA11199-RA 	 2	 7672088	 7672138	1
GA11204-RA 	 1	10583901	10583968	1
GA11205-RD 	 1	15744499	15744582	1
GA11205-RD 	 2	15745140	15745213	1
GA11205-RD 	 3	15746237	15746423	1
GA11205-RD 	 4	15746625	15746923	1
GA11205-RD 	 5	15747233	15747533	1
GA11210-RA 	 1	16585708	16585789	1
GA11210-RA 	 2	16585921	16585984	1
GA11210-RA 	 3	16586438	16586495	1
GA11210-RA 	 4	16586741	16586806	1
GA11210-RA 	 5	16587247	16587314	1
GA11211-RB 	 1	 5400483	 5400544	1
GA11211-RB 	 2	 5401407	 5402395	1
GA11211-RB 	 3	 5402630	 5402687	1
GA11212-RA 	 1	 5387160	 5387225	1
GA11246-RA 	 1	 9960163	 9960236	1
GA11246-RA 	 2	 9960545	 9960611	1
GA11246-RA 	 3	 9960811	 9960877	1
GA11246-RA 	 4	 9961127	 9961800	1
GA11258-RE 	 1	12230795	12230866	1
GA11258-RE 	 2	12230938	12231014	1
GA11258-RE 	 3	12231111	12231170	1
GA11258-RE 	 4	12231411	12231478	1
GA11258-RE 	 5	12231994	12232054	1
GA11258-RE 	 6	12232619	12232677	1
GA11258-RE 	 7	12232765	12232830	1
GA11258-RE 	 8	12233393	12233725	1
GA11258-RE 	 9	12233949	12234036	1
GA11261-RA 	 1	12223231	12223292	1
GA11261-RA 	 2	12223791	12223847	1
GA11261-RA 	 3	12224152	12224215	1
GA11261-RA 	 4	12224774	12224830	1
GA11261-RA 	 5	12225612	12225666	1
GA11265-RB 	 1	12166986	12167702	2
GA11265-RB 	 2	12167768	12168329	2
GA11265-RB 	 3	12168337	12169163	2
GA11265-RB 	 4	12171063	12171124	2
GA11265-RB 	 5	12178464	12179193	2
GA11272-RC 	 1	 7838673	 7838729	1
GA11272-RC 	 2	 7838908	 7839041	1
GA11272-RC 	 3	 7839373	 7839430	1
GA11272-RC 	 4	 7840166	 7840225	1
GA11291-RH 	 1	 7798931	 7799012	1
GA11291-RH 	 2	 7799459	 7799518	1
GA11291-RH 	 3	 7799672	 7799732	1
GA11291-RH 	 4	 7800092	 7800156	1
GA11291-RH 	 5	 7800288	 7801578	1
GA11291-RH 	 6	 7801754	 7801809	1
GA11291-RH 	 7	 7801860	 7802171	1
GA11291-RH 	 8	 7805175	 7805404	1
GA11291-RH 	 9	 7805627	 7805747	1
GA11291-RH 	10	 7805850	 7805962	1
GA11291-RH 	11	 7806125	 7806377	1
GA11291-RH 	12	 7806489	 7806555	1
GA11297-RB 	 1	14262418	14263055	1
GA11297-RB 	 2	14263266	14264037	1
GA11297-RB 	 3	14264706	14264766	1
GA11297-RB 	 4	14265128	14265190	1
GA11297-RB 	 5	14265575	14265642	1
GA11297-RB 	 6	14265824	14265890	1
GA11297-RB 	 7	14266220	14266281	1
GA11297-RB 	 8	14266382	14266437	1
GA11297-RB 	 9	14266541	14266604	1
GA11297-RB 	10	14266795	14266857	1
GA11297-RB 	11	14266951	14267009	1
GA11400-RA 	 1	 6555837	 6555900	1
GA11400-RA 	 2	 6556005	 6556086	1
GA11404-RA 	 1	18079627	18083137	1
GA11404-RA 	 2	18083730	18083783	1
GA11404-RA 	 3	18084280	18084347	1
GA11404-RA 	 4	18085125	18085177	1
GA11404-RA 	 5	18086515	18086577	1
GA11404-RA 	 6	18086704	18086759	1
GA11404-RA 	 7	18087098	18087169	1
GA11404-RA 	 8	18087415	18087480	1
GA11422-RA 	 1	 6137855	 6137927	1
GA11423-RA 	 1	 6139062	 6139111	1
GA11423-RA 	 2	 6139209	 6139266	1
GA11423-RA 	 3	 6139532	 6139586	1
GA11425-RB 	 1	 8760056	 8760568	1
GA11425-RB 	 2	 8761085	 8761155	1
GA11425-RB 	 3	 8761656	 8761712	1
GA11425-RB 	 4	 8761954	 8762010	1
GA11425-RB 	 5	 8762195	 8762420	1
GA11426-RA 	 1	 8756256	 8756320	1
GA11426-RA 	 2	 8756458	 8756528	1
GA11426-RA 	 3	 8756827	 8756890	1
GA11426-RA 	 4	 8757011	 8757215	1
GA11426-RA 	 5	 8757305	 8757467	1
GA11428-RA 	 1	 8754243	 8754295	1
GA11428-RA 	 2	 8755269	 8755319	1
GA11432-RA 	 1	 8816160	 8816217	1
GA11432-RA 	 2	 8816668	 8816730	1
GA11432-RA 	 3	 8817303	 8817374	1
GA11432-RA 	 4	 8817602	 8817822	1
GA11434-RA 	 1	 1198895	 1201795	1
