Transcript	Beg	End
GA13477-RA 	2522079	2523031
GA13490-RA 	2523408	2532309
GA13491-RA 	2534045	2537465
GA24655-RB 	2537879	2538729
GA17849-RA 	2539136	2541551
GA18293-RA 	2543134	2545346
GA18915-RA 	2547244	2548744
GA13759-RA 	2549579	2550806
GA15096-RA 	2552041	2553622
GA13769-RA 	2554498	2556381
GA15112-RB 	2557104	2559735
GA13787-RA 	2561901	2564881
GA15135-RA 	2565680	2572560
GA11836-RA 	2573901	2574521
GA24505-RB 	2579775	2580435
GA24656-RB 	2585262	2586914
GA15884-RA 	2591837	2632351
GA15091-RA 	2644880	2652897
GA15142-RA 	2655552	2656952
GA15871-RC 	2662828	2692718
GA24658-RB 	2690170	2690748
GA30908-RB 	2690835	2691426
GA24659-RA 	2691630	2692251
GA32984-RA 	2692975	2711094
GA20916-RB 	2736002	2740087
GA20923-RA 	2740990	2744819
GA24504-RA 	2744900	2745215
GA11977-RA 	2746047	2747570
GA20936-RA 	2747641	2749369
GA11584-RA 	2749542	2750814
GA20974-RA 	2751073	2752412
GA10163-RA 	2752816	2753674
GA11817-RA 	2753826	2754833
GA11858-RA 	2755670	2757539
GA24503-RA 	2757675	2758767
GA21702-RB 	2771876	2782196
GA10327-RA 	2787248	2787551
GA14410-RA 	2788168	2791449
GA10870-RA 	2792038	2793714
GA21360-RA 	2796384	2798157
GA21116-RA 	2798946	2799789
GA21113-RB 	2801778	2802518
GA21111-RA 	2804374	2811292
GA21361-RA 	2812638	2815210
GA12089-RA 	2816504	2817271
GA15603-RA 	2818503	2821627
GA24502-RA 	2821996	2824930
GA24501-RA 	2825426	2828340
GA12090-RB 	2829672	2833946
GA24660-RA 	2833968	2836201
GA12091-RI 	2837657	2853402
GA24499-RA 	2859875	2868296
GA12092-RA 	2874889	2875908
GA24498-RA 	2877104	2878395
GA24661-RA 	2888417	2888659
GA12094-RB 	2889593	2890289
GA32656-RA 	2891764	2892296
GA12096-RA 	2892570	2892944
GA24662-RA 	2907990	2909209
GA21371-RB 	2931585	2932793
GA21372-RA 	2935183	2941578
GA21092-RA 	2941960	2943547
GA21373-RA 	2944017	2945634
GA21089-RA 	2946355	2948070
GA17328-RA 	2948968	2951146
GA14154-RA 	2950105	2950371
GA24497-RA 	2951151	2951567
GA12097-RA 	2951941	2953416
GA32201-RA 	2953550	2953812
GA22092-RA 	2953866	2954204
GA10235-RC 	2954410	2955549
GA15751-RA 	2956143	2956543
GA22088-RA 	2957632	2958724
GA24496-RA 	2958920	2959663
GA24663-RB 	2959963	2961778
GA24495-RB 	2960079	2968060
GA10241-RA 	2972440	2973583
GA32535-RA 	2977024	2977347
GA31652-RA 	2977723	2978072
GA24664-RA 	2978072	2978338
GA32862-RA 	2978348	2978545
GA22083-RA 	2978565	2979965
GA24493-RA 	2980062	2980688
GA32192-RA 	2981564	2982028
GA13889-RB 	2984359	2984958
GA22080-RA 	2987181	2988284
GA10242-RA 	2988374	2988756
GA24492-RB 	2990070	2997242
GA15750-RA 	2995524	2996435
GA10243-RA 	3012447	3015041
GA13887-RA 	3016495	3018285
GA10057-RA 	3019209	3024872
GA17484-RA 	3025513	3026227
GA24491-RA 	3026437	3027264
GA15824-RA 	3027667	3029679
GA24490-RB 	3032368	3032705
GA22081-RA 	3036252	3036968
GA17486-RB 	3037051	3040187
GA24665-RA 	3054905	3055690
GA15830-RA 	3055860	3056657
GA22079-RA 	3056681	3059239
GA15828-RA 	3063697	3064626
GA22086-RA 	3072566	3073591
GA24489-RA 	3076421	3077899
GA24488-RB 	3079552	3081038
GA24487-RB 	3082292	3083776
GA24486-RB 	3085026	3086575
GA16114-RA 	3109231	3110387
GA16191-RA 	3120340	3122077
GA32835-RA 	3150045	3150385
GA24668-RB 	3156557	3157252
GA15920-RB 	3171853	3172812
GA16338-RA 	3198262	3199737
GA24669-RB 	3222416	3254928
GA31309-RA 	3248291	3248578
GA31015-RA 	3249350	3286230
GA24670-RA 	3258240	3258791
GA31757-RA 	3264145	3264489
GA31306-RB 	3272478	3273080
GA12353-RB 	3275641	3276977
GA15717-RA 	3277135	3277470
GA24484-RA 	3286971	3288528
GA16715-RA 	3289847	3291209
GA16745-RA 	3294312	3296546
GA15766-RA 	3316302	3317543
GA15710-RA 	3317689	3318932
GA22090-RA 	3326861	3330211
GA24483-RA 	3337745	3338932
GA24482-RA 	3339555	3340733
GA15716-RA 	3341183	3342333
GA15713-RA 	3342514	3344070
GA24672-RA 	3344654	3346906
GA15915-RA 	3347012	3348427
GA15913-RC 	3350236	3353724
GA24481-RA 	3354917	3356335
GA13486-RA 	3363241	3367485
GA24673-RA 	3368638	3370319
GA13474-RB 	3371116	3376066
GA13484-RA 	3389911	3390888
GA17320-RB 	3392964	3404246
GA13483-RC 	3407102	3409666
GA13473-RA 	3409810	3411777
GA24675-RB 	3412679	3413238
GA17321-RA 	3417105	3422814
GA14683-RA 	3424212	3425139
GA15013-RA 	3425434	3426437
GA24478-RB 	3430149	3430578
GA32088-RA 	3434007	3454267
GA24677-RB 	3437403	3440913
GA24678-RA 	3442680	3444913
GA24679-RB 	3461489	3462858
GA32521-RA 	3464194	3464987
GA24680-RB 	3467155	3467635
GA13481-RA 	3468979	3471463
GA13472-RA 	3471596	3473733
GA24681-RA 	3474109	3475121
GA24476-RC 	3476653	3488671
GA13470-RB 	3484379	3485023
GA24682-RA 	3493700	3495964
GA24683-RB 	3496982	3499214
GA31746-RA 	3499258	3501913
GA24684-RA 	3505258	3506284
GA24685-RA 	3506915	3507791
GA13479-RA 	3515043	3515579
GA30552-RA 	3523045	3523478
GA18903-RB 	3523481	3525012
GA18907-RA 	3540800	3542402
GA21795-RA 	3544036	3552055
GA13876-RA 	3558074	3559690
GA21819-RB 	3561018	3571272
GA24686-RA 	3571291	3573153
GA18094-RB 	3573522	3575573
GA13878-RA 	3575931	3577748
GA24474-RB 	3579892	3597787
GA24688-RC 	3623374	3637074
GA15812-RA 	3624168	3625193
GA24472-RA 	3638248	3638652
GA24689-RB 	3642265	3644398
GA10359-RA 	3644977	3649633
GA15813-RA 	3650409	3651241
GA15811-RA 	3651673	3652724
GA10049-RA 	3653286	3653585
GA22009-RA 	3653691	3655370
GA24690-RB 	3659647	3669904
GA22011-RA 	3670289	3672301
GA21822-RC 	3678312	3684137
GA24471-RB 	3684386	3684943
GA15814-RA 	3685151	3687788
GA20995-RA 	3688863	3689633
GA18545-RC 	3690133	3692840
GA21033-RA 	3696086	3700815
GA18515-RA 	3703667	3705618
GA18403-RA 	3717994	3719577
GA24470-RA 	3722077	3739798
GA20604-RA 	3755711	3757910
GA18184-RA 	3762494	3764080
GA24468-RA 	3767118	3768074
GA13908-RA 	3768683	3769393
GA24466-RA 	3802192	3802961
GA24691-RA 	3812742	3814421
GA24465-RA 	3815261	3816274
GA24464-RA 	3817514	3819549
GA20630-RA 	3826392	3828245
GA18157-RA 	3829251	3830045
GA30014-RA 	3833068	3862197
GA24692-RA 	3841826	3843802
GA15647-RA 	3843917	3845895
GA24463-RA 	3880479	3881078
GA24461-RB 	3898648	3901886
GA32220-RA 	3909966	3910543
GA24693-RB 	3910924	3911726
GA20745-RA 	3912374	3913879
GA19470-RA 	3913998	3915137
GA20753-RA 	3915985	3917552
GA18098-RA 	3918512	3919909
GA18080-RA 	3933841	3936052
GA15646-RA 	3936648	3937476
GA24459-RB 	3942769	3943805
GA20796-RA 	3945145	3949116
GA17759-RA 	3949695	3956237
GA17560-RA 	3966682	3969165
GA20560-RA 	3969458	3971181
GA15649-RB 	3971258	3971692
GA32188-RA 	3971695	3972101
GA24458-RA 	3972140	3973750
GA17673-RA 	3973979	3975778
GA15762-RA 	3976502	3977272
GA24694-RA 	3977511	3978698
GA13901-RA 	3978897	3979277
GA24457-RB 	3979842	3980000
GA20568-RA 	3981481	3982074
GA24454-RB 	3982538	3989340
GA20572-RA 	3990410	3994814
GA17646-RA 	3995247	3997377
GA20578-RA 	3997835	3999969
GA20582-RB 	4006398	4017271
GA13904-RA 	4019506	4020271
GA15720-RA 	4020394	4021040
GA15727-RB 	4021601	4022060
GA17657-RA 	4022312	4023026
GA18141-RA 	4023447	4025188
GA24453-RA 	4025571	4026083
GA15726-RB 	4026325	4026932
GA31820-RA 	4027035	4027618
GA12335-RA 	4028633	4029473
GA12336-RA 	4029907	4030375
GA24695-RA 	4030835	4031315
GA24696-RA 	4032549	4032844
GA24697-RA 	4033295	4033762
GA18059-RA 	4034021	4034476
GA33012-RA 	4036581	4036988
GA15742-RA 	4037316	4037830
GA15738-RA 	4038103	4038594
GA24699-RA 	4039147	4039773
GA11466-RA 	4040945	4041608
GA22149-RB 	4056562	4058151
GA12341-RA 	4064393	4069653
GA15731-RB 	4071899	4074511
GA12338-RA 	4073083	4073746
GA12339-RA 	4074818	4075540
GA12342-RA 	4075953	4076663
GA12340-RA 	4076918	4077700
GA15744-RA 	4077802	4082505
GA15737-RE 	4082592	4087134
GA15644-RA 	4087505	4105141
GA17508-RB 	4112292	4143951
GA24700-RA 	4129966	4130954
GA32609-RA 	4150935	4151543
GA24701-RB 	4151777	4152400
GA24702-RC 	4153275	4153880
GA24703-RA 	4154110	4154747
GA24704-RA 	4172941	4173596
GA17491-RC 	4176510	4178679
GA17558-RA 	4181537	4183996
GA17566-RA 	4188027	4194802
GA15740-RB 	4196695	4207418
GA15743-RA 	4203927	4205573
GA15741-RA 	4208131	4210032
GA15735-RA 	4210972	4212838
GA22061-RA 	4213765	4215396
GA17586-RA 	4216975	4218613
GA12346-RA 	4219204	4224967
GA24705-RA 	4236520	4273377
GA21080-RA 	4274737	4275504
GA21079-RA 	4276986	4278610
GA14851-RB 	4281037	4295266
GA24451-RA 	4283471	4287460
GA21076-RA 	4295617	4296696
GA21075-RA 	4297545	4302270
GA24708-RA 	4315526	4316167
GA17244-RA 	4316479	4318759
GA21073-RA 	4319189	4321718
GA14125-RA 	4322040	4322858
GA14502-RA 	4331670	4338368
GA14500-RB 	4355269	4361509
GA10078-RB 	4364803	4369749
GA14498-RA 	4374423	4377020
GA10075-RA 	4384134	4386010
GA14497-RA 	4387717	4388666
GA10074-RA 	4399706	4400905
GA21067-RB 	4406433	4408646
GA12642-RB 	4415032	4415609
GA24710-RA 	4415844	4416374
GA15625-RA 	4416447	4417135
GA15623-RA 	4417239	4417961
GA24449-RA 	4418287	4419095
GA15619-RA 	4419328	4420000
GA24448-RA 	4420022	4421093
GA31191-RA 	4421327	4422377
GA24447-RB 	4422553	4423586
GA20852-RA 	4424477	4426515
GA11668-RB 	4430071	4430823
GA12644-RA 	4431997	4432581
GA21212-RB 	4433530	4434528
GA21208-RB 	4435127	4437732
GA21082-RB 	4439587	4445389
GA21084-RA 	4446329	4447811
GA24712-RA 	4448171	4448504
GA24713-RB 	4449890	4450084
GA21085-RA 	4450375	4451787
GA24446-RA 	4452071	4452678
GA14852-RA 	4453051	4456169
GA21086-RA 	4458006	4459642
GA24444-RA 	4478915	4480006
GA12277-RA 	4482394	4484456
GA31529-RA 	4484740	4485466
GA24443-RC 	4486482	4491491
GA20580-RA 	4510285	4511695
GA24714-RB 	4514569	4517826
GA20579-RC 	4525882	4533766
GA14690-RA 	4547561	4579747
GA21479-RA 	4597200	4600525
GA10623-RD 	4656270	4669116
GA21471-RA 	4691362	4693445
GA21470-RB 	4697233	4701675
GA21468-RA 	4717862	4720253
GA24719-RA 	4726972	4727300
GA12113-RA 	4730016	4730587
GA15593-RB 	4741708	4747025
GA21465-RB 	4748549	4748805
GA32626-RA 	4753447	4753735
GA24720-RB 	4757308	4757975
GA15650-RA 	4762832	4764109
GA10654-RA 	4766804	4767601
GA24439-RB 	4768306	4773365
GA24721-RA 	4775302	4779052
GA19679-RA 	4779175	4780900
GA18442-RA 	4781344	4782557
GA19676-RA 	4782702	4784128
GA14945-RA 	4784715	4786046
GA19672-RA 	4786598	4797589
GA31307-RA 	4793347	4794597
GA14944-RA 	4794721	4795482
GA24438-RA 	4799536	4799935
GA10543-RA 	4800397	4800804
GA33018-RA 	4801874	4806458
GA13013-RA 	4807086	4808627
GA19661-RA 	4810902	4813531
GA18453-RB 	4814768	4817367
GA19659-RA 	4819961	4820530
GA18461-RA 	4824216	4826363
GA15652-RC 	4827519	4831002
GA24437-RB 	4831321	4831843
GA24724-RA 	4832763	4834810
GA24725-RA 	4841531	4847024
GA24727-RA 	4848934	4849239
GA18475-RC 	4849787	4852111
GA18480-RA 	4856025	4858428
GA10993-RA 	4858770	4859417
GA18489-RA 	4859631	4860304
GA24436-RT 	4861879	4877313
GA10120-RA 	4879918	4881823
GA24435-RD 	4883488	4908660
GA10150-RA 	4921263	4922313
GA10151-RA 	4931321	4933275
GA10153-RA 	4947813	4948703
GA10155-RA 	4962709	4964873
GA10157-RA 	4965594	4967591
GA10161-RA 	4968350	4972282
GA24728-RA 	4975727	4976182
GA24434-RA 	4978374	4980230
GA22077-RA 	4986463	4990676
GA24432-RA 	4991239	4992275
GA22089-RA 	4992494	4993071
GA32618-RA 	4993376	4993792
GA10745-RB 	4994125	4994874
GA17481-RA 	4995040	5000894
GA10079-RA 	5002388	5015774
GA10080-RA 	5016934	5021505
GA24730-RA 	5023627	5029857
GA10081-RB 	5031659	5032962
GA15722-RA 	5033326	5034137
GA24431-RA 	5041070	5042761
GA10084-RA 	5050357	5113937
GA15626-RB 	5069938	5071353
GA10086-RB 	5101984	5105889
GA11870-RB 	5123858	5126043
GA10089-RA 	5126707	5132204
GA15627-RA 	5132376	5132872
GA10094-RB 	5133687	5135999
GA32943-RA 	5136546	5137980
GA11869-RB 	5138559	5141733
GA24428-RB 	5139564	5142692
GA11866-RA 	5143022	5153774
GA10096-RA 	5154766	5155202
GA10097-RA 	5166892	5167904
GA31719-RA 	5179228	5179484
GA24427-RB 	5181617	5182148
GA10106-RA 	5198404	5200062
GA11864-RA 	5205449	5206099
GA11863-RA 	5206297	5207547
GA33026-RA 	5209253	5212535
GA10108-RB 	5213630	5254707
GA31047-RA 	5215612	5215941
GA11868-RB 	5269172	5272051
GA24426-RA 	5284345	5287865
GA11861-RA 	5295908	5298505
GA10577-RA 	5300713	5300919
GA10109-RA 	5302117	5302894
GA24424-RA 	5303491	5304882
GA15868-RA 	5305243	5305682
GA10113-RB 	5305844	5308609
GA24734-RB 	5309305	5309987
GA11862-RA 	5310512	5310927
GA10115-RA 	5311037	5311741
GA11860-RA 	5312169	5313501
GA10117-RA 	5315787	5321159
GA24735-RA 	5323432	5325736
GA14934-RA 	5326305	5330676
GA24737-RA 	5330677	5331541
GA18502-RA 	5332062	5333149
GA19650-RA 	5333304	5334269
GA18514-RA 	5335907	5343453
GA24738-RA 	5345329	5352058
GA24739-RB 	5353441	5353644
GA13016-RA 	5355859	5356681
GA19643-RA 	5356754	5358912
GA18517-RA 	5359934	5362958
GA13018-RA 	5363445	5363743
GA24740-RA 	5363965	5364240
GA18527-RA 	5364692	5365526
GA19635-RA 	5366248	5372055
GA21232-RA 	5373429	5374833
GA21233-RB 	5375888	5386040
GA11937-RA 	5386537	5387037
GA11212-RA 	5387079	5387783
GA20819-RA 	5388600	5389865
GA20818-RA 	5390589	5397405
GA15632-RA 	5394499	5396304
GA24422-RA 	5398098	5399900
GA11211-RB 	5400337	5402903
GA31670-RA 	5401520	5402268
GA20816-RC 	5403409	5405143
GA32627-RA 	5416511	5416645
GA14874-RA 	5421929	5453607
GA20428-RA 	5462425	5463521
GA20569-RA 	5464960	5475172
GA20499-RA 	5466558	5468083
GA15509-RA 	5476402	5478222
GA15515-RA 	5478400	5479958
GA15516-RA 	5480171	5481436
GA15511-RA 	5482149	5484629
GA13230-RA 	5486494	5487777
GA21283-RA 	5489359	5492266
GA21282-RA 	5492662	5493946
GA10832-RA 	5494663	5505535
GA21281-RA 	5509239	5510476
GA10831-RA 	5514588	5515518
GA10830-RB 	5515987	5518245
GA10828-RA 	5521378	5522548
GA21280-RA 	5524980	5526476
GA13229-RB 	5528235	5530402
GA24421-RB 	5535756	5536236
GA31344-RA 	5540747	5541016
GA14941-RA 	5551962	5560729
GA11802-RA 	5572332	5575680
GA25593-RA 	5582457	5583203
GA21277-RC 	5585296	5591429
GA11803-RA 	5593982	5594617
GA21278-RA 	5595883	5596970
GA32790-RA 	5597408	5598115
GA17746-RA 	5598591	5602897
GA17750-RB 	5606792	5609699
GA30864-RB 	5608416	5609530
GA24742-RB 	5610655	5612548
GA17752-RB 	5624038	5634850
GA24743-RA 	5657863	5664851
GA12205-RA 	5707304	5707736
GA24416-RB 	5717022	5732756
GA31061-RA 	5724080	5725045
GA24746-RA 	5760310	5764640
GA32746-RA 	5787789	5789114
GA12207-RA 	5794273	5797078
GA24748-RA 	5797567	5802436
GA32930-RA 	5803048	5804577
GA24414-RB 	5813373	5819094
GA31314-RA 	5818655	5820047
GA13478-RA 	5820096	5821049
GA14834-RA 	5821113	5821947
GA13492-RA 	5822289	5823889
GA13493-RA 	5824661	5826533
GA13496-RA 	5827033	5828562
GA24749-RA 	5829803	5830111
GA24413-RD 	5831928	5915230
