Gene_Name	Beg	End	Region	Nuc	Mean_Cov	Outlier_Status
GA10155-RA 	  12113015	  12114881	 3	       563	    0.000	1
GA10157-RA 	  12110290	  12110814	 3	       369	    0.000	1
GA10161-RA 	  12105764	  12108084	 3	       387	    0.000	1
GA10163-RA 	  14324393	  14324468	 3	        76	    0.092	1
GA10166-RA 	  15136922	  15138315	10	       223	    0.000	1
GA10183-RA 	   6607964	   6608027	 8	        64	    0.000	1
GA10189-RA 	   6617690	   6617752	 8	        63	    1.000	1
GA10190-RA 	   6619684	   6619746	 8	        63	    0.000	1
GA10197-RA 	   6657318	   6659782	 8	       248	    0.000	1
GA10198-RA 	   6663659	   6664349	 8	       328	    0.573	1
GA10204-RB 	   8293640	   8293695	 5	        56	    1.000	1
GA10235-RC 	  14122509	  14123216	 3	       123	    0.000	1
GA10239-RA 	  14613820	  14615249	 6	       245	    0.237	1
GA10241-RA 	  14104337	  14104529	 3	       193	    0.000	1
GA10242-RA 	  14089250	  14089314	 3	        65	    2.000	1
GA10254-RA 	   9416455	   9416566	 4	       112	    0.313	1
GA10260-RA 	  14818535	  14818601	 6	        67	    0.000	1
GA10289-RA 	  14868735	  14870587	10	       725	    0.150	1
GA10291-RF 	  14775771	  14784682	 6	      7535	    0.001	2
GA10297-RA 	     14986	     15042	 1	        57	    2.000	1
GA10315-RA 	  15779906	  15780377	11	       322	    0.202	1
GA10319-RA 	  15735605	  15745474	11	      9199	    0.099	1
GA10327-RA 	  14290528	  14290591	 3	        64	    1.000	1
GA10330-RA 	     24321	     69368	 1	     44478	    1.636	1
GA10355-RE 	  15558050	  15652032	10	     92971	    0.056	1
GA10359-RA 	  13428328	  13432597	 3	       700	    0.189	2
GA10372-RA 	  17595873	  17597402	13	      1128	    1.000	1
GA10376-RA 	  17593961	  17594523	13	       121	    1.000	1
GA10380-RA 	  17158545	  17158874	12	       161	    1.000	1
GA10384-RA 	  17578859	  17579307	13	       279	    1.000	1
GA10479-RA 	   5677756	   5678754	 8	       117	    0.000	1
GA10531-RT 	   3237642	   3243952	 7	      3900	    0.141	1
GA10543-RA 	  12277286	  12277478	 3	       114	    0.000	1
GA10563-RA 	  11243628	  11243687	 3	        60	    3.000	1
GA10564-RA 	  19401103	  19401162	14	        60	    6.000	1
GA10572-RA 	   7721047	   7722367	 9	       777	    0.000	1
GA10576-RA 	    645842	    645920	 1	        79	    5.000	1
GA10593-RE 	   7245722	   7266034	 8	      7585	    0.159	1
GA10623-RD 	  12408913	  12421451	 3	      2758	    0.000	1
GA10629-RA 	   9540659	   9540721	 4	        63	    0.000	1
GA10635-RA 	  10669009	  10669081	 3	        73	    0.000	1
GA10636-RA 	  10664429	  10664487	 3	        59	    0.000	1
GA10637-RA 	  10600910	  10601272	 3	       363	    0.000	1
GA10639-RB 	  10420210	  10421197	 3	       664	    0.000	1
GA10647-RA 	   9065919	   9071354	 4	      5436	    0.260	1
GA10653-RB 	   4034073	   4065235	 8	     26862	    0.298	1
GA10654-RA 	  12310879	  12310941	 3	        63	    0.000	1
GA10665-RA 	  14873020	  14875394	10	       268	    0.000	1
GA10679-RB 	  14815986	  14817601	 6	       342	    0.000	1
GA10702-RA 	   3345858	   3346136	 7	       208	    2.000	1
GA10710-RB 	   6024354	   6024408	 8	        55	    0.000	1
GA10723-RA 	   6511305	   6516622	 8	      4822	    0.013	1
GA10726-RA 	  17733339	  17735113	14	       182	    1.115	1
GA10731-RA 	  14587005	  14587269	 6	       139	    1.165	1
GA10733-RB 	  19351080	  19352833	14	       212	    6.392	1
GA10737-RA 	    199373	    209601	 1	      8863	    2.343	1
GA10744-RB 	  19382146	  19389088	14	      4129	    5.773	1
GA10745-RB 	  12083237	  12083636	 3	       144	    0.000	1
GA10748-RC 	   1354088	   1381713	 1	     26572	    0.108	1
GA10758-RA 	  17737186	  17738219	14	       391	    1.000	1
GA10760-RA 	   1445494	   1459837	 1	     10583	    0.365	1
GA10763-RB 	   1549710	   1552655	 1	       907	    2.011	1
GA10765-RA 	   8455683	   8455744	 5	        62	    1.000	1
GA10770-RA 	   1618816	   1627545	 1	      8230	    1.910	1
GA10772-RA 	   1631986	   1632039	 1	        54	    2.000	1
GA10773-RA 	   1634283	   1634349	 1	        67	    2.000	1
GA10774-RA 	  10374237	  10375404	 3	       244	    2.160	1
GA10776-RC 	   5737773	   5737953	 8	       181	    0.000	1
GA10782-RA 	   8458430	   8459805	 5	       241	    0.000	1
GA10784-RB 	   8461426	   8473636	 5	     10384	    0.382	1
GA10787-RA 	   5734866	   5736078	 8	       263	    0.354	1
GA10789-RA 	  10385710	  10387310	 3	       237	    0.730	1
GA10804-RB 	   8470411	   8470638	 5	       139	    0.000	1
GA10814-RC 	  19289964	  19290144	14	       181	    3.000	1
GA10816-RA 	    246023	    246094	 1	        72	    0.000	1
GA10817-RB 	   8442377	   8443330	 5	       714	    0.000	1
GA10822-RA 	   1718462	   1719501	 1	       849	    2.218	1
GA10824-RA 	   1729453	   1729517	 1	        65	    2.000	1
GA10828-RA 	  11555372	  11555570	 3	       199	    0.000	1
GA10830-RB 	  11559845	  11561597	 3	      1005	    0.000	1
GA10831-RA 	  11562773	  11562830	 3	        58	    0.000	1
GA10832-RA 	  11572485	  11583080	 3	      3217	    0.036	1
GA10835-RC 	   3195239	   3196677	 7	       949	    1.462	1
GA10839-RA 	   8369993	   8370058	 5	        66	    0.000	1
GA10840-RD 	  14903289	  14913701	10	      7446	    0.086	2
GA10842-RA 	  17730140	  17732360	14	       785	    1.000	1
GA10844-RA 	   9260878	   9260933	 4	        56	    2.000	1
GA10845-RA 	  17999475	  17999710	14	       127	    0.000	1
GA10849-RA 	   6093867	   6093927	 8	        61	    0.000	1
GA10852-RA 	  10504960	  10505023	 3	        64	    1.000	1
GA10856-RA 	  10508967	  10513311	 3	       511	    0.125	1
GA10860-RA 	  10594530	  10595236	 3	       216	    0.000	1
GA10870-RA 	  14285477	  14285542	 3	        66	    0.000	1
GA10893-RB 	   9386706	   9393700	 4	       891	    0.074	1
GA10895-RB 	   2772332	   2772808	 7	       241	    0.000	1
GA10897-RA 	   2756762	   2757122	 7	       361	    0.000	1
GA10899-RC 	   2724328	   2728293	 7	      2700	    0.000	2
GA10901-RA 	  14837276	  14837333	10	        58	    0.000	1
GA10902-RA 	   1709194	   1710730	 1	       961	    2.000	1
GA10909-RA 	   8628726	   8631054	 5	       541	    0.000	1
GA10982-RA 	  18586364	  18589886	14	      3279	    3.027	1
GA10988-RA 	  17255161	  17257595	12	       305	    3.000	1
GA10990-RC 	  17252405	  17254319	12	       172	    3.000	1
GA10993-RA 	  12218600	  12218659	 3	        60	    1.850	1
GA11023-RA 	  15534211	  15535588	10	       308	    0.000	1
GA11026-RA 	   2044035	   2044090	 2	        56	    0.000	1
GA11141-RA 	   5051277	   5053486	 8	       689	    0.168	1
GA11181-RA 	  16240381	  16241180	11	       387	    1.000	1
GA11183-RC 	  16282617	  16285072	11	       926	    0.199	1
GA11192-RB 	  16249879	  16250243	11	       128	    0.469	1
GA11193-RB 	   3028703	   3030590	 7	       316	    0.000	2
GA11198-RA 	   3073660	   3073844	 7	       136	    0.000	1
GA11199-RA 	   3174987	   3176236	 7	       110	    1.609	1
GA11204-RA 	   6087999	   6088066	 8	        68	    0.235	1
GA11205-RD 	   8178719	   8181753	 5	       945	    0.181	1
GA11210-RA 	   7338938	   7340544	 9	       338	    0.180	1
GA11211-RB 	  11675191	  11677395	 3	      1109	    0.002	1
GA11212-RA 	  11690653	  11690718	 3	        66	    2.000	1
GA11246-RA 	   5464261	   5465898	 8	       882	    0.023	1
GA11258-RE 	  16109633	  16112874	11	       884	    0.209	1
GA11261-RA 	  16102069	  16104504	11	       295	    1.485	1
GA11265-RB 	  16045824	  16058031	11	      2898	    0.180	2
GA11272-RC 	   3342771	   3344323	 7	       309	    3.016	1
GA11291-RH 	   3303029	   3310653	 7	      2711	    0.000	1
GA11297-RB 	   9659243	   9663834	 4	      1973	    0.106	1
GA11400-RA 	  10521792	  10522041	 3	       146	    0.000	1
GA11404-RA 	  18079627	  18087480	14	      3943	    2.341	1
GA11422-RA 	  10939951	  10940023	 3	        73	    0.000	1
GA11423-RA 	  10938292	  10938816	 3	       163	    1.000	1
GA11425-RB 	   4264154	   4266518	 8	       924	    1.306	1
GA11426-RA 	   4260354	   4261565	 8	       568	    2.201	1
GA11428-RA 	   4258341	   4259417	 8	       104	    0.000	1
GA11432-RA 	   4320258	   4321920	 8	       414	    0.060	1
GA11434-RA 	   1198895	   1202495	 1	      3085	    0.104	1
GA11435-RA 	   1210058	   1211333	 1	       751	    0.000	1
GA11444-RA 	   6744814	   6744894	 8	        81	    1.000	1
GA11448-RA 	   1469399	   1470572	 1	       460	    0.000	1
GA11452-RA 	   1327564	   1328783	 1	       191	    3.241	1
GA11466-RA 	  13036584	  13036794	 3	       211	    0.000	1
GA11480-RD 	  10099895	  10101559	 4	      1333	    0.292	1
GA11509-RA 	  10405544	  10406085	 3	       128	    0.000	1
GA11510-RA 	  17248787	  17251397	12	       479	    3.000	1
GA11517-RA 	   4916642	   4919861	 8	       319	    0.000	1
GA11538-RE 	   7747734	   7759330	 9	      8014	    0.039	1
GA11556-RA 	  15942502	  15942562	11	        61	    1.000	1
GA11557-RA 	  15935509	  15938989	11	       854	    0.000	1
GA11563-RA 	  16034823	  16035301	11	       209	    0.086	1
GA11567-RA 	  15944332	  15944834	11	       116	    1.000	1
GA11569-RG 	  15928891	  15934568	11	      4280	    0.014	1
GA11571-RA 	   9123088	   9123151	 4	        64	    0.000	1
GA11576-RA 	   6884119	   6884627	 8	       185	    0.000	1
GA11584-RA 	  14328155	  14328218	 3	        64	    0.000	1
GA11585-RA 	    391620	    399264	 1	      7475	    3.000	1
GA11586-RA 	   7378463	   7388070	 9	      9608	    0.242	1
GA11587-RC 	  17310066	  17313803	12	      2593	    2.668	1
GA11588-RA 	   1822699	   1822988	 2	       127	    2.000	1
GA11590-RA 	   8041795	   8042884	 9	       180	    0.000	1
GA11592-RA 	   7076209	   7077896	 8	       405	    0.000	1
GA11596-RB 	   7444221	   7444460	 9	       151	    0.000	1
GA11601-RA 	   7397056	   7398444	 9	       493	    0.990	1
GA11603-RA 	   4414656	   4415723	 8	       523	    1.023	1
GA11604-RA 	  18737120	  18737183	14	        64	    4.000	1
GA11614-RA 	   9931924	   9932556	 4	       182	    0.000	1
GA11625-RA 	   6691648	   6696833	 8	      4223	    0.031	1
GA11638-RA 	   4463818	   4463884	 8	        67	    0.000	1
GA11639-RC 	  16959689	  16961531	11	      1843	    1.123	1
GA11666-RB 	   6129385	   6130599	 8	       313	    3.962	1
GA11779-RA 	   5692761	   5693645	 8	       119	    0.000	1
GA11784-RA 	  18656448	  18656501	14	        54	    2.000	1
GA11789-RA 	    289517	    289732	 1	       129	    2.000	1
GA11791-RA 	   5172780	   5173313	 8	       176	    1.648	1
GA11794-RB 	  11155113	  11156599	 3	       143	    0.000	1
GA11795-RA 	   3034466	   3035992	 7	       305	    0.370	1
GA11798-RA 	   1828176	   1828244	 2	        69	    2.000	1
GA11800-RA 	  10456807	  10457214	 3	       282	    0.000	1
GA11802-RA 	  11502210	  11505081	 3	      1183	    0.049	1
GA11808-RA 	   3097206	   3107430	 7	      7025	    0.003	2
GA11834-RB 	   6815253	   6815555	 8	       137	    0.000	1
GA11836-RA 	  14503457	  14503861	 3	       192	    0.000	1
GA11837-RA 	  10515772	  10515846	 3	        75	    0.000	1
GA11838-RA 	   1247271	   1247337	 1	        67	    3.000	1
GA11839-RA 	   1230857	   1231636	 1	       255	    3.000	1
GA11840-RA 	   1285105	   1304048	 1	     17926	    1.874	1
GA11842-RA 	   1243146	   1243645	 1	       173	    4.000	1
GA11844-RA 	   1222542	   1223934	 1	       865	    1.068	1
GA11845-RA 	   1220889	   1221716	 1	       303	    0.987	1
GA11846-RA 	   1214796	   1216616	 1	      1299	    0.000	1
GA11847-RA 	   1211854	   1213122	 1	       753	    0.000	1
GA11849-RA 	   1203490	   1204408	 1	       361	    0.000	1
GA11850-RA 	   1195590	   1197470	 1	      1347	    0.367	1
GA11851-RA 	   1177088	   1178520	 1	       881	    0.000	1
GA11852-RA 	   1173299	   1174540	 1	      1050	    0.794	1
GA11854-RB 	   4179535	   4180019	 8	       113	    0.000	1
GA11855-RA 	   1943579	   1946821	 2	       500	    0.050	1
GA11858-RA 	  14320354	  14320432	 3	        79	    0.000	1
GA11860-RA 	  11764448	  11765250	 3	       133	    0.000	1
GA11861-RA 	  11779609	  11781787	 3	       342	    0.000	1
GA11862-RA 	  11767164	  11767237	 3	        74	    0.000	1
GA11866-RA 	  11924153	  11934442	 3	       652	    0.000	1
GA11868-RB 	  11806115	  11808692	 3	       507	    0.000	1
GA11869-RB 	  11936176	  11938861	 3	      2686	    0.000	1
GA11870-RB 	  11953863	  11953918	 3	        56	    0.000	1
GA11884-RB 	  16246131	  16249195	11	       980	    0.000	1
GA11885-RB 	  16251311	  16251376	11	        66	    0.000	1
GA11889-RA 	   9923485	   9923615	 4	       131	    0.000	1
GA11890-RB 	   9899809	   9902037	 4	      2229	    0.000	1
GA11894-RB 	   9841083	   9926531	 4	     80729	    0.029	1
GA11895-RA 	   9828636	   9829305	 4	       399	    0.398	1
GA11901-RA 	   9779049	   9779755	 4	       237	    0.000	1
GA11902-RB 	  10089949	  10093063	 4	      1994	    0.172	1
GA11904-RA 	  10095221	  10095858	 4	       192	    1.734	1
GA11905-RA 	  10102576	  10103275	 4	       264	    2.576	1
GA11906-RB 	  10199168	  10199686	 4	       121	    0.000	1
GA11907-RA 	  10922631	  10922918	 3	       120	    0.000	1
GA11909-RA 	  10903482	  10904499	 3	       525	    3.827	1
GA11913-RA 	   7470058	   7470557	 9	       127	    2.866	1
GA11916-RB 	   7447678	   7448099	 9	       116	    2.000	1
GA11917-RA 	  15893326	  15894221	11	       280	    0.000	1
GA11921-RA 	  15957236	  15957294	11	        59	    0.000	1
GA11925-RA 	   9120065	   9121722	 4	       331	    0.396	1
GA11926-RB 	  18942212	  18943656	14	       327	    1.602	1
GA11927-RA 	  18937301	  18937386	14	        86	    0.000	1
GA11943-RI 	   5457422	   5460831	 8	      3235	    0.000	1
GA11944-RB 	   5382836	   5393435	 8	      7400	    0.054	1
GA11977-RA 	  14330575	  14331561	 3	       192	    0.000	2
GA12078-RA 	   4477302	   4478315	 8	       571	    1.335	1
GA12081-RA 	   1817025	   1817079	 2	        55	    2.000	1
GA12082-RA 	   9591290	   9591350	 4	        61	    0.000	1
GA12083-RA 	   9554343	   9554392	 4	        50	    0.000	1
GA12084-RA 	   9576497	   9577024	 4	       170	    0.000	1
GA12087-RB 	   9595914	   9599310	 4	       952	    0.000	2
GA12088-RA 	   9618539	   9618602	 4	        64	    0.000	1
GA12089-RA 	  14260939	  14260998	 3	        60	    0.000	1
GA12090-RB 	  14243960	  14248178	 3	      2259	    0.098	2
GA12091-RI 	  14224644	  14240022	 3	     14147	    0.027	2
GA12094-RB 	  14188025	  14188082	 3	        58	    0.000	1
GA12098-RA 	   7706558	   7706618	 9	        61	    2.836	1
GA12100-RA 	  17041633	  17043074	11	       256	    1.516	1
GA12107-RA 	  16975459	  16976094	11	       122	    1.500	1
GA12108-RA 	  16931198	  16931637	11	       126	    1.540	1
GA12109-RC 	  16883943	  16892814	11	      8571	    1.368	1
GA12111-RA 	  16859769	  16860689	11	       181	    2.271	1
GA12112-RA 	  16865374	  16868400	11	      2410	    1.000	1
GA12113-RA 	  12347438	  12347493	 3	        56	    0.000	1
GA12117-RA 	   7442152	   7442206	 9	        55	    0.000	1
GA12118-RD 	   6859282	   6860906	 8	       972	    0.094	1
GA12120-RA 	   7411736	   7413082	 9	       290	    0.172	1
GA12122-RA 	   7393634	   7393879	 9	       123	    1.992	1
GA12123-RA 	   7421079	   7424070	 9	      1514	    0.000	1
GA12126-RA 	   4409344	   4410842	 8	       435	    0.257	1
GA12129-RB 	   4360796	   4360927	 8	       132	    0.000	1
GA12134-RA 	   4385870	   4385954	 8	        85	    0.118	1
GA12135-RA 	   4377392	   4378919	 8	       348	    0.000	1
GA12137-RA 	   4371234	   4372220	 8	       181	    0.000	1
GA12140-RB 	  18742883	  18744789	14	      1203	    2.288	1
GA12141-RA 	  18731579	  18731644	14	        66	    3.000	1
GA12142-RA 	  18739818	  18739974	14	       157	    4.344	1
GA12143-RA 	  18746163	  18748767	14	      1400	    0.608	1
GA12202-RA 	   7699044	   7700724	 9	       289	    0.702	1
GA12204-RA 	   7695084	   7695764	 9	       209	    0.646	1
GA12205-RA 	  11370316	  11370397	 3	        82	    0.000	1
GA12207-RA 	  11282264	  11283095	 3	       205	    0.000	1
GA12211-RA 	   8825882	   8825940	 5	        59	    0.000	1
GA12217-RB 	   7786904	   7789071	 9	       140	    0.179	1
GA12218-RA 	   7739366	   7739416	 9	        51	    1.373	1
GA12222-RA 	   7710510	   7712413	 9	       182	    0.335	1
GA12223-RA 	   5487063	   5487113	 8	        51	    0.784	1
GA12224-RC 	   8913345	   8914010	 5	       121	    0.355	1
GA12274-RA 	   3821967	   3822024	 7	        58	    0.000	2
GA12276-RA 	   3857395	   3857451	 7	        57	    0.000	1
GA12277-RA 	  12594172	  12595231	 3	       911	    0.101	1
GA12281-RA 	   3860012	   3860547	 7	       371	    0.000	1
GA12283-RA 	   6817213	   6818310	 8	       300	    0.190	1
GA12284-RA 	   8373139	   8391794	 5	     17720	    0.260	1
GA12286-RA 	   8449803	   8450286	 5	       134	    3.000	1
GA12287-RA 	   8475591	   8475953	 5	       144	    0.000	1
GA12288-RB 	   8508069	   8508138	 5	        70	    0.000	1
GA12290-RA 	   8501705	   8501766	 5	        62	    0.274	2
GA12291-RB 	   8545311	   8547296	 5	      1028	    0.583	1
GA12292-RB 	   8586094	   8587155	 5	       273	    0.000	2
GA12320-RA 	  15399948	  15400002	10	        55	    0.000	1
GA12324-RB 	  15427295	  15427349	10	        55	    0.000	1
GA12325-RA 	  15269676	  15278446	10	      1434	    0.296	1
GA12328-RA 	  15430129	  15430183	10	        55	    0.000	1
GA12330-RA 	  15519217	  15519956	10	       260	    0.000	1
GA12331-RE 	  15552038	  15552130	10	        93	    0.000	1
GA12334-RA 	  14857589	  14863941	10	      5057	    0.278	1
GA12335-RA 	  13048508	  13048958	 3	       451	    0.000	1
GA12336-RA 	  13047606	  13047666	 3	        61	    0.000	1
GA12338-RA 	  13004375	  13004429	 3	        55	    0.000	1
GA12339-RA 	  13002550	  13003012	 3	       108	    0.000	2
GA12340-RA 	  13000577	  13000819	 3	       114	    0.000	2
GA12341-RA 	  13008385	  13012728	 3	      1064	    0.000	2
GA12342-RA 	  13001257	  13001716	 3	       111	    0.000	2
GA12346-RA 	  12853970	  12858454	 3	       304	    0.000	1
GA12347-RB 	  17462433	  17463724	12	       644	    2.000	1
GA12348-RA 	  17475732	  17476331	12	       110	    2.500	1
GA12353-RB 	  13801158	  13802163	 3	       224	    0.000	1
GA12356-RA 	  14610958	  14611014	 6	        57	    0.386	1
GA12357-RA 	  14595892	  14601052	 6	      5019	    1.503	1
GA12360-RA 	  14700630	  14700688	 6	        59	    0.000	1
GA12362-RB 	    295259	    297182	 1	      1603	    4.000	1
GA12363-RB 	   1740682	   1741881	 1	       439	    3.000	1
GA12366-RA 	   1778664	   1780329	 2	      1583	    2.000	1
GA12367-RA 	   9463670	   9464158	 4	       183	    0.760	1
GA12369-RA 	   9330046	   9331858	 4	       336	    0.000	1
GA12370-RA 	  18537582	  18538395	14	       197	    3.000	1
GA12371-RA 	  18544178	  18544238	14	        61	    1.000	1
GA12372-RA 	  18416129	  18416211	14	        83	    3.000	1
GA12373-RC 	  18301428	  18355563	14	     52911	    2.041	1
GA12374-RA 	   5596170	   5603155	 8	      5971	    0.093	1
GA12375-RA 	  18292394	  18292458	14	        65	    3.000	1
GA12378-RA 	  18251370	  18251539	14	       124	    0.000	1
GA12379-RH 	  17263618	  17268877	12	      5042	    3.007	1
GA12380-RA 	  17219361	  17219417	12	        57	    2.000	1
GA12384-RB 	  18293965	  18294393	14	       111	    2.207	1
GA12386-RB 	  18254330	  18254425	14	        96	    1.000	1
GA12387-RB 	  17191902	  17195924	12	      2488	    2.000	1
GA12393-RA 	   5610467	   5610850	 8	       116	    0.000	1
GA12412-RA 	  10905637	  10906778	 3	       244	    0.082	1
GA12421-RB 	   5614268	   5616200	 8	      1654	    0.011	1
GA12475-RA 	  10898982	  10901931	 3	       373	    0.000	1
GA12501-RA 	   2995415	   3005788	 7	      9114	    0.052	1
GA12502-RA 	   2964127	   2965472	 7	       302	    0.000	1
GA12503-RA 	   6955832	   6955888	 8	        57	    1.842	1
GA12504-RA 	   2967049	   2967477	 7	       192	    0.000	1
GA12545-RA 	   2943844	   2944219	 7	       128	    3.148	1
GA12585-RA 	  17736054	  17736726	14	       208	    1.000	1
GA12586-RA 	   3640016	   3640631	 7	       187	    0.000	2
GA12589-RA 	   6141605	   6141657	 8	        53	    0.000	1
GA12590-RA 	   6173922	   6173993	 8	        72	    0.292	1
GA12603-RB 	  10552852	  10555967	 3	       708	    0.011	1
GA12642-RB 	  12662484	  12662762	 3	       122	    3.951	1
GA12653-RC 	   2612619	   2662181	 7	     48332	    0.071	2
GA12654-RA 	   2706285	   2706988	 7	       178	    0.000	1
GA12807-RB 	   4262934	   4263266	 8	       126	    1.048	1
GA12881-RF 	   4310957	   4315267	 8	      2876	    0.090	1
GA12961-RA 	   4332803	   4334441	 8	       337	    0.000	1
GA13008-RC 	   5090680	   5091693	 8	       997	    0.000	1
GA13016-RA 	  11721548	  11721823	 3	       115	    3.000	1
GA13018-RA 	  11714188	  11714312	 3	       125	    3.000	1
GA13020-RB 	   3972717	   3976422	 8	      2835	    0.064	1
GA13025-RA 	  16563363	  16563431	11	        69	    2.000	1
GA13027-RA 	  10833249	  10833303	 3	        55	    0.000	1
GA13030-RA 	  10673013	  10673071	 3	        59	    0.000	1
GA13036-RA 	   4803872	   4804162	 8	       138	    0.022	1
GA13099-RA 	  17955608	  17955674	14	        67	    1.000	1
GA13100-RA 	  19013204	  19013258	14	        55	    1.000	1
GA13101-RA 	   4996727	   4997189	 8	       169	    0.148	1
GA13102-RA 	  19030078	  19034368	14	      3589	    2.622	1
GA13220-RB 	    440220	    448990	 1	      5098	    1.165	1
GA13221-RA 	   7002519	   7002571	 8	        53	    0.585	1
GA13223-RA 	   1835803	   1835854	 2	        52	    2.000	1
GA13224-RA 	    454807	    455579	 1	       711	    3.000	1
GA13228-RA 	   2130451	   2131284	 2	       149	    1.000	1
GA13229-RB 	  11547870	  11549625	 3	       743	    1.219	1
GA13230-RA 	  11590251	  11591218	 3	       687	    0.000	1
GA13231-RA 	   6701147	   6711037	 8	      9011	    0.172	1
GA13232-RA 	   6710360	   6710727	 8	       131	    0.763	1
GA13468-RA 	   4878225	   4878277	 8	        53	    0.000	1
GA13469-RC 	   9082082	   9086340	 4	      2154	    0.006	2
GA13472-RA 	  13604262	  13605576	 3	       209	    0.000	2
GA13473-RA 	  13666200	  13667456	 3	       342	    0.000	2
GA13474-RB 	  13705253	  13705897	 3	       172	    0.000	1
GA13475-RC 	  14569966	  14571991	 3	      1267	    0.202	1
GA13476-RB 	  14558788	  14561110	 3	      1792	    0.136	1
GA13477-RA 	  14554939	  14555678	 3	       509	    1.000	1
GA13481-RA 	  13606524	  13608818	 3	       268	    0.000	2
GA13483-RC 	  13668400	  13670553	 3	       903	    0.000	2
GA13486-RA 	  13710573	  13714588	 3	      2742	    0.020	1
GA13487-RB 	   2495104	   2500276	 2	      3944	    0.092	1
GA13488-RB 	  14565914	  14568614	 3	      1087	    0.000	2
GA13490-RA 	  14545722	  14554002	 3	       766	    0.000	1
GA13491-RA 	  14540516	  14543085	 3	       355	    1.476	1
GA13492-RA 	  11254199	  11254785	 3	       176	    0.000	1
GA13493-RA 	  11251723	  11252434	 3	       304	    0.178	1
GA13494-RB 	  11135903	  11138959	 3	       287	    0.000	1
GA13495-RE 	  11104644	  11118578	 3	      9814	    0.067	1
GA13496-RA 	  11249717	  11250044	 3	       123	    0.000	1
GA13498-RA 	  11053858	  11053920	 3	        63	    0.000	1
GA13499-RA 	  19745674	  19745915	14	       116	    7.000	1
GA13500-RA 	  19762204	  19762761	14	       439	    3.000	1
GA13502-RB 	  11085936	  11089880	 3	      2557	    0.000	1
GA13505-RC 	  19739083	  19742252	14	      1370	    4.321	1
GA13506-RA 	  19753283	  19755625	14	       745	    8.000	1
GA13509-RA 	   5855962	   5857772	 8	      1313	    0.030	1
GA13510-RA 	   5868957	   5869007	 8	        51	    0.000	1
GA13513-RB 	   6019543	   6020975	 8	      1096	    0.008	1
GA13516-RA 	   6076417	   6077736	 8	       299	    0.000	1
GA13517-RE 	   4337112	   4345058	 8	      5889	    0.853	1
GA13539-RA 	  17140393	  17145006	11	      1368	    1.610	1
GA13588-RA 	  18196684	  18196988	14	       116	    1.000	1
GA13590-RB 	    994470	    998275	 1	      1619	    0.000	1
GA13591-RA 	    971742	    971949	 1	       120	    0.000	1
GA13759-RA 	  14527333	  14527393	 3	        61	    0.000	1
GA13787-RA 	  14513180	  14514764	 3	       440	    0.000	2
GA13844-RD 	   9729524	   9734943	 4	      2060	    0.225	1
GA13847-RC 	  16597124	  16601644	11	      3726	    1.271	1
GA13848-RA 	  10275846	  10276173	 3	       150	    0.000	1
GA13849-RB 	   4528594	   4531051	 8	      1756	    0.100	1
GA13850-RA 	  19085685	  19085749	14	        65	    1.000	1
GA13851-RA 	  19089101	  19089159	14	        59	    2.000	1
GA13869-RA 	   8786964	   8787895	 5	       758	    0.000	1
