Gene_Name	Beg	End	Region	Nuc	Mean_Cov	Outlier_Status
GA10315-RA 	  15779784	  15780495	11	       390	    0.313	1
GA10319-RA 	  15735171	  15745485	11	      1116	    0.000	1
GA10327-RA 	   2787248	   2787551	 3	       240	   11.000	1
GA10330-RA 	     23596	     69906	 1	      1833	    4.154	1
GA10354-RA 	  15677515	  15680085	11	      2571	    0.716	1
GA10355-RE 	  15557877	  15652158	10	      1311	    0.342	1
GA10359-RA 	   3644977	   3649633	 3	      3957	    4.902	1
GA10372-RA 	  17595394	  17597412	13	       891	    0.322	1
GA10376-RA 	  17593357	  17594584	13	      1107	    0.163	1
GA10380-RA 	  17158065	  17158960	12	       735	    0.950	1
GA10384-RA 	  17578618	  17579757	13	       861	    2.560	1
GA10479-RA 	  12335140	  12338064	 8	      2808	    1.573	1
GA10531-RT 	   9895870	   9902715	 7	      2946	    0.000	1
GA10543-RA 	   4800397	   4800804	 3	       294	    2.000	1
GA10563-RA 	   5834068	   5834505	 3	       378	    1.757	1
GA10564-RA 	  19400840	  19401439	14	       540	   15.000	1
GA10572-RA 	  14379632	  14381137	 9	       729	    0.000	1
GA10576-RA 	    644919	    646239	 1	      1242	    9.705	1
GA10577-RA 	   5300713	   5300919	 3	       207	    5.773	1
GA10593-RE 	  13904382	  13927431	 8	     15465	    0.444	1
GA10623-RD 	   4656270	   4669116	 3	     10089	    3.327	1
GA10629-RA 	   7536719	   7537654	 4	       873	    3.395	1
GA10635-RA 	   6408050	   6409241	 3	      1119	    0.000	1
GA10636-RA 	   6412998	   6413836	 3	       780	    1.000	1
GA10637-RA 	   6476333	   6477826	 3	      1131	    1.053	1
GA10638-RA 	   6652975	   6654846	 3	      1872	    3.009	1
GA10639-RB 	   6655810	   6658342	 3	      1869	    0.000	1
GA10640-RA 	  11344977	  11345738	 8	       762	    0.000	1
GA10641-RA 	  11402465	  11404381	 8	      1917	    0.014	1
GA10647-RA 	   8004639	   8011994	 4	      1920	    1.232	1
GA10648-RA 	   8726062	   8727171	 5	      1110	    1.387	1
GA10650-RB 	  16452156	  16453262	11	      1107	    3.442	1
GA10653-RB 	  10692648	  10724273	 8	      4764	    0.051	1
GA10654-RA 	   4766804	   4767601	 3	       735	    2.502	1
GA10655-RA 	  16849782	  16850753	11	       972	    1.877	1
GA10665-RA 	  14872913	  14875475	10	      2295	    0.027	1
GA10679-RB 	   8918809	   8920887	 6	      1737	    0.333	1
GA10702-RA 	  10004535	  10005069	 7	       327	    0.000	1
GA10704-RA 	  12521407	  12522240	 8	       834	    3.008	1
GA10710-RB 	  12683014	  12684043	 8	       975	    0.150	1
GA10723-RA 	  13169966	  13175348	 8	       561	    0.000	1
GA10726-RA 	  17732688	  17735164	14	      2295	    1.384	1
GA10731-RA 	   9149251	   9151993	 6	      2604	    0.391	1
GA10733-RB 	  19351023	  19353577	14	      2343	   13.000	1
GA10737-RA 	    199040	    209894	 1	      1992	    3.833	1
GA10744-RB 	  19382037	  19389507	14	      3342	   16.348	1
GA10745-RB 	   4994125	   4994874	 3	       606	    2.000	1
GA10748-RC 	   1353834	   1383654	 1	      3249	    6.708	1
GA10750-RB 	   1404852	   1405334	 1	       483	    5.563	1
GA10758-RA 	  17737029	  17738550	14	      1131	    1.805	1
GA10760-RA 	   1445280	   1460038	 1	      4176	    2.995	1
GA10763-RB 	   1549657	   1552783	 1	      2220	    1.174	1
GA10765-RA 	   8621718	   8622289	 5	       510	    0.000	1
GA10770-RA 	   1618456	   1627963	 1	      1278	    3.574	1
GA10772-RA 	   1631796	   1633835	 1	      1986	    3.000	1
GA10773-RA 	   1633981	   1634608	 1	       561	    3.000	1
GA10774-RA 	   6702307	   6703699	 3	      1149	    0.000	1
GA10776-RC 	  12395148	  12396669	 8	      1341	    0.169	1
GA10782-RA 	   8618007	   8619549	 5	      1302	    0.974	1
GA10784-RB 	   8603638	   8616469	 5	      2448	    0.000	2
GA10787-RA 	  12393478	  12394925	 8	      1185	    0.000	1
GA10789-RA 	   6690349	   6692697	 3	      2112	    2.416	1
GA10804-RB 	   8607086	   8607725	 5	       501	    0.000	2
GA10810-RA 	  13364690	  13365136	 8	       447	    1.000	1
GA10814-RC 	  19289859	  19291209	14	      1170	    4.000	1
GA10816-RA 	    245761	    246675	 1	       843	    2.265	1
GA10817-RB 	   8634383	   8636671	 5	      1575	    0.028	1
GA10822-RA 	   1718276	   1719775	 1	       651	    3.000	1
GA10823-RA 	   1724930	   1725961	 1	      1032	    4.000	1
GA10824-RA 	   1729195	   1730804	 1	      1545	    4.000	1
GA10828-RA 	   5521378	   5522548	 3	       972	    2.112	1
GA10829-RA 	  10310184	  10311047	 7	       864	    0.027	1
GA10830-RB 	   5515987	   5518245	 3	      1254	    2.580	1
GA10831-RA 	   5514588	   5515518	 3	       873	    2.780	1
GA10832-RA 	   5494663	   5505535	 3	      7656	    2.962	1
GA10835-RC 	   9853556	   9855572	 7	      1068	    1.885	1
GA10839-RA 	   8707463	   8709259	 5	      1731	    0.058	1
GA10840-RD 	  14903175	  14914181	10	      3561	    0.001	1
GA10842-RA 	  17730089	  17732580	14	      1707	    2.223	1
GA10844-RA 	   7815574	   7817906	 4	      2277	    0.917	1
GA10845-RA 	  17999200	  17999845	14	       519	    0.803	1
GA10849-RA 	  12752233	  12752781	 8	       488	    1.256	1
GA10852-RA 	   6572145	   6574206	 3	      1998	    1.614	1
GA10856-RA 	   6564461	   6569072	 3	      4101	    0.433	1
GA10860-RA 	   6482519	   6483466	 3	       732	    2.268	1
GA10870-RA 	   2792038	   2793714	 3	      1611	   10.144	1
GA10879-RB 	  19337506	  19337814	14	       309	    9.324	1
GA10882-RA 	  19286110	  19287381	14	      1272	    5.382	1
GA10893-RB 	   7684156	   7692396	 4	      7350	    0.049	1
GA10895-RB 	   9430958	   9431531	 7	       333	    0.000	1
GA10897-RA 	   9413200	   9415879	 7	      2319	    2.999	1
GA10898-RB 	  14900756	  14901232	10	       477	    0.000	1
GA10899-RC 	   9382955	   9387151	 7	      1497	    0.077	1
GA10901-RA 	  14836989	  14837505	10	       459	    1.000	1
GA10902-RA 	   1709062	   1710970	 1	       948	    2.000	1
GA10909-RA 	   8446581	   8449794	 5	      2673	    0.000	1
GA10968-RA 	   7595823	   7597202	 4	      1380	    0.000	1
GA10970-RA 	   7600998	   7601378	 4	       381	    1.932	1
GA10978-RA 	  16618570	  16619109	11	       540	    0.000	1
GA10982-RA 	  18585698	  18590215	14	      1239	    3.590	1
GA10988-RA 	  17254963	  17257868	12	      2601	    2.000	1
GA10990-RC 	  17252066	  17254349	12	      2112	    2.700	1
GA10993-RA 	   4858770	   4859417	 3	       588	    3.000	1
GA11023-RA 	  15534059	  15535683	10	      1317	    0.970	1
GA11024-RA 	  15532432	  15533847	10	      1416	    1.934	1
GA11026-RA 	   2043218	   2045301	 2	      2028	    2.486	1
GA11041-RB 	   7791687	   7792865	 4	      1179	    0.000	1
GA11060-RA 	   7773934	   7774965	 4	      1032	    0.000	1
GA11141-RA 	  11709915	  11714560	 8	      3957	    0.466	1
GA11181-RA 	  16240373	  16241506	11	       747	    2.618	1
GA11183-RC 	  16282033	  16286195	11	      3237	    0.062	1
GA11188-RA 	  13596746	  13599421	 8	      2676	    0.158	1
GA11192-RB 	  16249633	  16250246	11	       486	    2.243	1
GA11193-RB 	   9687287	   9689414	 7	      1812	    0.000	1
GA11198-RA 	   9732279	   9733089	 7	       675	    3.030	1
GA11199-RA 	   9833601	   9834988	 7	      1278	    0.411	1
GA11204-RA 	  12746653	  12747134	 8	       414	    0.000	1
GA11205-RD 	   8895903	   8900849	 5	      4002	    0.646	1
GA11210-RA 	  13997367	  13999318	 9	      1614	    0.000	1
GA11211-RB 	   5400337	   5402903	 3	      1458	    2.584	1
GA11212-RA 	   5387079	   5387783	 3	       639	    1.091	1
GA11246-RA 	  12122354	  12124975	 8	      1740	    0.000	1
GA11258-RE 	  16109575	  16112912	11	      2454	    1.255	1
GA11261-RA 	  16101951	  16104627	11	      2382	    1.338	1
GA11265-RB 	  16045790	  16059568	11	     10881	    1.410	1
GA11272-RC 	  10001040	  10003235	 7	      1887	    0.054	1
GA11291-RH 	   9961596	   9969433	 7	      5127	    0.672	1
GA11297-RB 	   7414011	   7418803	 4	      2820	    0.245	1
GA11356-RA 	   6480172	   6481731	 3	      1560	    0.740	1
GA11400-RA 	   6555641	   6556197	 3	       411	    2.000	1
GA11404-RA 	  18079485	  18087582	14	      4155	    3.907	1
GA11420-RA 	   2135504	   2135779	 2	       276	    3.000	1
GA11422-RA 	   6137073	   6138651	 3	      1506	    1.072	1
GA11423-RA 	   6138716	   6140129	 3	      1251	    0.882	1
GA11425-RB 	  10922701	  10925313	 8	      1689	    0.980	1
GA11426-RA 	  10919005	  10920295	 8	       723	    1.295	1
GA11428-RA 	  10916820	  10918159	 8	      1236	    1.220	1
GA11432-RA 	  10978434	  10980662	 8	      1815	    0.590	1
GA11434-RA 	   1198835	   1202576	 1	       657	    1.909	1
GA11435-RA 	   1209992	   1211426	 1	       684	    2.753	1
GA11444-RA 	  13403073	  13403765	 8	       612	    0.000	1
GA11448-RA 	   1469378	   1470827	 1	       990	    4.080	1
GA11452-RA 	   1327545	   1328908	 1	      1173	    4.000	1
GA11466-RA 	   4040945	   4041608	 3	       453	    5.967	1
GA11480-RD 	   6976227	   6978030	 4	       471	    1.493	1
GA11483-RA 	   6896044	   6897444	 4	      1401	    0.161	1
GA11509-RA 	   6671563	   6672512	 3	       822	    0.000	1
GA11510-RA 	  17248431	  17251531	12	      2622	    2.103	1
GA11517-RA 	  11575209	  11578776	 8	      3249	    0.353	1
GA11525-RA 	   9423609	   9424688	 7	      1080	    2.246	1
GA11538-RE 	  14406355	  14418160	 9	      3792	    0.000	1
GA11547-RA 	  16038278	  16039702	11	      1425	    0.000	1
GA11556-RA 	  15941809	  15942709	11	       840	    1.776	1
GA11557-RA 	  15935307	  15939007	11	      2847	    2.179	1
GA11563-RA 	  16034635	  16035851	11	      1008	    0.000	1
GA11566-RB 	  15951049	  15951441	11	       393	    2.397	1
GA11567-RA 	  15944272	  15947204	11	      2817	    0.621	1
GA11568-RA 	  15939224	  15939904	11	       681	    1.000	1
GA11569-RG 	  15928829	  15934572	11	      1464	    0.204	1
GA11571-RA 	   7954153	   7954903	 4	       687	    4.298	1
GA11574-RA 	  14086919	  14087728	 9	       810	    0.000	1
GA11576-RA 	  13542604	  13543349	 8	       561	    0.986	1
GA11584-RA 	   2749542	   2750814	 3	      1209	    0.485	1
GA11585-RA 	    391395	    400021	 1	      1152	    9.385	1
GA11586-RA 	  14036621	  14047326	 9	      1098	    0.357	1
GA11587-RC 	  17309817	  17313900	12	      1491	    2.266	1
GA11588-RA 	   1822580	   1823057	 2	       351	    1.000	1
GA11589-RA 	  11078921	  11079508	 8	       588	    6.294	1
GA11590-RA 	  14700338	  14701795	 9	      1278	    0.105	1
GA11592-RA 	  13734636	  13736906	 8	      1866	    0.110	2
GA11596-RB 	  14102779	  14103274	 9	       345	    0.000	1
GA11597-RA 	  14093058	  14093843	 9	       786	    0.332	1
GA11598-RA 	  14091898	  14092686	 9	       789	    0.000	1
GA11599-RA 	  14089708	  14090550	 9	       843	    0.000	2
GA11601-RA 	  14055588	  14057340	 9	      1260	    0.384	1
GA11603-RA 	  11072720	  11074649	 8	      1407	    1.306	1
GA11604-RA 	  18736937	  18738659	14	      1659	    6.710	1
GA11614-RA 	   7145239	   7146083	 4	       663	    0.125	1
GA11625-RA 	  13349408	  13356408	 8	      2778	    0.129	1
GA11638-RA 	  11122383	  11122920	 8	       471	    0.977	1
GA11639-RC 	  16959686	  16963619	11	      2091	    2.081	1
GA11640-RA 	  16945074	  16946798	11	      1725	    1.277	1
GA11649-RB 	  14589398	  14589823	 9	       426	    0.000	1
GA11666-RB 	  12788048	  12789614	 8	      1254	    0.083	2
GA11668-RB 	   4430071	   4430823	 3	       753	    4.000	1
GA11779-RA 	  12351067	  12352559	 8	      1374	    0.000	1
GA11784-RA 	  18656017	  18656529	14	       459	    5.000	1
GA11789-RA 	    289508	    290044	 1	       408	    3.000	1
GA11791-RA 	  11830727	  11832102	 8	      1200	    0.002	1
GA11794-RB 	   5920662	   5923231	 3	      2427	    1.465	1
GA11795-RA 	   9693047	   9694992	 7	      1641	    0.089	1
GA11797-RA 	   5832758	   5833066	 3	       309	    2.003	1
GA11798-RA 	   1828100	   1829119	 2	       951	    3.000	1
GA11800-RA 	   6620591	   6621880	 3	      1008	    1.000	1
GA11802-RA 	   5572332	   5575680	 3	      2166	    1.161	1
GA11803-RA 	   5593982	   5594617	 3	       636	    3.137	1
GA11807-RA 	   2411759	   2412112	 2	       354	   10.037	1
GA11808-RA 	   9755721	   9766819	 7	      4074	    0.126	1
GA11814-RA 	  11900760	  11902130	 8	      1371	    1.071	1
GA11817-RA 	   2753826	   2754833	 3	      1008	    2.551	1
GA11834-RB 	  13472965	  13474331	 8	      1230	    1.020	1
GA11836-RA 	   2573901	   2574521	 3	       429	    7.490	1
GA11837-RA 	   6562020	   6562502	 3	       408	    0.782	1
GA11838-RA 	   1247168	   1248041	 1	       807	    0.000	1
GA11839-RA 	   1230782	   1231696	 1	       660	    4.753	1
GA11840-RA 	   1283990	   1305686	 1	      3771	    7.364	1
GA11842-RA 	   1243117	   1243811	 1	       522	    2.987	1
GA11844-RA 	   1222482	   1224006	 1	       660	    4.000	1
GA11845-RA 	   1220829	   1221788	 1	       657	    4.005	1
GA11846-RA 	   1214736	   1216688	 1	       654	    2.000	1
GA11847-RA 	   1211794	   1213194	 1	       648	    2.000	1
GA11849-RA 	   1203430	   1204486	 1	       696	    3.828	1
GA11850-RA 	   1195533	   1197542	 1	       663	    1.086	1
GA11851-RA 	   1177028	   1178592	 1	       684	    4.554	1
GA11852-RA 	   1173239	   1174978	 1	       690	    3.725	1
GA11853-RA 	  10878086	  10878448	 8	       363	    3.218	1
GA11854-RB 	  10838099	  10838781	 8	       570	    0.000	1
GA11855-RA 	   1943330	   1947060	 2	      3231	    8.938	1
GA11858-RA 	   2755670	   2757539	 3	      1791	    3.541	1
GA11860-RA 	   5312169	   5313501	 3	      1200	    0.617	1
GA11861-RA 	   5295908	   5298505	 3	      2256	    1.381	1
GA11862-RA 	   5310512	   5310927	 3	       342	    0.772	1
GA11863-RA 	   5206297	   5207547	 3	      1251	    2.994	1
GA11864-RA 	   5205449	   5206099	 3	       651	    2.000	1
GA11866-RA 	   5143022	   5153774	 3	     10101	    5.586	1
GA11868-RB 	   5269172	   5272051	 3	      2373	    2.871	1
GA11869-RB 	   5138559	   5141733	 3	       489	    6.090	1
GA11870-RB 	   5123858	   5126043	 3	      2130	    2.000	1
GA11884-RB 	  16245990	  16249318	11	      2349	    3.658	1
GA11885-RB 	  16250721	  16253297	11	      2511	    0.935	1
GA11889-RA 	   7154234	   7154877	 4	       513	    0.000	1
GA11890-RB 	   7175596	   7178073	 4	       249	    0.016	1
GA11891-RA 	   7184482	   7186290	 4	      1809	    1.128	1
GA11894-RB 	   7151267	   7237188	 4	      5193	    0.866	1
GA11895-RA 	   7248453	   7249454	 4	       603	    1.799	1
GA11899-RA 	   7249573	   7250442	 4	       870	    1.534	1
GA11901-RA 	   7297297	   7298937	 4	      1404	    1.229	1
GA11902-RB 	   6984797	   6987987	 4	      1197	    0.598	1
GA11904-RA 	   6980990	   6982801	 4	      1620	    0.807	1
GA11905-RA 	   6974487	   6975494	 4	       744	    1.294	1
GA11906-RB 	   6878067	   6879318	 4	      1131	    0.000	1
GA11907-RA 	   6154643	   6155332	 3	       570	    0.000	1
GA11909-RA 	   6173183	   6174805	 3	      1098	    4.088	1
GA11910-RA 	   6170545	   6170931	 3	       387	    3.744	1
GA11911-RB 	  10998368	  10999408	 8	      1041	    0.639	1
GA11912-RA 	  12192033	  12192821	 8	       789	    1.000	1
GA11913-RA 	  14128517	  14129579	 9	       936	    0.000	1
GA11916-RB 	  14106285	  14106829	 9	       429	    1.210	1
GA11917-RA 	  15892796	  15894272	11	      1197	    0.288	1
GA11921-RA 	  15956943	  15957697	11	       696	    0.341	1
GA11922-RA 	  15951721	  15952650	11	       930	    0.634	1
GA11923-RA 	  15941257	  15941700	11	       444	    0.455	1
GA11925-RA 	   7955624	   7958069	 4	      2115	    1.469	1
GA11926-RB 	  18941952	  18943715	14	      1437	    3.624	1
GA11927-RA 	  18936878	  18937443	14	       480	    2.794	1
GA11937-RA 	   5386537	   5387037	 3	       501	    3.311	1
GA11943-RI 	  12116067	  12119988	 8	       687	    0.323	1
GA11944-RB 	  12041354	  12052170	 8	      3417	    0.595	1
GA11952-RA 	     92754	     93548	 1	       795	    4.679	1
GA11977-RA 	   2746047	   2747570	 3	      1332	    3.309	1
GA12078-RA 	  11135416	  11137099	 8	      1113	    0.047	1
GA12080-RA 	  17335343	  17337136	12	      1794	    1.000	1
GA12081-RA 	   1816320	   1817097	 2	       723	    1.000	1
GA12082-RA 	   7486453	   7487212	 4	       699	    0.000	1
GA12083-RA 	   7523092	   7524545	 4	      1404	    0.071	1
GA12084-RA 	   7500051	   7501438	 4	      1218	    0.055	1
GA12087-RB 	   7478544	   7482132	 4	      2637	    0.000	1
GA12088-RA 	   7455847	   7461832	 4	      5922	    0.242	1
GA12089-RA 	   2816504	   2817271	 3	       708	    5.000	1
GA12090-RB 	   2829672	   2833946	 3	      2016	    5.072	1
GA12091-RI 	   2837657	   2853402	 3	      1599	    2.542	1
GA12092-RA 	   2874889	   2875908	 3	      1020	    5.397	1
GA12094-RB 	   2889593	   2890289	 3	       639	    5.285	1
GA12096-RA 	   2892570	   2892944	 3	       375	    4.000	1
GA12097-RA 	   2951941	   2953416	 3	      1476	    7.673	1
GA12098-RA 	  14364433	  14365477	 9	       984	    0.029	1
GA12100-RA 	  17041628	  17043182	11	      1299	    4.908	1
GA12102-RB 	   7899015	   7899428	 4	       414	    0.000	1
GA12104-RA 	  17036693	  17037715	11	      1023	    3.410	1
GA12107-RA 	  16975321	  16976414	11	       972	    1.622	1
GA12108-RA 	  16931143	  16931799	11	       531	    2.075	1
GA12109-RC 	  16883941	  16894833	11	      2322	    1.223	1
GA12110-RA 	  16873912	  16875645	11	      1734	    0.930	1
GA12111-RA 	  16859224	  16861090	11	      1686	    1.088	1
GA12112-RA 	  16865351	  16868918	11	      1158	    0.457	1
GA12113-RA 	   4730016	   4730587	 3	       516	    2.554	1
GA12116-RA 	  13543605	  13544174	 8	       570	    0.000	1
GA12117-RA 	  14100766	  14101066	 9	       246	    0.000	1
GA12118-RD 	  13517400	  13520048	 8	      1677	    0.002	1
GA12120-RA 	  14070399	  14071930	 9	      1242	    0.000	1
GA12122-RA 	  14052006	  14052701	 9	       573	    0.920	1
GA12123-RA 	  14079531	  14086060	 9	      5016	    0.001	2
GA12126-RA 	  11067847	  11070423	 8	      2142	    2.736	1
GA12128-RA 	  11021000	  11021356	 8	       357	    0.154	1
GA12129-RB 	  11019223	  11020044	 8	       690	    0.000	1
GA12132-RA 	  11066453	  11066911	 8	       459	    1.381	1
GA12133-RB 	  11057429	  11057995	 8	       567	    1.000	1
GA12134-RA 	  11044137	  11045343	 8	      1122	    1.109	1
GA12135-RA 	  11035846	  11037834	 8	      1641	    0.179	1
GA12136-RA 	  11034575	  11035297	 8	       723	    0.232	1
GA12137-RA 	  11029638	  11030985	 8	      1167	    1.297	1
GA12140-RB 	  18742643	  18745111	14	      1266	    3.424	1
GA12141-RA 	  18731487	  18731765	14	       213	    4.000	1
GA12142-RA 	  18739482	  18739986	14	       348	    6.164	1
GA12143-RA 	  18745995	  18748846	14	      1452	    2.736	1
GA12200-RA 	  14342711	  14343157	 9	       447	    0.000	1
GA12202-RA 	  14357735	  14359604	 9	      1581	    3.953	1
GA12204-RA 	  14353440	  14354659	 9	      1011	    0.000	1
GA12205-RA 	   5707304	   5707736	 3	       351	    4.000	1
GA12207-RA 	   5794273	   5797078	 3	      2601	    7.742	1
GA12208-RA 	   8213456	   8214229	 5	       774	    0.000	1
GA12211-RA 	   8251796	   8252994	 5	      1140	    0.039	1
GA12212-RA 	   8254930	   8255325	 5	       396	    0.242	1
GA12213-RA 	   8284629	   8285849	 5	      1221	    0.796	1
GA12215-RA 	  14625211	  14625618	 9	       408	    3.199	1
GA12217-RB 	  14445444	  14447836	 9	      2253	    0.000	1
GA12218-RA 	  14397856	  14398365	 9	       459	    1.209	1
GA12219-RA 	  14442716	  14444290	 9	      1575	    0.000	1
GA12220-RA 	  14367458	  14368810	 9	      1353	    1.642	1
GA12222-RA 	  14369145	  14371201	 9	      1875	    0.033	1
GA12223-RA 	  12145609	  12147039	 8	      1380	    0.007	1
GA12224-RC 	   8163132	   8164548	 5	      1296	    0.552	1
GA12225-RA 	  12133056	  12135716	 8	      2661	    0.341	1
GA12266-RB 	  12218245	  12219546	 8	      1302	    0.850	1
GA12274-RA 	  10480630	  10481134	 7	       447	    0.000	1
GA12275-RA 	  10504636	  10505103	 7	       468	    0.000	1
GA12276-RA 	  10515557	  10517035	 7	      1422	    3.000	1
GA12277-RA 	   4482394	   4484456	 3	      1152	    4.382	1
GA12280-RA 	  10518036	  10518350	 7	       315	    0.000	1
GA12281-RA 	  10518657	  10519357	 7	       330	    0.321	1
GA12283-RA 	  13475471	  13477138	 8	      1368	    1.045	1
GA12284-RA 	   8686002	   8704987	 5	      1266	    1.671	1
GA12286-RA 	   8626848	   8628709	 5	      1728	    0.454	2
GA12287-RA 	   8601830	   8602423	 5	       450	    0.098	1
GA12288-RB 	   8569375	   8569882	 5	       438	    0.000	1
GA12290-RA 	   8574948	   8576290	 5	      1281	    0.689	1
GA12291-RB 	   8530563	   8532946	 5	      1356	    0.000	1
GA12292-RB 	   8490415	   8491839	 5	      1152	    0.000	1
GA12320-RA 	  15399897	  15400560	10	       609	    0.033	1
GA12324-RB 	  15426236	  15427526	10	      1236	    0.000	2
GA12325-RA 	  15268116	  15278516	10	      8967	    0.389	1
GA12326-RC 	  15310917	  15312416	10	      1500	    0.020	1
GA12328-RA 	  15429967	  15431197	10	      1176	    0.034	2
GA12329-RA 	  15515641	  15516864	10	      1224	    0.050	1
GA12330-RA 	  15518555	  15520053	10	      1239	    0.722	1
GA12331-RE 	  15551375	  15552691	10	      1224	    1.143	1
GA12334-RA 	  14857425	  14864005	10	      1524	    0.058	1
GA12335-RA 	   4028633	   4029473	 3	       390	    3.528	1
GA12336-RA 	   4029907	   4030375	 3	       408	    5.000	1
GA12338-RA 	   4073083	   4073746	 3	       609	    4.000	1
GA12339-RA 	   4074818	   4075540	 3	       615	    4.140	1
GA12340-RA 	   4076918	   4077700	 3	       669	    4.024	1
GA12341-RA 	   4064393	   4069653	 3	      4197	    3.171	1
GA12342-RA 	   4075953	   4076663	 3	       600	    4.387	1
GA12346-RA 	   4219204	   4224967	 3	      5460	    4.658	1
GA12347-RB 	  17462375	  17463807	12	       789	    4.000	1
GA12348-RA 	  17475672	  17476564	12	       783	    7.289	1
GA12353-RB 	   3275641	   3276977	 3	      1113	    7.000	1
GA12356-RA 	   9124212	   9128357	 6	      4089	    0.566	1
GA12357-RA 	   9135411	   9140750	 6	       321	    0.402	1
GA12360-RA 	   9035780	   9036141	 6	       303	    0.000	1
GA12361-RA 	   9012172	   9012759	 6	       588	    0.000	1
GA12362-RB 	    295202	    297338	 1	       534	    3.601	1
GA12363-RB 	   1740670	   1741975	 1	       867	    9.000	1
GA12365-RA 	   7662344	   7662604	 4	       261	    0.000	1
GA12366-RA 	   1778396	   1780434	 2	       456	    0.412	1
GA12367-RA 	   7613585	   7614454	 4	       687	    0.000	1
GA12369-RA 	   7745867	   7747924	 4	      1722	    2.624	1
GA12370-RA 	  18536951	  18538749	14	      1602	    6.993	1
GA12371-RA 	  18543236	  18545459	14	      2163	    7.174	1
GA12372-RA 	  18415842	  18416308	14	       384	    4.125	1
GA12373-RC 	  18300453	  18355721	14	      2358	    3.229	1
GA12374-RA 	  12254724	  12262152	 8	      1458	    0.235	1
GA12375-RA 	  18290898	  18293206	14	      2244	    1.575	1
GA12376-RA 	  18280492	  18280992	14	       501	    3.000	1
