Transcript	Beg	End
GA24833-RA 	2540506	2542570
GA15774-RA 	2550687	2551191
GA30497-RD 	2552827	2568848
GA30498-RA 	2560794	2563209
GA15217-RA 	2585355	2586415
GA15161-RA 	2586643	2588703
GA15223-RA 	2589129	2591455
GA15166-RA 	2593678	2599791
GA32227-RA 	2595617	2596971
GA15226-RB 	2605100	2606967
GA12653-RC 	2612509	2663240
GA24326-RE 	2617672	2620323
GA15169-RB 	2645173	2646413
GA24325-RA 	2653038	2653322
GA31708-RA 	2667641	2668030
GA21330-RA 	2679596	2680274
GA21331-RA 	2680515	2682673
GA12650-RA 	2683216	2683950
GA24324-RA 	2684029	2684218
GA21332-RA 	2685449	2693707
GA24835-RA 	2699529	2702078
GA12654-RA 	2706126	2707284
GA30496-RA 	2710406	2720231
GA10899-RC 	2724241	2728437
GA14805-RA 	2739470	2740471
GA17945-RA 	2750385	2754228
GA24322-RA 	2750953	2752705
GA10897-RA 	2754486	2757165
GA17951-RA 	2759004	2759871
GA18912-RA 	2761040	2761723
GA15707-RB 	2762256	2769095
GA11525-RA 	2764895	2765974
GA18906-RA 	2770013	2771584
GA10895-RB 	2772244	2772817
GA18238-RA 	2774177	2774819
GA18876-RA 	2775089	2776209
GA24321-RA 	2776685	2777841
GA18863-RE 	2780868	2795554
GA18855-RB 	2807396	2828977
GA24838-RB 	2846482	2858904
GA17871-RB 	2854365	2855526
GA24837-RA 	2856484	2857365
GA32722-RA 	2860428	2860913
GA30493-RA 	2861042	2861254
GA31894-RA 	2862133	2862593
GA30494-RA 	2862738	2863123
GA18848-RE 	2864344	2901726
GA15708-RA 	2901983	2902663
GA18829-RA 	2902835	2906204
GA17783-RA 	2906429	2907385
GA17791-RA 	2907654	2912531
GA18828-RA 	2908555	2909912
GA14437-RA 	2912835	2913290
GA17804-RA 	2914290	2916367
GA15709-RA 	2916616	2917281
GA17325-RC 	2917691	2919112
GA17326-RB 	2919208	2920488
GA24841-RA 	2923201	2927723
GA24319-RA 	2929653	2930990
GA12538-RA 	2932082	2933419
GA15336-RA 	2936048	2939552
GA30492-RC 	2941813	2942694
GA12545-RA 	2943361	2944247
GA24843-RB 	2950427	2953473
GA17840-RG 	2956035	2962974
GA12502-RA 	2964059	2965539
GA12504-RA 	2966805	2967650
GA20863-RA 	2968128	2972072
GA20888-RA 	2988294	2990653
GA20885-RA 	2990800	2993062
GA12501-RA 	2995151	3005845
GA20889-RA 	3007225	3008443
GA20811-RC 	3016949	3023475
GA20810-RA 	3026092	3028284
GA11193-RB 	3028573	3030700
GA24317-RB 	3030720	3033535
GA11795-RA 	3034333	3036278
GA20809-RC 	3036429	3038147
GA30559-RA 	3039198	3041079
GA20807-RA 	3043062	3044208
GA24845-RA 	3044344	3048742
GA24846-RB 	3049590	3051497
GA20805-RB 	3053840	3055843
GA21317-RA 	3056462	3057047
GA20803-RA 	3057270	3059509
GA24847-RA 	3059786	3065735
GA30491-RH 	3066601	3071428
GA11198-RA 	3073565	3074375
GA15037-RA 	3074845	3083248
GA24851-RA 	3084506	3086432
GA20794-RA 	3087040	3088521
GA24852-RA 	3089462	3090195
GA11808-RA 	3097007	3108105
GA24315-RA 	3109298	3117938
GA15636-RA 	3118670	3123090
GA24314-RD 	3130812	3148449
GA20775-RB 	3150060	3152165
GA14073-RA 	3157312	3160873
GA14185-RA 	3164494	3169104
GA21534-RA 	3170578	3171826
GA24853-RA 	3172168	3174822
GA11199-RA 	3174887	3176274
GA24854-RA 	3177497	3178173
GA21496-RC 	3178823	3181919
GA21406-RA 	3179645	3180344
GA10835-RC 	3194842	3196858
GA32505-RA 	3201862	3202973
GA12587-RA 	3206888	3208405
GA10531-RT 	3237156	3244001
GA20098-RD 	3246433	3293794
GA20128-RA 	3295127	3296191
GA11291-RH 	3302882	3310719
GA20194-RB 	3317184	3317970
GA20197-RB 	3338354	3340549
GA11272-RC 	3342326	3344521
GA10702-RA 	3345821	3346355
GA13507-RB 	3346642	3347430
GA17506-RB 	3367733	3369371
GA17454-RA 	3373717	3382465
GA15432-RA 	3383975	3395768
GA17419-RA 	3407492	3409973
GA15425-RB 	3419553	3424642
GA30490-RA 	3431867	3439955
GA24311-RA 	3482523	3483655
GA24858-RE 	3495363	3497259
GA15417-RA 	3503125	3504292
GA32680-RA 	3514218	3515546
GA21745-RB 	3515830	3519961
GA15840-RB 	3522878	3523849
GA24859-RD 	3524680	3529884
GA24860-RC 	3531469	3532771
GA15841-RA 	3534558	3535534
GA17390-RA 	3555432	3557469
GA24862-RC 	3593015	3606553
GA32843-RA 	3608531	3611029
GA24863-RB 	3611050	3614712
GA12583-RA 	3614913	3615671
GA21415-RB 	3616800	3619038
GA31519-RA 	3620147	3620496
GA31954-RA 	3622411	3622879
GA24864-RA 	3623501	3624598
GA14118-RA 	3637781	3638355
GA12586-RA 	3639928	3642022
GA24308-RA 	3649588	3650157
GA10829-RA 	3651470	3652333
GA17246-RK 	3728727	3782107
GA24306-RE 	3816235	3816880
GA12274-RA 	3821916	3822420
GA31474-RA 	3822517	3822750
GA24304-RB 	3830838	3831218
GA12275-RA 	3845922	3846389
GA15682-RA 	3853237	3853622
GA14779-RA 	3854298	3855123
GA24866-RA 	3855558	3856116
GA12276-RA 	3856843	3858321
GA12280-RA 	3859322	3859636
GA12281-RA 	3859943	3860643
GA15677-RB 	3866483	3866857
GA15675-RA 	3867008	3867479
GA14778-RA 	3867787	3868524
GA17236-RA 	3868972	3869769
GA24301-RA 	3870047	3870491
GA20595-RA 	3871294	3871749
GA24300-RA 	3872326	3874065
GA17600-RA 	3875577	3878512
GA13899-RA 	3878896	3882485
GA18304-RB 	3883202	3886930
GA30488-RA 	3887146	3888141
GA17948-RA 	3888483	3890816
GA17927-RB 	3891027	3894569
GA24867-RH 	3904880	3915616
GA24299-RA 	3917607	3918448
GA31334-RA 	3918931	3919703
GA17312-RA 	3920060	3923096
GA24298-RA 	3923766	3925416
GA24297-RA 	3926946	3933683
GA18574-RB 	3935318	3936929
GA18566-RA 	3940331	3941735
GA30487-RB 	3941889	3943246
GA24296-RA 	3943509	3944756
GA19582-RB 	3959728	3964167
GA14679-RA 	3969488	3971470
GA13020-RB 	3972634	3976971
GA18559-RA 	3978238	3981269
GA24295-RA 	3981997	3982487
GA24294-RA 	3982752	3983257
GA19600-RA 	3989959	3993887
GA19611-RA 	3996598	3997562
GA15656-RA 	3998505	3998833
GA18551-RA 	3999445	4002245
GA15654-RA 	4013043	4018853
GA24293-RA 	4027483	4028434
GA24872-RC 	4028911	4029817
GA10653-RB 	4033934	4065559
GA14831-RA 	4036945	4041728
GA18543-RB 	4068299	4076789
GA30486-RA 	4073644	4075590
GA15653-RA 	4078433	4078958
GA18528-RA 	4079093	4079824
GA24875-RA 	4080868	4084292
GA13019-RA 	4085128	4085370
GA19628-RA 	4086863	4088257
GA24876-RA 	4088935	4090131
GA14203-RA 	4090297	4093425
GA24290-RB 	4094444	4095000
GA17587-RA 	4119933	4120700
GA17570-RB 	4137981	4159315
GA31446-RA 	4166158	4166316
GA17557-RA 	4178480	4179007
GA11854-RB 	4179385	4180067
GA24878-RB 	4180527	4181466
GA15517-RA 	4183184	4184611
GA14795-RA 	4184934	4185617
GA15525-RA 	4187377	4193036
GA14213-RB 	4194947	4196748
GA17541-RA 	4196878	4198653
GA14214-RA 	4199027	4200687
GA17545-RA 	4200778	4201533
GA14215-RA 	4202249	4202586
GA30484-RB 	4202801	4207176
GA14224-RA 	4208311	4214890
GA14226-RA 	4216373	4217114
GA17757-RA 	4217870	4218884
GA11853-RA 	4219372	4219734
GA17747-RC 	4219824	4221453
GA21605-RA 	4222439	4225211
GA15834-RB 	4227151	4239512
GA15349-RA 	4249050	4250199
GA11428-RA 	4258106	4259445
GA11426-RA 	4260291	4261581
GA12807-RB 	4262851	4263558
GA11425-RB 	4263987	4266599
GA13989-RA 	4266835	4267283
GA12881-RF 	4310903	4315473
GA11432-RA 	4319720	4321948
GA15356-RA 	4324115	4325176
GA12961-RA 	4332636	4334526
GA13517-RE 	4336932	4345145
GA15573-RB 	4337347	4338504
GA11911-RB 	4339654	4340694
GA24881-RA 	4348485	4352527
GA24882-RB 	4353754	4354767
GA24286-RB 	4354972	4355583
GA24883-RA 	4355758	4356204
GA24884-RA 	4357091	4357408
GA24885-RA 	4357595	4357903
GA30483-RA 	4357972	4358310
GA30482-RA 	4358392	4359418
GA12129-RB 	4360509	4361330
GA12128-RA 	4362286	4362642
GA21526-RA 	4363966	4364421
GA24887-RA 	4366220	4366981
GA24888-RB 	4367274	4367561
GA24889-RA 	4367905	4368150
GA24890-RA 	4370346	4370660
GA12137-RA 	4370924	4372271
GA21525-RA 	4372627	4373176
GA12136-RA 	4375861	4376583
GA12135-RA 	4377132	4379120
GA21523-RA 	4379623	4380085
GA21522-RA 	4380939	4381913
GA12134-RA 	4385423	4386629
GA24283-RU 	4386992	4390491
GA21520-RA 	4393350	4394212
GA21517-RA 	4396768	4397191
GA21516-RA 	4397766	4398412
GA12133-RB 	4398715	4399281
GA21511-RA 	4399925	4402480
GA31995-RA 	4402479	4404317
GA12132-RA 	4407739	4408197
GA12126-RA 	4409133	4411709
GA14893-RB 	4411721	4413814
GA11603-RA 	4414006	4415935
GA24891-RA 	4415443	4415706
GA14894-RA 	4416156	4416500
GA30481-RD 	4417009	4418216
GA21302-RA 	4419881	4420115
GA11589-RA 	4420207	4420794
GA21304-RB 	4421298	4423873
GA21305-RD 	4424210	4425579
GA24282-RA 	4426750	4451098
GA11638-RA 	4463669	4464206
GA24893-RA 	4472509	4473594
GA24894-RA 	4474289	4475088
GA24896-RA 	4475302	4476448
GA12078-RA 	4476702	4478385
GA21308-RA 	4479787	4485858
GA21309-RK 	4490261	4494449
GA21312-RF 	4504271	4505949
GA24280-RA 	4516455	4517111
GA18948-RA 	4523054	4526136
GA14026-RA 	4527436	4527925
GA13849-RB 	4528180	4531075
GA24278-RB 	4536236	4584428
GA14909-RA 	4566086	4566418
GA20865-RB 	4607106	4611452
GA24897-RB 	4615577	4626715
GA24898-RC 	4634735	4649423
GA20905-RA 	4654347	4656243
GA20910-RB 	4659813	4668040
GA20856-RA 	4670399	4671145
GA30480-RB 	4676650	4685446
GA32472-RA 	4681674	4682102
GA10640-RA 	4686263	4687024
GA19086-RA 	4688194	4691363
GA18686-RA 	4692242	4693897
GA19084-RA 	4694129	4695599
GA24277-RA 	4696913	4701220
GA13034-RA 	4707314	4707892
GA32453-RA 	4717556	4718911
GA24900-RA 	4741354	4742052
GA10641-RA 	4743751	4745667
GA18984-RA 	4785560	4786807
GA24901-RA 	4787153	4787596
GA24275-RC 	4789890	4799183
GA13036-RA 	4803776	4804501
GA14977-RA 	4805147	4805837
GA24903-RA 	4806531	4807220
GA14980-RA 	4807719	4808455
GA14982-RA 	4809150	4809823
GA13037-RA 	4813439	4813786
GA30881-RA 	4874845	4875128
GA24273-RA 	4877300	4877678
GA13468-RA 	4877845	4878335
GA14796-RA 	4879044	4879236
GA24904-RA 	4880716	4880907
GA24905-RB 	4881663	4882077
GA30478-RA 	4883039	4883224
GA24906-RA 	4887886	4889345
GA14539-RA 	4890805	4891530
GA18702-RA 	4892821	4893489
GA14540-RA 	4893683	4894342
GA14541-RA 	4894766	4895434
GA14542-RA 	4896227	4896892
GA24907-RA 	4897117	4897785
GA14545-RA 	4898511	4899179
GA14548-RA 	4900182	4900847
GA18981-RA 	4901226	4902114
GA18708-RB 	4905598	4909788
GA18710-RI 	4913394	4915309
GA11517-RA 	4916495	4920062
GA15662-RC 	4920740	4928552
GA18720-RA 	4930927	4934012
GA18722-RA 	4935644	4936137
GA18945-RA 	4936381	4939955
GA15664-RA 	4936620	4938428
GA18723-RA 	4940210	4941553
GA14606-RA 	4941574	4943106
GA15661-RD 	4949415	4963029
GA18748-RA 	4979382	4980139
GA20640-RA 	4988160	4989989
GA13101-RA 	4996391	4997609
GA17307-RA 	4999408	5006240
GA20641-RA 	5007748	5009396
GA20643-RA 	5010213	5012462
GA24908-RC 	5013745	5014875
GA24271-RB 	5017893	5032010
GA30476-RA 	5038053	5038841
GA31909-RA 	5038920	5039458
GA11141-RA 	5051201	5055846
GA20621-RA 	5056573	5061314
GA24909-RA 	5063548	5065411
GA24910-RB 	5066597	5069028
GA13008-RC 	5084604	5091996
GA24268-RC 	5129831	5133277
GA11791-RA 	5172013	5173388
GA14414-RA 	5173795	5175242
GA24267-RA 	5176540	5177895
GA13005-RA 	5179705	5180484
GA24266-RA 	5183142	5183795
GA24912-RA 	5190190	5191745
GA24265-RA 	5194506	5196061
GA31211-RA 	5196504	5198926
GA24914-RC 	5214279	5217382
GA20669-RB 	5219980	5236261
GA24263-RA 	5236942	5237986
GA20590-RA 	5238430	5240709
GA24262-RA 	5240833	5241057
GA11814-RA 	5242046	5243416
GA20656-RA 	5244061	5245911
GA24915-RA 	5246051	5247782
GA20862-RB 	5248225	5251230
GA20864-RA 	5251721	5254772
GA20867-RA 	5256083	5260108
GA30479-RH 	5287946	5362303
GA31947-RA 	5297596	5298364
GA24919-RC 	5366646	5368681
GA20873-RA 	5369360	5378855
GA32469-RA 	5380851	5381237
GA11944-RB 	5382640	5393456
GA15864-RB 	5395967	5397769
GA24920-RA 	5398025	5399827
GA20875-RA 	5403940	5406338
GA20876-RB 	5410453	5422474
GA15865-RA 	5428773	5431243
GA15862-RA 	5438019	5439662
GA20879-RA 	5439752	5440999
GA20878-RA 	5441252	5441992
GA20882-RA 	5442440	5443993
GA20884-RC 	5444313	5449775
GA11943-RI 	5457353	5461274
GA14646-RA 	5462163	5463051
GA11246-RA 	5463640	5466261
GA24924-RB 	5467841	5472156
GA31073-RA 	5470103	5470782
GA20800-RA 	5473030	5474131
GA12225-RA 	5474342	5477002
GA24926-RC 	5477471	5482905
GA14994-RA 	5483505	5484941
GA19797-RB 	5485298	5486797
GA12223-RA 	5486895	5488325
GA15577-RB 	5489741	5508421
GA32893-RA 	5516317	5516873
GA15578-RA 	5521216	5521557
GA19833-RA 	5522388	5523764
GA20529-RA 	5524074	5526188
GA24927-RA 	5527402	5530275
GA15579-RA 	5530779	5531943
GA24928-RA 	5532253	5533266
GA11912-RA 	5533319	5534107
GA24930-RA 	5534576	5535903
GA14085-RA 	5536461	5537677
GA14039-RA 	5537848	5538697
GA30474-RC 	5540063	5544137
GA17319-RA 	5546893	5548352
GA21447-RA 	5548971	5550668
GA24932-RB 	5551202	5551803
GA21446-RA 	5551942	5553284
GA15882-RC 	5555071	5556324
GA15878-RA 	5556859	5558093
GA14754-RA 	5558367	5561270
GA12266-RB 	5559531	5560832
GA15879-RI 	5562025	5582422
GA31206-RA 	5575640	5575957
GA12374-RA 	5596010	5603438
GA15234-RC 	5605181	5609754
GA12393-RA 	5610372	5611315
GA12421-RB 	5614216	5617849
GA15235-RB 	5620171	5634124
GA15885-RA 	5634820	5635416
GA15886-RA 	5636042	5636846
GA15245-RB 	5640426	5645899
GA14038-RA 	5661180	5662408
GA15262-RA 	5662590	5664737
GA15264-RA 	5665318	5666736
GA14040-RA 	5671562	5674070
GA24933-RA 	5675062	5676108
GA10479-RA 	5676426	5679350
GA15265-RA 	5679446	5682665
GA24934-RA 	5683248	5685709
GA14041-RB 	5685893	5687832
GA14042-RB 	5688056	5690009
GA14043-RC 	5690223	5692190
GA11779-RA 	5692353	5693845
GA15267-RD 	5694657	5703241
GA14047-RA 	5703316	5706279
GA24935-RA 	5706627	5708517
GA14051-RA 	5710103	5711453
GA14054-RC 	5716262	5719016
GA24936-RE 	5725382	5734020
GA10787-RA 	5734764	5736211
GA10776-RC 	5736434	5737955
GA21338-RA 	5739481	5742710
GA14650-RF 	5747972	5750697
GA32119-RA 	5751232	5754567
GA21200-RA 	5757753	5777004
GA21341-RC 	5786333	5796727
GA21190-RA 	5797593	5800623
GA21188-RA 	5800845	5802231
GA21342-RA 	5802786	5803422
GA21183-RA 	5803577	5806394
GA24937-RA 	5807735	5808456
GA21177-RC 	5810673	5846495
GA15612-RA 	5811230	5811637
GA24255-RA 	5829420	5830039
GA24938-RB 	5832064	5832537
GA24254-RA 	5852578	5853368
GA13509-RA 	5855682	5857933
GA24253-RA 	5858208	5858718
GA10704-RA 	5862693	5863526
GA13510-RA 	5868189	5869463
GA13511-RA 	5869774	5871570
GA14015-RA 	5871627	5873537
GA30475-RR 	5930574	5987238
GA31813-RA 	5951694	5952022
GA14100-RA 	5958486	5961352
GA14906-RC 	5997389	5999215
GA24941-RA 	6004092	6006541
GA14016-RC 	6009511	6010421
GA13513-RB 	6019536	6021396
GA10710-RB 	6024300	6025329
GA22075-RE 	6026158	6030922
GA24943-RC 	6033303	6035368
GA13515-RB 	6043574	6043834
GA13516-RA 	6075972	6078010
GA11204-RA 	6087939	6088420
GA15670-RA 	6088689	6089167
GA24250-RA 	6090333	6091107
GA10849-RA 	6093519	6094067
GA21096-RA 	6102932	6103388
GA30473-RB 	6127211	6128467
GA11666-RB 	6129334	6130900
GA12589-RA 	6141257	6141762
GA12590-RA 	6173868	6174344
