Gene_Name	Beg	End	Region	Nuc	Mean_Cov	Outlier_Status
GA10731-RA 	  17713723	  17713987	 6	       139	    1.000	1
GA10733-RB 	  19351080	  19352833	14	       212	    4.392	1
GA10737-RA 	    199373	    209601	 1	      8863	    1.279	1
GA10744-RB 	  19382146	  19389088	14	      4129	    5.000	1
GA10745-RB 	   4994242	   4994641	 3	       144	    0.000	1
GA10748-RC 	   1354088	   1381713	 1	     26572	    2.587	1
GA10758-RA 	  17737186	  17738219	14	       391	    0.184	1
GA10760-RA 	   1445494	   1459837	 1	     10583	    1.442	1
GA10763-RB 	   1549710	   1552655	 1	       907	    2.000	1
GA10765-RA 	  10661261	  10661322	 5	        62	    0.677	1
GA10770-RA 	   1618816	   1627545	 1	      8230	    2.138	1
GA10772-RA 	   1631986	   1632039	 1	        54	    2.000	1
GA10773-RA 	   1634283	   1634349	 1	        67	    2.000	1
GA10774-RA 	   6702474	   6703641	 3	       244	    1.131	1
GA10776-RC 	  13379052	  13379232	 8	       181	    0.000	1
GA10782-RA 	  10657200	  10658575	 5	       241	    0.000	1
GA10784-RB 	  10643369	  10655579	 5	     10384	    0.087	1
GA10787-RA 	  13380927	  13382139	 8	       263	    1.011	1
GA10789-RA 	   6690568	   6692168	 3	       237	    2.114	1
GA10804-RB 	  10646367	  10646594	 5	       139	    0.000	1
GA10814-RC 	  19289964	  19290144	14	       181	    2.000	1
GA10816-RA 	    246023	    246094	 1	        72	    0.000	1
GA10817-RB 	  10673675	  10674628	 5	       714	    0.000	1
GA10822-RA 	   1718462	   1719501	 1	       849	    1.000	1
GA10824-RA 	   1729453	   1729517	 1	        65	    2.000	1
GA10828-RA 	   5522308	   5522506	 3	       199	    2.382	1
GA10830-RB 	   5516281	   5518033	 3	      1005	    0.983	1
GA10831-RA 	   5515048	   5515105	 3	        58	    1.448	1
GA10832-RA 	   5494798	   5505393	 3	      3217	    3.469	1
GA10835-RC 	   7691141	   7692579	 7	       949	    0.498	1
GA10839-RA 	  10746947	  10747012	 5	        66	    1.818	1
GA10840-RD 	  17387291	  17397703	10	      7446	    1.752	1
GA10842-RA 	  17730140	  17732360	14	       785	    1.806	1
GA10844-RA 	   9856072	   9856127	 4	        56	    0.000	1
GA10845-RA 	  17999475	  17999710	14	       127	    0.449	1
GA10849-RA 	  13023078	  13023138	 8	        61	    0.000	1
GA10852-RA 	   6572855	   6572918	 3	        64	    2.000	1
GA10856-RA 	   6564567	   6568911	 3	       511	    1.769	1
GA10860-RA 	   6482642	   6483348	 3	       216	    5.000	1
GA10870-RA 	   2792336	   2792401	 3	        66	    0.000	1
GA10893-RB 	   9723305	   9730299	 4	       891	    0.233	2
GA10895-RB 	   7268234	   7268710	 7	       241	    0.000	1
GA10897-RA 	   7252664	   7253024	 7	       361	    2.000	1
GA10899-RC 	   7220230	   7224195	 7	      2700	    0.224	1
GA10901-RA 	  17463659	  17463716	10	        58	    0.000	1
GA10902-RA 	   1709194	   1710730	 1	       961	    1.000	1
GA10909-RA 	  10485951	  10488279	 5	       541	    0.000	1
GA10982-RA 	  18586364	  18589886	14	      3279	    0.000	1
GA10988-RA 	   8567076	   8569510	12	       305	    0.689	1
GA10990-RC 	   8564320	   8566234	12	       172	    0.669	1
GA10993-RA 	   4859219	   4859278	 3	        60	    1.000	1
GA11023-RA 	  16765404	  16766781	10	       308	    2.091	1
GA11026-RA 	   2044035	   2044090	 2	        56	    0.000	1
GA11141-RA 	  14063519	  14065728	 8	       689	    0.000	1
GA11181-RA 	  16059812	  16060611	11	       387	    1.354	1
GA11183-RC 	  16015920	  16018375	11	       926	    0.000	1
GA11192-RB 	  16050749	  16051113	11	       128	    0.156	1
GA11193-RB 	   7524605	   7526492	 7	       316	    1.000	1
GA11198-RA 	   7569562	   7569746	 7	       136	    1.294	1
GA11199-RA 	   7670889	   7672138	 7	       110	    0.464	1
GA11204-RA 	  13028939	  13029006	 8	        68	    0.000	1
GA11205-RD 	  10935252	  10938286	 5	       945	    0.887	1
GA11210-RA 	  11776461	  11778067	 9	       338	    0.175	1
GA11211-RB 	   5400483	   5402687	 3	      1109	    2.088	1
GA11212-RA 	   5387160	   5387225	 3	        66	    4.000	1
GA11246-RA 	  13651107	  13652744	 8	       882	    0.000	1
GA11258-RE 	  16188118	  16191359	11	       884	    0.835	1
GA11261-RA 	  16196488	  16198923	11	       295	    0.603	1
GA11265-RB 	  16242961	  16255168	11	      2898	    0.000	1
GA11272-RC 	   7838673	   7840225	 7	       309	    1.388	1
GA11291-RH 	   7798931	   7806555	 7	      2711	    0.058	1
GA11297-RB 	   9453171	   9457762	 4	      1973	    0.142	1
GA11400-RA 	   6555837	   6556086	 3	       146	    2.034	1
GA11404-RA 	  18079627	  18087480	14	      3943	    1.758	1
GA11422-RA 	   6137855	   6137927	 3	        73	    0.000	1
GA11423-RA 	   6139062	   6139586	 3	       163	    0.000	1
GA11425-RB 	  14850487	  14852851	 8	       924	    1.847	1
GA11426-RA 	  14855440	  14856651	 8	       568	    0.725	1
GA11428-RA 	  14857588	  14858664	 8	       104	    0.144	1
GA11432-RA 	  14795085	  14796747	 8	       414	    0.780	1
GA11434-RA 	   1198895	   1202495	 1	      3085	    1.694	1
GA11435-RA 	   1210058	   1211333	 1	       751	    4.762	1
GA11444-RA 	  12372111	  12372191	 8	        81	    2.000	1
GA11448-RA 	   1469399	   1470572	 1	       460	    2.000	1
GA11452-RA 	   1327564	   1328783	 1	       191	    2.000	1
GA11466-RA 	   4041084	   4041294	 3	       211	    1.000	1
GA11480-RD 	   9015446	   9017110	 4	      1333	    1.857	1
GA11509-RA 	   6671793	   6672334	 3	       128	    1.000	1
GA11510-RA 	   8560702	   8563312	12	       479	    0.000	1
GA11517-RA 	  14197144	  14200363	 8	       319	    0.000	1
GA11538-RE 	  11357675	  11369271	 9	      8014	    0.134	1
GA11556-RA 	  16358430	  16358490	11	        61	    2.000	1
GA11557-RA 	  16362003	  16365483	11	       854	    1.005	1
GA11563-RA 	  16265691	  16266169	11	       209	    2.072	1
GA11567-RA 	  16356158	  16356660	11	       116	    0.000	1
GA11569-RG 	  16366424	  16372101	11	      4280	    1.543	1
GA11571-RA 	   9993854	   9993917	 4	        64	    1.750	1
GA11576-RA 	  12232378	  12232886	 8	       185	    0.000	1
GA11584-RA 	   2749660	   2749723	 3	        64	    0.000	1
GA11585-RA 	    391620	    399264	 1	      7475	    4.550	1
GA11586-RA 	  11728935	  11738542	 9	      9608	    0.069	1
GA11587-RC 	   8621981	   8625718	12	      2593	    0.003	1
GA11588-RA 	   1822699	   1822988	 2	       127	    1.000	1
GA11590-RA 	  11074121	  11075210	 9	       180	    0.000	1
GA11592-RA 	  12039109	  12040796	 8	       405	    0.000	1
GA11596-RB 	  11672545	  11672784	 9	       151	    0.000	1
GA11601-RA 	  11718561	  11719949	 9	       493	    1.034	1
GA11603-RA 	  14701282	  14702349	 8	       523	    0.105	1
GA11604-RA 	  18737120	  18737183	14	        64	    3.000	1
GA11614-RA 	   9184449	   9185081	 4	       182	    0.692	1
GA11625-RA 	  12420172	  12425357	 8	      4223	    0.403	1
GA11638-RA 	  14653121	  14653187	 8	        67	    0.000	1
GA11639-RC 	  15339461	  15341303	11	      1843	    0.005	1
GA11666-RB 	  12986406	  12987620	 8	       313	    0.259	1
GA11779-RA 	  13423360	  13424244	 8	       119	    3.160	1
GA11784-RA 	  18656448	  18656501	14	        54	    2.000	1
GA11789-RA 	    289517	    289732	 1	       129	    3.000	1
GA11791-RA 	  13943692	  13944225	 8	       176	    0.045	1
GA11794-RB 	   5921279	   5922765	 3	       143	    1.084	1
GA11795-RA 	   7530368	   7531894	 7	       305	    0.000	1
GA11798-RA 	   1828176	   1828244	 2	        69	    2.000	1
GA11800-RA 	   6620664	   6621071	 3	       282	    1.000	1
GA11802-RA 	   5572797	   5575668	 3	      1183	    2.087	1
GA11808-RA 	   7593108	   7603332	 7	      7025	    0.466	1
GA11834-RB 	  12301450	  12301752	 8	       137	    0.000	1
GA11836-RA 	   2574017	   2574421	 3	       192	    4.724	1
GA11837-RA 	   6562032	   6562106	 3	        75	    1.000	1
GA11838-RA 	   1247271	   1247337	 1	        67	    0.000	1
GA11839-RA 	   1230857	   1231636	 1	       255	    1.000	1
GA11840-RA 	   1285105	   1304048	 1	     17926	    1.130	1
GA11842-RA 	   1243146	   1243645	 1	       173	    0.312	1
GA11844-RA 	   1222542	   1223934	 1	       865	    2.534	1
GA11845-RA 	   1220889	   1221716	 1	       303	    2.000	1
GA11846-RA 	   1214796	   1216616	 1	      1299	    2.580	1
GA11847-RA 	   1211854	   1213122	 1	       753	    5.000	1
GA11849-RA 	   1203490	   1204408	 1	       361	    1.222	1
GA11850-RA 	   1195590	   1197470	 1	      1347	    3.059	1
GA11851-RA 	   1177088	   1178520	 1	       881	    2.822	1
GA11852-RA 	   1173299	   1174540	 1	      1050	    1.310	1
GA11854-RB 	  14936986	  14937470	 8	       113	    0.000	1
GA11855-RA 	   1943579	   1946821	 2	       500	    1.468	1
GA11858-RA 	   2757446	   2757524	 3	        79	    1.000	1
GA11860-RA 	   5312628	   5313430	 3	       133	    0.195	1
GA11861-RA 	   5296091	   5298269	 3	       342	    0.009	1
GA11862-RA 	   5310641	   5310714	 3	        74	    0.000	1
GA11866-RA 	   5143436	   5153725	 3	       652	    4.377	1
GA11868-RB 	   5269186	   5271763	 3	       507	    1.769	1
GA11869-RB 	   5139017	   5141702	 3	      2686	    5.840	1
GA11870-RB 	   5123960	   5124015	 3	        56	    5.000	1
GA11884-RB 	  16051797	  16054861	11	       980	    0.032	1
GA11885-RB 	  16049616	  16049681	11	        66	    1.000	1
GA11889-RA 	   9193390	   9193520	 4	       131	    0.000	2
GA11890-RB 	   9214968	   9217196	 4	      2229	    0.102	1
GA11894-RB 	   9190474	   9275922	 4	     80729	    0.076	2
GA11895-RA 	   9287700	   9288369	 4	       399	    1.226	1
GA11901-RA 	   9337250	   9337956	 4	       237	    0.000	1
GA11902-RB 	   9023942	   9027056	 4	      1994	    0.227	1
GA11904-RA 	   9021147	   9021784	 4	       192	    1.516	1
GA11905-RA 	   9013730	   9014429	 4	       264	    0.000	1
GA11906-RB 	   8917319	   8917837	 4	       121	    0.000	1
GA11907-RA 	   6154960	   6155247	 3	       120	    0.483	1
GA11909-RA 	   6173379	   6174396	 3	       525	    0.000	1
GA11913-RA 	  11646448	  11646947	 9	       127	    0.260	1
GA11916-RB 	  11668906	  11669327	 9	       116	    0.000	1
GA11917-RA 	  16406771	  16407666	11	       280	    0.011	2
GA11921-RA 	  16343698	  16343756	11	        59	    1.000	1
GA11925-RA 	   9995283	   9996940	 4	       331	    0.973	1
GA11926-RB 	  18942212	  18943656	14	       327	    1.982	1
GA11927-RA 	  18937301	  18937386	14	        86	    3.000	1
GA11943-RI 	  13656174	  13659583	 8	      3235	    0.035	1
GA11944-RB 	  13723570	  13734169	 8	      7400	    0.153	1
GA11977-RA 	   2746317	   2747303	 3	       192	    2.000	1
GA12078-RA 	  14638690	  14639703	 8	       571	    1.848	1
GA12081-RA 	   1817025	   1817079	 2	        55	    0.000	1
GA12082-RA 	   9525655	   9525715	 4	        61	    0.000	1
GA12083-RA 	   9562613	   9562662	 4	        50	    1.000	1
GA12084-RA 	   9539981	   9540508	 4	       170	    2.894	1
GA12087-RB 	   9517695	   9521091	 4	       952	    0.244	1
GA12088-RA 	   9498403	   9498466	 4	        64	    0.000	1
GA12089-RA 	   2816880	   2816939	 3	        60	    0.000	1
GA12090-RB 	   2829700	   2833918	 3	      2259	    1.652	1
GA12091-RI 	   2837856	   2853234	 3	     14147	    1.516	1
GA12094-RB 	   2889796	   2889853	 3	        58	    2.172	1
GA12098-RA 	  11410387	  11410447	 9	        61	    0.000	1
GA12100-RA 	  15257918	  15259359	11	       256	    0.477	1
GA12107-RA 	  15324898	  15325533	11	       122	    0.000	1
GA12108-RA 	  15369355	  15369794	11	       126	    0.111	1
GA12109-RC 	  15408178	  15417049	11	      8571	    0.313	1
GA12111-RA 	  15440303	  15441223	11	       181	    0.000	1
GA12112-RA 	  15432592	  15435618	11	      2410	    0.478	1
GA12113-RA 	   4730385	   4730440	 3	        56	    2.268	1
GA12117-RA 	  11674799	  11674853	 9	        55	    1.745	1
GA12118-RD 	  12256099	  12257723	 8	       972	    0.010	1
GA12120-RA 	  11703923	  11705269	 9	       290	    0.000	1
GA12122-RA 	  11723126	  11723371	 9	       123	    1.496	1
GA12123-RA 	  11692935	  11695926	 9	      1514	    0.000	1
GA12126-RA 	  14706163	  14707661	 8	       435	    1.464	1
GA12129-RB 	  14756078	  14756209	 8	       132	    0.000	1
GA12134-RA 	  14731051	  14731135	 8	        85	    0.929	1
GA12135-RA 	  14738086	  14739613	 8	       348	    0.000	1
GA12137-RA 	  14744785	  14745771	 8	       181	    0.000	1
GA12140-RB 	  18742883	  18744789	14	      1203	    1.355	1
GA12141-RA 	  18731579	  18731644	14	        66	    3.000	1
GA12142-RA 	  18739818	  18739974	14	       157	    2.000	1
GA12143-RA 	  18746163	  18748767	14	      1400	    2.311	1
GA12202-RA 	  11416281	  11417961	 9	       289	    0.689	1
GA12204-RA 	  11421241	  11421921	 9	       209	    1.000	1
GA12205-RA 	   5707481	   5707562	 3	        82	    0.000	1
GA12207-RA 	   5794783	   5795614	 3	       205	    0.000	1
GA12211-RA 	  10291065	  10291123	 5	        59	    1.983	1
GA12217-RB 	  11327934	  11330101	 9	       140	    0.000	1
GA12218-RA 	  11377589	  11377639	 9	        51	    0.000	1
GA12222-RA 	  11404592	  11406495	 9	       182	    0.000	1
GA12223-RA 	  13629892	  13629942	 8	        51	    0.000	1
GA12224-RC 	  10202995	  10203660	 5	       121	    0.000	1
GA12274-RA 	   8317869	   8317926	 7	        58	    0.000	2
GA12276-RA 	   8353297	   8353353	 7	        57	    0.000	1
GA12277-RA 	   4482647	   4483706	 3	       911	    2.199	1
GA12281-RA 	   8355914	   8356449	 7	       371	    0.000	1
GA12283-RA 	  12298695	  12299792	 8	       300	    0.000	1
GA12284-RA 	  10725211	  10743866	 5	     17720	    0.451	1
GA12286-RA 	  10666719	  10667202	 5	       134	    0.000	1
GA12287-RA 	  10641052	  10641414	 5	       144	    0.000	1
GA12288-RB 	  10608867	  10608936	 5	        70	    0.000	1
GA12290-RA 	  10615239	  10615300	 5	        62	    0.000	1
GA12291-RB 	  10569709	  10571694	 5	      1028	    0.000	1
GA12292-RB 	  10529850	  10530911	 5	       273	    0.000	1
GA12320-RA 	  16900990	  16901044	10	        55	    0.036	1
GA12324-RB 	  16873643	  16873697	10	        55	    0.436	1
GA12325-RA 	  17022546	  17031316	10	      1434	    0.151	1
GA12328-RA 	  16870809	  16870863	10	        55	    0.000	1
GA12330-RA 	  16781036	  16781775	10	       260	    0.596	1
GA12331-RE 	  16748862	  16748954	10	        93	    2.000	1
GA12334-RA 	  17437051	  17443403	10	      5057	    0.202	1
GA12335-RA 	   4028920	   4029370	 3	       451	    1.494	1
GA12336-RA 	   4030212	   4030272	 3	        61	    2.000	1
GA12338-RA 	   4073449	   4073503	 3	        55	    3.000	1
GA12339-RA 	   4074866	   4075328	 3	       108	    3.852	1
GA12340-RA 	   4077059	   4077301	 3	       114	    3.000	1
GA12341-RA 	   4065150	   4069493	 3	      1064	    1.047	1
GA12342-RA 	   4076162	   4076621	 3	       111	    3.000	1
GA12346-RA 	   4219424	   4223908	 3	       304	    3.694	1
GA12347-RB 	   8774348	   8775639	12	       644	    0.000	1
GA12348-RA 	   8787647	   8788246	12	       110	    3.000	1
GA12353-RB 	   3275715	   3276720	 3	       224	    2.000	1
GA12356-RA 	  17689978	  17690034	 6	        57	    1.000	1
GA12357-RA 	  17699940	  17705100	 6	      5019	    0.535	1
GA12360-RA 	  17600304	  17600362	 6	        59	    0.000	1
GA12362-RB 	    295259	    297182	 1	      1603	    3.000	1
GA12363-RB 	   1740682	   1741881	 1	       439	    4.000	1
GA12366-RA 	   1778664	   1780329	 2	      1583	    2.490	1
GA12367-RA 	   9652847	   9653335	 4	       183	    0.087	1
GA12369-RA 	   9785147	   9786959	 4	       336	    0.259	1
GA12370-RA 	  18537582	  18538395	14	       197	    1.431	1
GA12371-RA 	  18544178	  18544238	14	        61	    2.000	1
GA12372-RA 	  18416129	  18416211	14	        83	    3.000	1
GA12373-RC 	  18301428	  18355563	14	     52911	    1.761	1
GA12374-RA 	  13513850	  13520835	 8	      5971	    0.088	1
GA12375-RA 	  18292394	  18292458	14	        65	    1.000	1
GA12378-RA 	  18251370	  18251539	14	       124	    1.000	1
GA12379-RH 	   8575533	   8580792	12	      5042	    0.006	1
GA12380-RA 	   8531276	   8531332	12	        57	    3.000	1
GA12384-RB 	  18293965	  18294393	14	       111	    0.748	1
GA12386-RB 	  18254330	  18254425	14	        96	    0.000	1
GA12387-RB 	   8503817	   8507839	12	      2488	    0.096	1
GA12393-RA 	  13506155	  13506538	 8	       116	    0.000	1
GA12412-RA 	   6171100	   6172241	 3	       244	    0.959	1
GA12421-RB 	  13500805	  13502737	 8	      1654	    0.011	1
GA12475-RA 	   6175947	   6178896	 3	       373	    2.292	1
GA12501-RA 	   7491317	   7501690	 7	      9114	    0.165	1
GA12502-RA 	   7460029	   7461374	 7	       302	    0.149	1
GA12503-RA 	  12161117	  12161173	 8	        57	    1.000	1
GA12504-RA 	   7462951	   7463379	 7	       192	    0.552	1
GA12545-RA 	   7439746	   7440121	 7	       128	    1.523	1
GA12585-RA 	  17736054	  17736726	14	       208	    0.399	1
GA12586-RA 	   8135918	   8136533	 7	       187	    0.000	1
GA12589-RA 	  12975348	  12975400	 8	        53	    0.000	1
GA12590-RA 	  12943012	  12943083	 8	        72	    0.000	1
GA12603-RB 	   6521911	   6525026	 3	       708	    1.815	1
GA12642-RB 	   4415116	   4415394	 3	       122	    0.000	1
GA12653-RC 	   7108521	   7158083	 7	     48332	    1.624	1
GA12654-RA 	   7202187	   7202890	 7	       178	    0.000	1
GA12807-RB 	  14853739	  14854071	 8	       126	    1.222	1
GA12881-RF 	  14801738	  14806048	 8	      2876	    0.353	1
GA12961-RA 	  14782564	  14784202	 8	       337	    1.653	1
GA13008-RC 	  14025312	  14026325	 8	       997	    0.000	1
GA13016-RA 	   5356055	   5356330	 3	       115	    0.000	1
GA13018-RA 	   5363566	   5363690	 3	       125	    2.000	1
GA13020-RB 	  15140583	  15144288	 8	      2835	    0.188	1
GA13025-RA 	  15737561	  15737629	11	        69	    2.000	1
GA13027-RA 	   6244575	   6244629	 3	        55	    2.000	1
GA13030-RA 	   6404807	   6404865	 3	        59	    4.000	1
GA13036-RA 	  14312843	  14313133	 8	       138	    0.000	1
GA13099-RA 	  17955608	  17955674	14	        67	    0.000	1
GA13100-RA 	  19013204	  19013258	14	        55	    4.000	1
GA13101-RA 	  14119816	  14120278	 8	       169	    0.012	1
GA13102-RA 	  19030078	  19034368	14	      3589	    3.424	1
GA13220-RB 	    440220	    448990	 1	      5098	    3.676	1
GA13221-RA 	  12114434	  12114486	 8	        53	    0.000	1
GA13223-RA 	   1835803	   1835854	 2	        52	    5.000	1
GA13224-RA 	    454807	    455579	 1	       711	    2.000	1
GA13228-RA 	   2130451	   2131284	 2	       149	    3.463	1
GA13229-RB 	   5528253	   5530008	 3	       743	    3.794	1
GA13230-RA 	   5486660	   5487627	 3	       687	    0.742	1
GA13231-RA 	  12405968	  12415858	 8	      9011	    0.085	1
GA13232-RA 	  12406278	  12406645	 8	       131	    0.000	1
GA13468-RA 	  14238728	  14238780	 8	        53	    0.000	1
GA13469-RC 	  10030665	  10034923	 4	      2154	    0.000	1
GA13472-RA 	   3472302	   3473616	 3	       209	    0.311	1
GA13473-RA 	   3410422	   3411678	 3	       342	    2.801	1
GA13474-RB 	   3371981	   3372625	 3	       172	    2.000	1
GA13475-RC 	   2505887	   2507912	 3	      1267	    0.000	1
GA13476-RB 	   2516768	   2519090	 3	      1792	    5.884	1
GA13477-RA 	   2522200	   2522939	 3	       509	    3.000	1
GA13481-RA 	   3469060	   3471354	 3	       268	    2.310	1
GA13483-RC 	   3407325	   3409478	 3	       903	    2.277	1
GA13486-RA 	   3363290	   3367305	 3	      2742	    1.120	1
GA13487-RB 	   2495104	   2500276	 2	      3944	    2.183	1
GA13488-RB 	   2509264	   2511964	 3	      1087	    1.415	1
GA13490-RA 	   2523876	   2532156	 3	       766	    3.339	1
GA13491-RA 	   2534793	   2537362	 3	       355	    4.000	1
GA13492-RA 	   5823093	   5823679	 3	       176	    1.324	1
GA13493-RA 	   5825444	   5826155	 3	       304	    2.138	1
GA13494-RB 	   5938919	   5941975	 3	       287	    0.000	1
GA13495-RE 	   5959300	   5973234	 3	      9814	    0.511	1
GA13496-RA 	   5827834	   5828161	 3	       123	    1.000	1
GA13498-RA 	   6023958	   6024020	 3	        63	    0.000	1
GA13499-RA 	  19745674	  19745915	14	       116	    4.000	1
GA13500-RA 	  19762204	  19762761	14	       439	    2.000	1
GA13502-RB 	   5987998	   5991942	 3	      2557	    0.349	1
GA13505-RC 	  19739083	  19742252	14	      1370	    5.000	1
GA13506-RA 	  19753283	  19755625	14	       745	    5.000	1
GA13509-RA 	  13259233	  13261043	 8	      1313	    0.110	1
GA13510-RA 	  13247998	  13248048	 8	        51	    0.000	1
GA13513-RB 	  13096030	  13097462	 8	      1096	    0.002	1
GA13516-RA 	  13039269	  13040588	 8	       299	    0.666	1
GA13517-RE 	  14771947	  14779893	 8	      5889	    1.146	1
GA13539-RA 	  15155986	  15160599	11	      1368	    0.471	1
GA13588-RA 	  18196684	  18196988	14	       116	    0.345	1
GA13590-RB 	    994470	    998275	 1	      1619	    1.728	1
GA13591-RA 	    971742	    971949	 1	       120	    1.000	1
GA13759-RA 	   2550485	   2550545	 3	        61	    4.000	1
GA13787-RA 	   2563114	   2564698	 3	       440	    4.000	1
GA13844-RD 	   9382062	   9387481	 4	      2060	    0.000	1
GA13847-RC 	  15699348	  15703868	11	      3726	    0.396	1
GA13848-RA 	   6801705	   6802032	 3	       150	    0.000	1
GA13849-RB 	  14585954	  14588411	 8	      1756	    0.011	1
GA13850-RA 	  19085685	  19085749	14	        65	    2.000	1
GA13851-RA 	  19089101	  19089159	14	        59	    1.000	1
GA13869-RA 	  10329110	  10330041	 5	       758	    0.135	1
