Gene_Name	Beg	End	Region	Nuc	Mean_Cov
Region_0157	   1243812	   1247167	 1	      3356	    3.253
Region_0158	   1248042	   1264088	 1	     16047	    1.659
Region_0159	   1265549	   1283989	 1	     18441	    1.760
Region_0160	   1305687	   1306463	 1	       777	    0.470
Region_0161	   1308176	   1324543	 1	     16368	    1.104
Region_0162	   1326520	   1327544	 1	      1025	    3.260
Region_0163	   1328909	   1329016	 1	       108	    2.000
Region_0164	   1329426	   1331992	 1	      2567	    2.600
Region_0165	   1333604	   1334006	 1	       403	    1.000
Region_0166	   1335421	   1336728	 1	      1308	    1.000
Region_0167	   1338342	   1353833	 1	     15492	    2.236
Region_0168	   1383655	   1394193	 1	     10539	    2.302
Region_0169	   1395752	   1399131	 1	      3380	    0.519
Region_0170	   1400376	   1404851	 1	      4476	    2.373
Region_0171	   1405335	   1416392	 1	     11058	    1.323
Region_0172	   1418529	   1423836	 1	      5308	    1.663
Region_0173	   1428394	   1430694	 1	      2301	    2.000
Region_0174	   1433249	   1437550	 1	      4302	    1.371
Region_0175	   1440092	   1445279	 1	      5188	    0.671
Region_0176	   1460039	   1469377	 1	      9339	    0.062
Region_0177	   1470828	   1479848	 1	      9021	    0.486
Region_0178	   1537034	   1543157	 1	      6124	    0.509
Region_0179	   1547026	   1549656	 1	      2631	    2.156
Region_0180	   1552784	   1553055	 1	       272	    2.000
Region_0181	   1555049	   1560891	 1	      5843	    0.769
Region_0182	   1572291	   1598695	 1	     26405	    1.629
Region_0183	   1599257	   1602911	 1	      3655	    2.000
Region_0184	   1603717	   1603855	 1	       139	    2.000
Region_0185	   1604157	   1618455	 1	     14299	    1.711
Region_0186	   1627964	   1631795	 1	      3832	    2.646
Region_0187	   1633836	   1633980	 1	       145	    2.000
Region_0188	   1634609	   1635085	 1	       477	    2.000
Region_0189	   1635661	   1636071	 1	       411	    2.000
Region_0190	   1639963	   1641829	 1	      1867	    2.000
Region_0191	   1647563	   1648546	 1	       984	    2.118
Region_0192	   1652981	   1654398	 1	      1418	    2.000
Region_0193	   1655779	   1656203	 1	       425	    2.000
Region_0194	   1661307	   1688449	 1	     27143	    2.691
Region_0195	   1689425	   1690950	 1	      1526	    1.000
Region_0196	   1691684	   1695313	 1	      3630	    3.381
Region_0197	   1697132	   1702267	 1	      5136	    4.015
Region_0198	   1707431	   1709061	 1	      1631	    2.000
Region_0199	   1710971	   1711221	 1	       251	    2.000
Region_0200	   1712561	   1718275	 1	      5715	    1.000
Region_0201	   1719776	   1722201	 1	      2426	    1.737
Region_0202	   1724193	   1724929	 1	       737	    1.233
Region_0203	   1725962	   1726534	 1	       573	    2.000
Region_0204	   1729137	   1729194	 1	        58	    2.000
Region_0205	   1730805	   1731316	 1	       512	    2.213
Region_0206	   1732748	   1733355	 1	       608	    2.242
Region_0207	   1734401	   1735210	 1	       810	    4.000
Region_0208	   1740166	   1740669	 1	       504	    3.000
Region_0209	   1741976	   1742346	 1	       371	    3.000
Region_0210	   1743727	   1747613	 1	      3887	    2.603
Region_0211	   1755594	   1756226	 1	       633	    0.000
Region_0212	   1757666	   1760393	 1	      2728	    0.000
Region_0213	   1763997	   1769924	 1	      5928	    0.000
Region_0214	   1771496	   1775567	 2	      4072	    0.934
Region_0215	   1778057	   1778395	 2	       339	    2.003
Region_0216	   1780435	   1782923	 2	      2489	    3.853
Region_0217	   1783244	   1783923	 2	       680	    4.000
Region_0218	   1788304	   1788569	 2	       266	    4.000
Region_0219	   1789970	   1790756	 2	       787	    2.070
Region_0220	   1791531	   1812683	 2	     21153	    2.000
Region_0221	   1814267	   1815072	 2	       806	    1.000
Region_0222	   1816231	   1816319	 2	        89	    2.000
Region_0223	   1817098	   1817856	 2	       759	    2.000
Region_0224	   1820250	   1820714	 2	       465	    2.000
Region_0225	   1820985	   1821303	 2	       319	    2.000
Region_0226	   1822477	   1822579	 2	       103	    2.000
Region_0227	   1823058	   1828099	 2	      5042	    1.949
Region_0228	   1829120	   1829640	 2	       521	    2.000
Region_0229	   1832435	   1833742	 2	      1308	    2.073
Region_0230	   1834648	   1835327	 2	       680	    2.000
Region_0231	   1835905	   1841220	 2	      5316	    2.897
Region_0232	   1848418	   1852096	 2	      3679	    6.505
Region_0233	   1854740	   1859369	 2	      4630	    6.000
Region_0234	   1862588	   1865858	 2	      3271	    4.525
Region_0235	   1867997	   1872401	 2	      4405	    2.722
Region_0236	   1901131	   1906321	 2	      5191	    3.000
Region_0237	   1908043	   1911775	 2	      3733	    3.000
Region_0238	   1914692	   1921831	 2	      7140	    1.426
Region_0239	   1927047	   1931793	 2	      4747	    0.865
Region_0240	   1932935	   1933323	 2	       389	    0.000
Region_0241	   1933854	   1934384	 2	       531	    0.000
Region_0242	   1935862	   1936884	 2	      1023	    0.418
Region_0243	   1937611	   1938811	 2	      1201	    1.000
Region_0244	   1939590	   1939745	 2	       156	    1.000
Region_0245	   1941452	   1943329	 2	      1878	    0.000
Region_0246	   1947061	   1956130	 2	      9070	    0.031
Region_0247	   1960708	   1962158	 2	      1451	    2.031
Region_0248	   1963683	   1965299	 2	      1617	    5.017
Region_0249	   1966309	   1968819	 2	      2511	    3.166
Region_0250	   1969686	   1969892	 2	       207	    5.000
Region_0251	   1971559	   1973511	 2	      1953	    1.000
Region_0252	   1975264	   1977710	 2	      2447	    2.056
Region_0253	   1980511	   1991246	 2	     10736	    0.428
Region_0254	   1993393	   1994643	 2	      1251	    0.936
Region_0255	   2021424	   2025735	 2	      4312	    2.000
Region_0256	   2027468	   2028044	 2	       577	    2.000
Region_0257	   2031695	   2033406	 2	      1712	    0.000
Region_0258	   2033938	   2034367	 2	       430	    0.000
Region_0259	   2037131	   2037978	 2	       848	    0.000
Region_0260	   2040266	   2040890	 2	       625	    0.000
Region_0261	   2042533	   2043217	 2	       685	    0.000
Region_0262	   2045302	   2045504	 2	       203	    0.000
Region_0263	   2046129	   2047943	 2	      1815	    0.000
Region_0264	   2103026	   2106686	 2	      3661	    4.092
Region_0265	   2107113	   2108067	 2	       955	    2.987
Region_0266	   2110922	   2115997	 2	      5076	    4.487
Region_0267	   2117603	   2130219	 2	     12617	    3.014
Region_0268	   2131947	   2135503	 2	      3557	    3.849
Region_0269	   2135780	   2136067	 2	       288	    2.771
Region_0270	   2136806	   2137773	 2	       968	    3.201
Region_0271	   2139144	   2139339	 2	       196	    2.000
Region_0272	   2140738	   2146548	 2	      5811	    2.263
Region_0273	   2149146	   2219267	 2	     70122	    0.581
Region_0274	   2263626	   2267498	 2	      3873	    0.000
Region_0275	   2271055	   2288478	 2	     17424	    0.245
Region_0276	   2295506	   2299084	 2	      3579	    0.266
Region_0277	   2299571	   2301272	 2	      1702	    0.000
Region_0278	   2301639	   2302996	 2	      1358	    0.000
Region_0279	   2303404	   2304623	 2	      1220	    0.000
Region_0280	   2305026	   2306003	 2	       978	    0.000
Region_0281	   2309294	   2311296	 2	      2003	    0.081
Region_0282	   2313580	   2314196	 2	       617	    0.000
Region_0283	   2316218	   2317149	 2	       932	    0.000
Region_0284	   2318972	   2319252	 2	       281	    0.968
Region_0285	   2321119	   2323344	 2	      2226	    0.000
Region_0286	   2325156	   2325665	 2	       510	    0.000
Region_0287	   2327598	   2328483	 2	       886	    0.670
Region_0288	   2330475	   2331292	 2	       818	    3.403
Region_0289	   2333470	   2333615	 2	       146	    2.000
Region_0290	   2335553	   2338224	 2	      2672	    4.014
Region_0291	   2339849	   2340554	 2	       706	    2.031
Region_0292	   2342527	   2343966	 2	      1440	    0.275
Region_0293	   2387332	   2411758	 2	     24427	    3.629
Region_0294	   2412113	   2425239	 2	     13127	    2.046
Region_0295	   2427059	   2437810	 2	     10752	    0.059
Region_0296	   2439142	   2475664	 2	     36523	    1.906
Region_0297	   2477297	   2486740	 2	      9444	    4.169
Region_0298	   2490423	   2490765	 2	       343	    1.000
Region_0299	   2491345	   2491517	 2	       173	    3.844
Region_0300	   2492918	   2494938	 2	      2021	    2.161
Region_0301	   2500359	   2506223	 2	      5865	    0.254
Region_0302	   2507567	   2527486	 7	     19920	    0.005
Region_0303	   2544699	   2550686	 7	      5988	    0.000
Region_0304	   2551192	   2552826	 7	      1635	    0.000
Region_0305	   2568849	   2585354	 7	     16506	    0.027
Region_0306	   2586416	   2586642	 7	       227	    0.000
Region_0307	   2588704	   2589128	 7	       425	    0.000
Region_0308	   2591456	   2593677	 7	      2222	    0.489
Region_0309	   2599792	   2605099	 7	      5308	    0.000
Region_0310	   2606968	   2612508	 7	      5541	    0.085
Region_0311	   2663241	   2667640	 7	      4400	    0.010
Region_0312	   2668031	   2679595	 7	     11565	    0.001
Region_0313	   2680275	   2680514	 7	       240	    0.000
Region_0314	   2682674	   2683215	 7	       542	    0.817
Region_0315	   2683951	   2684028	 7	        78	    0.000
Region_0316	   2684219	   2685448	 7	      1230	    0.728
Region_0317	   2693708	   2699528	 7	      5821	    0.274
Region_0318	   2702079	   2706125	 7	      4047	    0.500
Region_0319	   2707285	   2710405	 7	      3121	    0.031
Region_0320	   2720232	   2724240	 7	      4009	    0.541
Region_0321	   2728438	   2739469	 7	     11032	    0.000
Region_0322	   2740472	   2750384	 7	      9913	    0.000
Region_0323	   2754229	   2754485	 7	       257	    0.000
Region_0324	   2757166	   2759003	 7	      1838	    0.000
Region_0325	   2759872	   2761039	 7	      1168	    0.000
Region_0326	   2761724	   2762255	 7	       532	    0.000
Region_0327	   2769096	   2770012	 7	       917	    0.000
Region_0328	   2771585	   2772243	 7	       659	    0.000
Region_0329	   2772818	   2774176	 7	      1359	    0.187
Region_0330	   2774820	   2775088	 7	       269	    0.000
Region_0331	   2776210	   2776684	 7	       475	    0.000
Region_0332	   2777842	   2780867	 7	      3026	    0.000
Region_0333	   2795555	   2807395	 7	     11841	    0.009
Region_0334	   2828978	   2846481	 7	     17504	    0.002
Region_0335	   2858905	   2860427	 7	      1523	    1.303
Region_0336	   2860914	   2861041	 7	       128	    0.000
Region_0337	   2861255	   2862132	 7	       878	    0.000
Region_0338	   2862594	   2862737	 7	       144	    0.000
Region_0339	   2863124	   2864343	 7	      1220	    0.000
Region_0340	   2901727	   2901982	 7	       256	    0.000
Region_0341	   2902664	   2902834	 7	       171	    0.000
Region_0342	   2906205	   2906428	 7	       224	    0.000
Region_0343	   2907386	   2907653	 7	       268	    2.049
Region_0344	   2912532	   2912834	 7	       303	    0.000
Region_0345	   2913291	   2914289	 7	       999	    0.000
Region_0346	   2916368	   2916615	 7	       248	    0.040
Region_0347	   2917282	   2917690	 7	       409	    0.000
Region_0348	   2919113	   2919207	 7	        95	    0.000
Region_0349	   2920489	   2923200	 7	      2712	    0.011
Region_0350	   2927724	   2929652	 7	      1929	    0.000
Region_0351	   2930991	   2932081	 7	      1091	    0.000
Region_0352	   2933420	   2936047	 7	      2628	    0.018
Region_0353	   2939553	   2941812	 7	      2260	    0.583
Region_0354	   2942695	   2943360	 7	       666	    2.592
Region_0355	   2944248	   2950426	 7	      6179	    0.309
Region_0356	   2953474	   2956034	 7	      2561	    0.261
Region_0357	   2962975	   2964058	 7	      1084	    0.254
Region_0358	   2965540	   2966804	 7	      1265	    0.000
Region_0359	   2967651	   2968127	 7	       477	    0.000
Region_0360	   2972073	   2988293	 7	     16221	    0.456
Region_0361	   2990654	   2990799	 7	       146	    0.000
Region_0362	   2993063	   2995150	 7	      2088	    0.000
Region_0363	   3005846	   3007224	 7	      1379	    0.000
Region_0364	   3008444	   3016948	 7	      8505	    0.067
Region_0365	   3023476	   3026091	 7	      2616	    0.000
Region_0366	   3028285	   3028572	 7	       288	    0.000
Region_0367	   3030701	   3030719	 7	        19	    0.000
Region_0368	   3033536	   3034332	 7	       797	    0.432
Region_0369	   3036279	   3036428	 7	       150	    0.000
Region_0370	   3038148	   3039197	 7	      1050	    0.000
Region_0371	   3041080	   3043061	 7	      1982	    0.000
Region_0372	   3044209	   3044343	 7	       135	    1.000
Region_0373	   3048743	   3049589	 7	       847	    0.854
Region_0374	   3051498	   3053839	 7	      2342	    0.000
Region_0375	   3055844	   3056461	 7	       618	    0.631
Region_0376	   3057048	   3057269	 7	       222	    0.559
Region_0377	   3059510	   3059785	 7	       276	    0.000
Region_0378	   3065736	   3066600	 7	       865	    0.644
Region_0379	   3071429	   3073564	 7	      2136	    0.133
Region_0380	   3074376	   3074844	 7	       469	    0.000
Region_0381	   3083249	   3084505	 7	      1257	    0.000
Region_0382	   3086433	   3087039	 7	       607	    0.000
Region_0383	   3088522	   3089461	 7	       940	    0.000
Region_0384	   3090196	   3097006	 7	      6811	    0.012
Region_0385	   3108106	   3109297	 7	      1192	    0.000
Region_0386	   3117939	   3118669	 7	       731	    0.000
Region_0387	   3123091	   3130811	 7	      7721	    0.277
Region_0388	   3148450	   3150059	 7	      1610	    1.396
Region_0389	   3152166	   3157311	 7	      5146	    0.004
Region_0390	   3160874	   3164493	 7	      3620	    0.973
Region_0391	   3169105	   3170577	 7	      1473	    0.906
Region_0392	   3171827	   3172167	 7	       341	    0.311
Region_0393	   3174823	   3174886	 7	        64	    0.000
Region_0394	   3176275	   3177496	 7	      1222	    0.219
Region_0395	   3178174	   3178822	 7	       649	    0.000
Region_0396	   3181920	   3194841	 7	     12922	    0.520
Region_0397	   3196859	   3201861	 7	      5003	    0.207
Region_0398	   3202974	   3206887	 7	      3914	    0.025
Region_0399	   3208406	   3237155	 7	     28750	    0.310
Region_0400	   3244002	   3246432	 7	      2431	    1.496
Region_0401	   3293795	   3295126	 7	      1332	    0.000
Region_0402	   3296192	   3302881	 7	      6690	    0.045
Region_0403	   3310720	   3317183	 7	      6464	    0.417
Region_0404	   3317971	   3338353	 7	     20383	    0.105
Region_0405	   3340550	   3342325	 7	      1776	    0.166
Region_0406	   3344522	   3345820	 7	      1299	    2.242
Region_0407	   3346356	   3346641	 7	       286	    2.000
Region_0408	   3347431	   3367732	 7	     20302	    0.523
Region_0409	   3369372	   3373716	 7	      4345	    0.025
Region_0410	   3382466	   3383974	 7	      1509	    0.000
Region_0411	   3395769	   3407491	 7	     11723	    0.004
Region_0412	   3409974	   3419552	 7	      9579	    0.000
Region_0413	   3424643	   3431866	 7	      7224	    0.108
Region_0414	   3439956	   3482522	 7	     42567	    0.046
Region_0415	   3483656	   3495362	 7	     11707	    0.088
Region_0416	   3497260	   3503124	 7	      5865	    0.021
Region_0417	   3504293	   3514217	 7	      9925	    0.015
Region_0418	   3515547	   3515829	 7	       283	    0.000
Region_0419	   3519962	   3522877	 7	      2916	    2.763
Region_0420	   3523850	   3524679	 7	       830	    0.543
Region_0421	   3529885	   3531468	 7	      1584	    0.000
Region_0422	   3532772	   3534557	 7	      1786	    0.000
Region_0423	   3535535	   3555431	 7	     19897	    0.001
Region_0424	   3557470	   3593014	 7	     35545	    0.205
Region_0425	   3606554	   3608530	 7	      1977	    2.360
Region_0426	   3611030	   3611049	 7	        20	    0.000
Region_0427	   3614713	   3614912	 7	       200	    1.110
Region_0428	   3615672	   3616799	 7	      1128	    1.000
Region_0429	   3619039	   3620146	 7	      1108	    0.000
Region_0430	   3620497	   3622410	 7	      1914	    0.007
Region_0431	   3622880	   3623500	 7	       621	    0.000
Region_0432	   3624599	   3637780	 7	     13182	    0.038
Region_0433	   3638356	   3639927	 7	      1572	    0.118
Region_0434	   3642023	   3649587	 7	      7565	    0.039
Region_0435	   3650158	   3651469	 7	      1312	    0.298
Region_0436	   3652334	   3728726	 7	     76393	    0.013
Region_0437	   3782108	   3816234	 7	     34127	    0.110
Region_0438	   3816881	   3821915	 7	      5035	    0.000
Region_0439	   3822421	   3822516	 7	        96	    0.000
Region_0440	   3822751	   3830837	 7	      8087	    0.022
Region_0441	   3831219	   3845921	 7	     14703	    0.000
Region_0442	   3846390	   3853236	 7	      6847	    0.486
Region_0443	   3853623	   3854297	 7	       675	    0.000
Region_0444	   3855124	   3855557	 7	       434	    0.000
Region_0445	   3856117	   3856842	 7	       726	    0.000
Region_0446	   3858322	   3859321	 7	      1000	    0.000
Region_0447	   3859637	   3859942	 7	       306	    0.000
Region_0448	   3860644	   3866482	 7	      5839	    0.023
Region_0449	   3866858	   3867007	 7	       150	    0.000
Region_0450	   3867480	   3867786	 7	       307	    0.000
Region_0451	   3868525	   3868971	 7	       447	    0.000
Region_0452	   3869770	   3870046	 7	       277	    0.000
Region_0453	   3870492	   3871293	 7	       802	    0.463
Region_0454	   3871750	   3872325	 7	       576	    0.210
Region_0455	   3874066	   3875576	 7	      1511	    0.000
Region_0456	   3878513	   3878895	 7	       383	    0.000
Region_0457	   3882486	   3883201	 7	       716	    0.000
Region_0458	   3886931	   3887145	 7	       215	    0.000
Region_0459	   3888142	   3888482	 7	       341	    0.000
Region_0460	   3890817	   3891026	 7	       210	    0.000
Region_0461	   3894570	   3904879	 7	     10310	    0.027
Region_0462	   3915617	   3917606	 7	      1990	    0.000
Region_0463	   3918449	   3918930	 7	       482	    0.000
Region_0464	   3919704	   3920059	 7	       356	    1.000
Region_0465	   3923097	   3923765	 7	       669	    0.000
Region_0466	   3925417	   3926945	 7	      1529	    0.000
Region_0467	   3933684	   3935317	 7	      1634	    1.012
Region_0468	   3936930	   3940330	 7	      3401	    0.000
Region_0469	   3941736	   3941888	 7	       153	    0.000
Region_0470	   3943247	   3943508	 7	       262	    0.718
Region_0471	   3944757	   3959727	 7	     14971	    0.330
Region_0472	   3964168	   3969487	 7	      5320	    0.088
Region_0473	   3971471	   3972633	 8	      1163	    0.000
Region_0474	   3976972	   3978237	 8	      1266	    0.000
Region_0475	   3981270	   3981996	 8	       727	    0.000
Region_0476	   3982488	   3982751	 8	       264	    0.000
Region_0477	   3983258	   3989958	 8	      6701	    0.260
Region_0478	   3993888	   3996597	 8	      2710	    0.624
Region_0479	   3997563	   3998504	 8	       942	    0.000
Region_0480	   3998834	   3999444	 8	       611	    0.000
Region_0481	   4002246	   4013042	 8	     10797	    0.133
Region_0482	   4018854	   4027482	 8	      8629	    0.661
Region_0483	   4028435	   4028910	 8	       476	    0.000
Region_0484	   4029818	   4033933	 8	      4116	    0.117
Region_0485	   4065560	   4068298	 8	      2739	    0.156
Region_0486	   4076790	   4078432	 8	      1643	    2.829
Region_0487	   4078959	   4079092	 8	       134	    1.134
Region_0488	   4079825	   4080867	 8	      1043	    0.104
Region_0489	   4084293	   4085127	 8	       835	    0.853
Region_0490	   4085371	   4086862	 8	      1492	    0.164
Region_0491	   4088258	   4088934	 8	       677	    0.000
Region_0492	   4090132	   4090296	 8	       165	    0.000
Region_0493	   4093426	   4094443	 8	      1018	    1.457
Region_0494	   4095001	   4119932	 8	     24932	    0.237
Region_0495	   4120701	   4137980	 8	     17280	    0.009
Region_0496	   4159316	   4166157	 8	      6842	    0.010
Region_0497	   4166317	   4178479	 8	     12163	    0.097
Region_0498	   4179008	   4179384	 8	       377	    0.159
Region_0499	   4180068	   4180526	 8	       459	    0.159
Region_0500	   4181467	   4183183	 8	      1717	    0.149
Region_0501	   4184612	   4184933	 8	       322	    0.000
Region_0502	   4185618	   4187376	 8	      1759	    0.002
Region_0503	   4193037	   4194946	 8	      1910	    0.408
Region_0504	   4196749	   4196877	 8	       129	    0.000
Region_0505	   4198654	   4199026	 8	       373	    0.000
Region_0506	   4200688	   4200777	 8	        90	    1.333
Region_0507	   4201534	   4202248	 8	       715	    4.206
Region_0508	   4202587	   4202800	 8	       214	    5.000
Region_0509	   4207177	   4208310	 8	      1134	    1.434
Region_0510	   4214891	   4216372	 8	      1482	    0.093
Region_0511	   4217115	   4217869	 8	       755	    0.000
Region_0512	   4218885	   4219371	 8	       487	    0.000
Region_0513	   4219735	   4219823	 8	        89	    0.000
